x,t,u_pred
-1.0,0.0,0.07111026
-0.98994976,0.0,0.069922365
-0.9798995,0.0,0.068842985
-0.9698492,0.0,0.0678673
-0.959799,0.0,0.06698941
-0.94974875,0.0,0.06620218
-0.9396985,0.0,0.065498464
-0.9296482,0.0,0.064869866
-0.919598,0.0,0.064308316
-0.90954775,0.0,0.06380541
-0.8994975,0.0,0.06335349
-0.8894472,0.0,0.062944315
-0.879397,0.0,0.06257162
-0.86934674,0.0,0.062228918
-0.8592965,0.0,0.06191116
-0.8492462,0.0,0.061613545
-0.83919597,0.0,0.061333157
-0.8291457,0.0,0.06106685
-0.8190955,0.0,0.06081385
-0.80904526,0.0,0.06057308
-0.79899496,0.0,0.060344763
-0.7889447,0.0,0.060129657
-0.7788945,0.0,0.05992893
-0.76884425,0.0,0.05974423
-0.75879395,0.0,0.059577554
-0.7487437,0.0,0.059430562
-0.7386935,0.0,0.059305497
-0.72864324,0.0,0.059204243
-0.71859294,0.0,0.05912774
-0.7085427,0.0,0.059077553
-0.69849247,0.0,0.05905389
-0.68844223,0.0,0.059057035
-0.67839193,0.0,0.059086166
-0.6683417,0.0,0.0591399
-0.65829146,0.0,0.05921641
-0.6482412,0.0,0.05931282
-0.6381909,0.0,0.059425563
-0.6281407,0.0,0.059550874
-0.61809045,0.0,0.059683822
-0.6080402,0.0,0.0598192
-0.59799,0.0,0.059951268
-0.5879397,0.0,0.060074344
-0.57788944,0.0,0.06018164
-0.5678392,0.0,0.06026671
-0.55778897,0.0,0.060323223
-0.5477387,0.0,0.0603439
-0.53768843,0.0,0.060322687
-0.5276382,0.0,0.060252845
-0.51758796,0.0,0.06012824
-0.50753766,0.0,0.05994249
-0.49748743,0.0,0.05969034
-0.4874372,0.0,0.05936666
-0.47738692,0.0,0.058966734
-0.46733668,0.0,0.058486126
-0.45728642,0.0,0.057921648
-0.44723618,0.0,0.05727037
-0.43718594,0.0,0.05653032
-0.42713568,0.0,0.05570005
-0.41708544,0.0,0.05477912
-0.40703517,0.0,0.053767808
-0.39698493,0.0,0.052667063
-0.38693467,0.0,0.051478874
-0.37688443,0.0,0.05020593
-0.36683416,0.0,0.048851326
-0.35678393,0.0,0.047419213
-0.34673366,0.0,0.045914285
-0.33668342,0.0,0.04434124
-0.32663316,0.0,0.042705562
-0.31658292,0.0,0.041012798
-0.30653265,0.0,0.039269127
-0.2964824,0.0,0.03747966
-0.28643215,0.0,0.03565047
-0.2763819,0.0,0.033787385
-0.26633167,0.0,0.031895146
-0.2562814,0.0,0.029978998
-0.24623115,0.0,0.028044287
-0.2361809,0.0,0.02609478
-0.22613065,0.0,0.024135556
-0.2160804,0.0,0.022170927
-0.20603015,0.0,0.020204682
-0.1959799,0.0,0.018241655
-0.18592964,0.0,0.016286425
-0.1758794,0.0,0.014344019
-0.16582915,0.0,0.012419513
-0.1557789,0.0,0.010518803
-0.14572865,0.0,0.008648346
-0.1356784,0.0,0.006814382
-0.12562814,0.0,0.0050238613
-0.11557789,0.0,0.003284012
-0.10552764,0.0,0.0016016131
-0.09547739,0.0,-1.6366132e-05
-0.085427135,0.0,-0.0015635444
-0.07537688,0.0,-0.0030344566
-0.06532663,0.0,-0.004424018
-0.055276383,0.0,-0.0057282196
-0.04522613,0.0,-0.0069449125
-0.03517588,0.0,-0.008072407
-0.025125628,0.0,-0.009110899
-0.015075377,0.0,-0.010061954
-0.0050251256,0.0,-0.010927846
0.0050251256,0.0,-0.011712969
0.015075377,0.0,-0.01242254
0.025125628,0.0,-0.013062366
0.03517588,0.0,-0.013640002
0.04522613,0.0,-0.014162638
0.055276383,0.0,-0.01463847
0.06532663,0.0,-0.015075688
0.07537688,0.0,-0.015482341
0.085427135,0.0,-0.015866477
0.09547739,0.0,-0.016235583
0.10552764,0.0,-0.016596552
0.11557789,0.0,-0.016955126
0.12562814,0.0,-0.017317053
0.1356784,0.0,-0.017686486
0.14572865,0.0,-0.018066533
0.1557789,0.0,-0.018459942
0.16582915,0.0,-0.018867582
0.1758794,0.0,-0.019290354
0.18592964,0.0,-0.019727789
0.1959799,0.0,-0.020178836
0.20603015,0.0,-0.020641536
0.2160804,0.0,-0.021113712
0.22613065,0.0,-0.021592464
0.2361809,0.0,-0.022074837
0.24623115,0.0,-0.022557762
0.2562814,0.0,-0.023037314
0.26633167,0.0,-0.023510717
0.2763819,0.0,-0.023974448
0.28643215,0.0,-0.024425723
0.2964824,0.0,-0.024861693
0.30653265,0.0,-0.02528049
0.31658292,0.0,-0.025680117
0.32663316,0.0,-0.02605975
0.33668342,0.0,-0.026418671
0.34673366,0.0,-0.026757214
0.35678393,0.0,-0.027076174
0.36683416,0.0,-0.027377106
0.37688443,0.0,-0.02766202
0.38693467,0.0,-0.02793387
0.39698493,0.0,-0.028196022
0.40703517,0.0,-0.02845179
0.41708544,0.0,-0.028705996
0.42713568,0.0,-0.02896329
0.43718594,0.0,-0.029228326
0.44723618,0.0,-0.029506985
0.45728642,0.0,-0.029803999
0.46733668,0.0,-0.030125853
0.47738692,0.0,-0.030477975
0.4874372,0.0,-0.030866306
0.49748743,0.0,-0.0312967
0.50753766,0.0,-0.03177484
0.51758796,0.0,-0.032306395
0.5276382,0.0,-0.03289716
0.53768843,0.0,-0.033551678
0.5477387,0.0,-0.034274843
0.55778897,0.0,-0.035071425
0.5678392,0.0,-0.03594471
0.57788944,0.0,-0.03689811
0.5879397,0.0,-0.037933692
0.59799,0.0,-0.03905331
0.6080402,0.0,-0.040257435
0.61809045,0.0,-0.041545745
0.6281407,0.0,-0.042917207
0.6381909,0.0,-0.044369403
0.6482412,0.0,-0.04589908
0.65829146,0.0,-0.04750216
0.6683417,0.0,-0.049173623
0.67839193,0.0,-0.050907537
0.68844223,0.0,-0.052697152
0.69849247,0.0,-0.054535903
0.7085427,0.0,-0.056415703
