x,t,u_pred
-1.0,0.0,0.0033127218
-0.98994976,0.0,0.0032439083
-0.9798995,0.0,0.0031736493
-0.9698492,0.0,0.0031024814
-0.959799,0.0,0.0030314028
-0.94974875,0.0,0.0029623508
-0.9396985,0.0,0.0028977394
-0.9296482,0.0,0.0028403103
-0.919598,0.0,0.0027932376
-0.90954775,0.0,0.0027597994
-0.8994975,0.0,0.0027432144
-0.8894472,0.0,0.0027467906
-0.879397,0.0,0.0027733892
-0.86934674,0.0,0.0028255284
-0.8592965,0.0,0.0029053986
-0.8492462,0.0,0.0030145943
-0.83919597,0.0,0.0031537563
-0.8291457,0.0,0.0033229142
-0.8190955,0.0,0.003521055
-0.80904526,0.0,0.0037466139
-0.79899496,0.0,0.003996849
-0.7889447,0.0,0.0042687654
-0.7788945,0.0,0.004558459
-0.76884425,0.0,0.0048621595
-0.75879395,0.0,0.005175814
-0.7487437,0.0,0.005495712
-0.7386935,0.0,0.005818695
-0.72864324,0.0,0.0061424375
-0.71859294,0.0,0.0064650476
-0.7085427,0.0,0.006785944
-0.69849247,0.0,0.007104993
-0.68844223,0.0,0.0074226856
-0.67839193,0.0,0.0077402145
-0.6683417,0.0,0.008058488
-0.65829146,0.0,0.0083782375
-0.6482412,0.0,0.008699685
-0.6381909,0.0,0.009022325
-0.6281407,0.0,0.009344339
-0.61809045,0.0,0.009663388
-0.6080402,0.0,0.009975642
-0.59799,0.0,0.010277003
-0.5879397,0.0,0.010562614
-0.57788944,0.0,0.010827526
-0.5678392,0.0,0.011067301
-0.55778897,0.0,0.011278048
-0.5477387,0.0,0.011457026
-0.53768843,0.0,0.01160264
-0.5276382,0.0,0.011714429
-0.51758796,0.0,0.011793196
-0.50753766,0.0,0.011840194
-0.49748743,0.0,0.0118573755
-0.4874372,0.0,0.011846811
-0.47738692,0.0,0.011810392
-0.46733668,0.0,0.011749253
-0.45728642,0.0,0.011664286
-0.44723618,0.0,0.011555597
-0.43718594,0.0,0.011423066
-0.42713568,0.0,0.011265963
-0.41708544,0.0,0.011083335
-0.40703517,0.0,0.01087448
-0.39698493,0.0,0.010638863
-0.38693467,0.0,0.010376334
-0.37688443,0.0,0.0100867
-0.36683416,0.0,0.0097703785
-0.35678393,0.0,0.00942798
-0.34673366,0.0,0.009060279
-0.33668342,0.0,0.008667767
-0.32663316,0.0,0.008251414
-0.31658292,0.0,0.007811755
-0.30653265,0.0,0.0073497593
