x,t,u_pred
-1.0,0.0,-0.02460286
-0.98994976,0.0,-0.024748106
-0.9798995,0.0,-0.024783796
-0.9698492,0.0,-0.024713311
-0.959799,0.0,-0.024540491
-0.94974875,0.0,-0.02426734
-0.9396985,0.0,-0.023895996
-0.9296482,0.0,-0.023427991
-0.919598,0.0,-0.022864867
-0.90954775,0.0,-0.022207115
-0.8994975,0.0,-0.021455588
-0.8894472,0.0,-0.020610824
-0.879397,0.0,-0.019673398
-0.86934674,0.0,-0.018643586
-0.8592965,0.0,-0.017522102
-0.8492462,0.0,-0.016309008
-0.83919597,0.0,-0.0150051005
-0.8291457,0.0,-0.013610832
-0.8190955,0.0,-0.012126621
-0.80904526,0.0,-0.010553822
-0.79899496,0.0,-0.008893561
-0.7889447,0.0,-0.007147725
-0.7788945,0.0,-0.0053190696
-0.76884425,0.0,-0.003410678
-0.75879395,0.0,-0.0014269738
-0.7487437,0.0,0.0006266353
-0.7386935,0.0,0.00274339
-0.72864324,0.0,0.004915301
-0.71859294,0.0,0.0071337023
-0.7085427,0.0,0.00938783
-0.69849247,0.0,0.01166638
-0.68844223,0.0,0.013957396
-0.67839193,0.0,0.016247489
-0.6683417,0.0,0.018523283
-0.65829146,0.0,0.020771306
-0.6482412,0.0,0.02297766
-0.6381909,0.0,0.025128659
-0.6281407,0.0,0.027211104
-0.61809045,0.0,0.029212415
-0.6080402,0.0,0.03112064
-0.59799,0.0,0.032924924
-0.5879397,0.0,0.03461512
-0.57788944,0.0,0.03618261
-0.5678392,0.0,0.037619628
-0.55778897,0.0,0.038919665
-0.5477387,0.0,0.04007764
-0.53768843,0.0,0.04108953
-0.5276382,0.0,0.04195219
-0.51758796,0.0,0.042663343
-0.50753766,0.0,0.043221746
-0.49748743,0.0,0.043626018
-0.4874372,0.0,0.043875292
-0.47738692,0.0,0.043969058
-0.46733668,0.0,0.043906845
-0.45728642,0.0,0.043688163
-0.44723618,0.0,0.043312933
-0.43718594,0.0,0.04278165
-0.42713568,0.0,0.042094983
-0.41708544,0.0,0.041254446
-0.40703517,0.0,0.040262595
-0.39698493,0.0,0.03912233
-0.38693467,0.0,0.03783802
-0.37688443,0.0,0.036414523
-0.36683416,0.0,0.03485766
-0.35678393,0.0,0.033173908
-0.34673366,0.0,0.03137031
-0.33668342,0.0,0.029454827
-0.32663316,0.0,0.02743546
-0.31658292,0.0,0.025321115
-0.30653265,0.0,0.023120888
-0.2964824,0.0,0.0208446
-0.28643215,0.0,0.018502437
-0.2763819,0.0,0.016104933
-0.26633167,0.0,0.013662871
-0.2562814,0.0,0.011187848
-0.24623115,0.0,0.008691203
-0.2361809,0.0,0.006184776
-0.22613065,0.0,0.0036797752
-0.2160804,0.0,0.0011879397
-0.20603015,0.0,-0.0012800354
-0.1959799,0.0,-0.003713233
-0.18592964,0.0,-0.006101824
-0.1758794,0.0,-0.008436399
-0.16582915,0.0,-0.0107078925
-0.1557789,0.0,-0.012908032
-0.14572865,0.0,-0.015029017
-0.1356784,0.0,-0.017063241
-0.12562814,0.0,-0.01900373
-0.11557789,0.0,-0.020843536
-0.10552764,0.0,-0.02257626
-0.09547739,0.0,-0.024196018
-0.085427135,0.0,-0.025697311
-0.07537688,0.0,-0.02707554
-0.06532663,0.0,-0.028326288
-0.055276383,0.0,-0.029446952
-0.04522613,0.0,-0.03043522
-0.03517588,0.0,-0.031289693
-0.025125628,0.0,-0.032010198
-0.015075377,0.0,-0.032596618
-0.0050251256,0.0,-0.033049896
0.0050251256,0.0,-0.033371318
0.015075377,0.0,-0.033562016
0.025125628,0.0,-0.033623617
0.03517588,0.0,-0.03355757
