x,y,t,u,k
0.0,0.0,0.4,-0.0102016255,0.00410518
0.010101010101010102,0.0,0.4,-0.010726713,0.00410027
0.020202020202020204,0.0,0.4,-0.011267506,0.004095229
0.030303030303030304,0.0,0.4,-0.011809044,0.004090196
0.04040404040404041,0.0,0.4,-0.012330048,0.0040853675
0.05050505050505051,0.0,0.4,-0.012803189,0.004080998
0.06060606060606061,0.0,0.4,-0.013193123,0.004077405
0.07070707070707072,0.0,0.4,-0.013454609,0.004075
0.08080808080808081,0.0,0.4,-0.013532393,0.0040742843
0.09090909090909091,0.0,0.4,-0.013358586,0.004075883
0.10101010101010102,0.0,0.4,-0.012850992,0.004080556
0.11111111111111112,0.0,0.4,-0.011911385,0.0040892465
0.12121212121212122,0.0,0.4,-0.01042556,0.0041030846
0.13131313131313133,0.0,0.4,-0.008260183,0.004123463
0.14141414141414144,0.0,0.4,-0.0052637686,0.0041520796
0.15151515151515152,0.0,0.4,-0.0012664426,0.0041910065
0.16161616161616163,0.0,0.4,0.003917552,0.0042427653
0.17171717171717174,0.0,0.4,0.010486908,0.004310423
0.18181818181818182,0.0,0.4,0.01864747,0.0043976693
0.19191919191919193,0.0,0.4,0.02860365,0.0045088716
0.20202020202020204,0.0,0.4,0.040548123,0.0046490575
0.21212121212121213,0.0,0.4,0.0546493,0.0048238058
0.22222222222222224,0.0,0.4,0.07103554,0.0050388738
0.23232323232323235,0.0,0.4,0.08978254,0.005299633
0.24242424242424243,0.0,0.4,0.110899605,0.0056101484
0.25252525252525254,0.0,0.4,0.13432008,0.0059720273
0.26262626262626265,0.0,0.4,0.15989774,0.0063833036
0.27272727272727276,0.0,0.4,0.18740967,0.006837725
0.2828282828282829,0.0,0.4,0.2165645,0.0073248013
0.29292929292929293,0.0,0.4,0.24701902,0.007830918
0.30303030303030304,0.0,0.4,0.27839428,0.008341129
0.31313131313131315,0.0,0.4,0.31029776,0.008841277
0.32323232323232326,0.0,0.4,0.3423422,0.009319629
0.33333333333333337,0.0,0.4,0.37416455,0.009767819
0.3434343434343435,0.0,0.4,0.40544116,0.010180957
0.3535353535353536,0.0,0.4,0.4358979,0.010557136
0.36363636363636365,0.0,0.4,0.46531415,0.01089672
0.37373737373737376,0.0,0.4,0.49351978,0.011201494
0.38383838383838387,0.0,0.4,0.52038354,0.011473993
0.393939393939394,0.0,0.4,0.5457967,0.011716906
0.4040404040404041,0.0,0.4,0.56965375,0.011932746
0.4141414141414142,0.0,0.4,0.5918329,0.012123573
0.42424242424242425,0.0,0.4,0.6121874,0.012290957
0.43434343434343436,0.0,0.4,0.6305452,0.012435983
0.4444444444444445,0.0,0.4,0.64671904,0.012559381
0.4545454545454546,0.0,0.4,0.66052574,0.012661654
0.4646464646464647,0.0,0.4,0.6718071,0.0127432225
0.4747474747474748,0.0,0.4,0.68044364,0.012804501
0.48484848484848486,0.0,0.4,0.68635815,0.012845898
0.494949494949495,0.0,0.4,0.68951005,0.012867778
0.5050505050505051,0.0,0.4,0.6898801,0.012870333
0.5151515151515152,0.0,0.4,0.68745375,0.012853517
0.5252525252525253,0.0,0.4,0.6822168,0.01281696
0.5353535353535354,0.0,0.4,0.67416006,0.012760018
0.5454545454545455,0.0,0.4,0.6632975,0.012681859
0.5555555555555556,0.0,0.4,0.64969116,0.012581629
0.5656565656565657,0.0,0.4,0.63346726,0.01245857
0.5757575757575758,0.0,0.4,0.6148172,0.012312066
0.5858585858585859,0.0,0.4,0.59398115,0.012141581
0.595959595959596,0.0,0.4,0.57121503,0.01194648
0.6060606060606061,0.0,0.4,0.54675674,0.011725816
0.6161616161616162,0.0,0.4,0.5208034,0.011478119
0.6262626262626263,0.0,0.4,0.49350932,0.011201388
0.6363636363636365,0.0,0.4,0.46500546,0.01089327
0.6464646464646465,0.0,0.4,0.43543229,0.010551576
0.6565656565656566,0.0,0.4,0.40497315,0.010174972
0.6666666666666667,0.0,0.4,0.37387365,0.009763851
0.6767676767676768,0.0,0.4,0.34244335,0.009321099
0.686868686868687,0.0,0.4,0.31104136,0.008852664
0.696969696969697,0.0,0.4,0.2800504,0.008367606
0.7070707070707072,0.0,0.4,0.24984604,0.007877467
0.7171717171717172,0.0,0.4,0.22077218,0.007395081
0.7272727272727273,0.0,0.4,0.19312096,0.006932954
0.7373737373737375,0.0,0.4,0.16712207,0.0065017156
0.7474747474747475,0.0,0.4,0.14293826,0.0061090053
0.7575757575757577,0.0,0.4,0.12067146,0.0057591232
0.7676767676767677,0.0,0.4,0.100365646,0.005453184
0.7777777777777778,0.0,0.4,0.082018025,0.0051898216
0.787878787878788,0.0,0.4,0.06558765,0.004965986
0.797979797979798,0.0,0.4,0.051003702,0.00477769
0.8080808080808082,0.0,0.4,0.038174875,0.0046206242
0.8181818181818182,0.0,0.4,0.026996262,0.004490568
0.8282828282828284,0.0,0.4,0.017354377,0.004383611
0.8383838383838385,0.0,0.4,0.009131916,0.0042962786
0.8484848484848485,0.0,0.4,0.002212591,0.004225583
0.8585858585858587,0.0,0.4,-0.0035188724,0.0041689663
0.8686868686868687,0.0,0.4,-0.008172147,0.0041242973
0.8787878787878789,0.0,0.4,-0.0118514225,0.004089802
0.888888888888889,0.0,0.4,-0.014654808,0.004064009
0.8989898989898991,0.0,0.4,-0.016673915,0.004045692
0.9090909090909092,0.0,0.4,-0.017992847,0.0040338445
0.9191919191919192,0.0,0.4,-0.018689744,0.004027623
0.9292929292929294,0.0,0.4,-0.01883512,0.004026329
0.9393939393939394,0.0,0.4,-0.018494062,0.004029367
