x,t,u_pred
-1.0,0.0,-0.007995963643846304
-0.98994976,0.0,0.003946410941586487
-0.9798995,0.0,0.012142787533942767
-0.9698492,0.0,0.016367461101618852
-0.959799,0.0,0.01763467768316601
-0.94974875,0.0,0.015697018204011204
-0.9396985,0.0,0.01001833986360906
-0.9296482,0.0,0.002703185223152549
-0.919598,0.0,-0.003988515251883873
-0.90954775,0.0,-0.012200493987225836
-0.8994975,0.0,-0.026270372983942025
-0.8894472,0.0,-0.04729240946915442
-0.879397,0.0,-0.0727104975154787
-0.86934674,0.0,-0.10098691878184568
-0.8592965,0.0,-0.13074942360469094
-0.8492462,0.0,-0.1596384905159311
-0.83919597,0.0,-0.18743813404437676
-0.8291457,0.0,-0.2153542200918907
-0.8190955,0.0,-0.24407682209341303
-0.80904526,0.0,-0.2725577875389236
-0.79899496,0.0,-0.2980600274557372
-0.7889447,0.0,-0.31840891392011167
-0.7788945,0.0,-0.3336040751460399
-0.76884425,0.0,-0.3442004034779071
-0.75879395,0.0,-0.34763369412479034
-0.7487437,0.0,-0.34102105668819366
-0.7386935,0.0,-0.3255923956991052
-0.72864324,0.0,-0.30336261584789964
-0.71859294,0.0,-0.2734479942494807
-0.7085427,0.0,-0.2345626096900188
-0.69849247,0.0,-0.18718839966243278
-0.68844223,0.0,-0.1319483601636357
-0.67839193,0.0,-0.06762680268684046
-0.6683417,0.0,0.005872395887151549
-0.65829146,0.0,0.0856848183933197
-0.6482412,0.0,0.1684061358531212
-0.6381909,0.0,0.2513177319497241
-0.6281407,0.0,0.33437826675552523
-0.61809045,0.0,0.4183705602083491
-0.6080402,0.0,0.5019112534409624
-0.59799,0.0,0.5834857784552614
-0.5879397,0.0,0.6586889056252885
-0.57788944,0.0,0.7201564541984644
-0.5678392,0.0,0.7682650008469178
-0.55778897,0.0,0.8122415832521224
-0.5477387,0.0,0.8562749493896091
-0.53768843,0.0,0.8959718405244228
-0.5276382,0.0,0.9276384294942126
-0.51758796,0.0,0.9506296005809913
-0.50753766,0.0,0.9642025352780246
-0.49748743,0.0,0.9660131331479835
-0.4874372,0.0,0.9532673024968776
-0.47738692,0.0,0.9287715020031069
-0.46733668,0.0,0.899556137760978
-0.45728642,0.0,0.867136108214122
-0.44723618,0.0,0.8281306013997716
-0.43718594,0.0,0.7795145420906291
-0.42713568,0.0,0.7216979446606173
-0.41708544,0.0,0.656766578588206
-0.40703517,0.0,0.5854831973065899
-0.39698493,0.0,0.5090730216859545
-0.38693467,0.0,0.4307824009445644
-0.37688443,0.0,0.35265614857116473
-0.36683416,0.0,0.2750470255905552
-0.35678393,0.0,0.20041883965152413
-0.34673366,0.0,0.1308992352238122
-0.33668342,0.0,0.06588748020173785
-0.32663316,0.0,0.0018973442932502804
-0.31658292,0.0,-0.06568145514012458
-0.30653265,0.0,-0.13667588878124065
-0.2964824,0.0,-0.205310622238744
-0.28643215,0.0,-0.2616620273143434
-0.2763819,0.0,-0.2994920183846456
-0.26633167,0.0,-0.3223640336368305
-0.2562814,0.0,-0.3360714513767612
-0.24623115,0.0,-0.34304864563052734
-0.2361809,0.0,-0.3437801569882921
-0.22613065,0.0,-0.3386764123853975
-0.2160804,0.0,-0.3281938881737838
-0.20603015,0.0,-0.3127633096211807
-0.1959799,0.0,-0.29095268030713584
-0.18592964,0.0,-0.26052274177847445
-0.1758794,0.0,-0.22491039092085624
-0.16582915,0.0,-0.19045139311019776
-0.1557789,0.0,-0.1587739195157621
-0.14572865,0.0,-0.12743044639445777
-0.1356784,0.0,-0.09649856172305699
-0.12562814,0.0,-0.07034518499877379
-0.11557789,0.0,-0.04916396641152909
-0.10552764,0.0,-0.028394294412099286
-0.09547739,0.0,-0.007176798135210216
-0.085427135,0.0,0.010432988500306495
-0.07537688,0.0,0.02202254504298473
-0.06532663,0.0,0.02864820070683921
-0.055276383,0.0,0.03193658337305544
-0.04522613,0.0,0.0319455093381083
-0.03517588,0.0,0.027884992698562927
-0.025125628,0.0,0.019581689896488397
-0.015075377,0.0,0.007497895125934961
-0.0050251256,0.0,-0.007878882687438415
0.0050251256,0.0,-0.026270644212920552
0.015075377,0.0,-0.046359620245025046
0.025125628,0.0,-0.06614942724979622
0.03517588,0.0,-0.0844517876543342
0.04522613,0.0,-0.10131541576593603
0.055276383,0.0,-0.11793203074999659
0.06532663,0.0,-0.13433341283504602
