iter,total_loss,loss_u,loss_k
297,7.605653e-05,3.0618863e-05,2.0105585e-07
298,7.6052296e-05,3.0616164e-05,2.0094163e-07
299,7.6069504e-05,3.0606225e-05,2.0049605e-07
300,7.605128e-05,3.06142e-05,2.0085822e-07
301,7.6047945e-05,3.060463e-05,2.0086833e-07
302,7.604803e-05,3.056675e-05,2.0091328e-07
303,7.604541e-05,3.0585572e-05,2.0089031e-07
304,7.604179e-05,3.057103e-05,2.0077938e-07
305,7.6095384e-05,3.0514888e-05,2.0034352e-07
306,7.604161e-05,3.057025e-05,2.0077451e-07
307,7.603961e-05,3.056235e-05,2.0079143e-07
308,7.6051794e-05,3.053253e-05,2.0086009e-07
309,7.603904e-05,3.0557898e-05,2.0080115e-07
310,7.603654e-05,3.054079e-05,2.0082638e-07
311,7.606043e-05,3.0476422e-05,2.0093493e-07
312,7.603645e-05,3.0536634e-05,2.0083304e-07
313,7.603504e-05,3.0533698e-05,2.0078357e-07
314,7.6037184e-05,3.052252e-05,2.0058762e-07
315,7.603478e-05,3.0530187e-05,2.0072204e-07
316,7.603329e-05,3.0526862e-05,2.0072667e-07
317,7.603056e-05,3.0513627e-05,2.0074597e-07
318,7.60539e-05,3.0448957e-05,2.0084236e-07
319,7.603014e-05,3.0505378e-05,2.007577e-07
320,7.602633e-05,3.0494599e-05,2.0072481e-07
321,7.602894e-05,3.045218e-05,2.0059684e-07
322,7.602386e-05,3.0477102e-05,2.0067105e-07
323,7.601865e-05,3.0474235e-05,2.0061317e-07
324,7.6008466e-05,3.046434e-05,2.0037885e-07
325,7.624703e-05,3.044453e-05,1.9925102e-07
326,7.600874e-05,3.0464373e-05,2.0037606e-07
327,7.600135e-05,3.0433846e-05,2.0062602e-07
328,7.6000666e-05,3.0439298e-05,2.0058096e-07
329,7.599435e-05,3.0426121e-05,2.0058098e-07
330,7.603491e-05,3.037804e-05,2.0059288e-07
331,7.5993514e-05,3.042002e-05,2.0058212e-07
332,7.5989534e-05,3.0416526e-05,2.0063749e-07
333,7.602593e-05,3.0403968e-05,2.0086567e-07
334,7.598922e-05,3.0415644e-05,2.0065124e-07
335,7.598621e-05,3.041827e-05,2.0063713e-07
336,7.598296e-05,3.042887e-05,2.0058049e-07
337,7.598256e-05,3.0425977e-05,2.0059571e-07
338,7.597888e-05,3.0421483e-05,2.0072558e-07
339,7.60379e-05,3.040636e-05,2.0125732e-07
340,7.597864e-05,3.0421392e-05,2.0072753e-07
341,7.597564e-05,3.0420948e-05,2.007164e-07
342,7.599353e-05,3.0421324e-05,2.0067381e-07
343,7.597558e-05,3.0420864e-05,2.0071168e-07
344,7.597236e-05,3.0426027e-05,2.0070416e-07
345,7.599546e-05,3.0450325e-05,2.0068339e-07
346,7.597216e-05,3.0427922e-05,2.0070269e-07
347,7.5970966e-05,3.0427052e-05,2.007483e-07
348,7.597212e-05,3.0423449e-05,2.0093479e-07
349,7.596999e-05,3.0425632e-05,2.0081951e-07
350,7.596841e-05,3.0427098e-05,2.0080174e-07
351,7.596359e-05,3.043314e-05,2.0073132e-07
352,7.599637e-05,3.0465539e-05,2.003916e-07
353,7.5962686e-05,3.0437814e-05,2.0067958e-07
354,7.595692e-05,3.0441604e-05,2.006708e-07
355,7.597185e-05,3.0458777e-05,2.0063906e-07
356,7.5954726e-05,3.0445619e-05,2.0066237e-07
357,7.594958e-05,3.0437686e-05,2.0067525e-07
358,7.5941e-05,3.0406209e-05,2.0073112e-07
359,7.594099e-05,3.0409848e-05,2.0072419e-07
360,7.593173e-05,3.0399371e-05,2.0055057e-07
361,7.6008815e-05,3.0360028e-05,1.9986301e-07
362,7.593124e-05,3.0396213e-05,2.0049819e-07
363,7.592258e-05,3.0379033e-05,2.0054652e-07
364,7.600848e-05,3.0317655e-05,2.007637e-07
365,7.5922435e-05,3.0375473e-05,2.0055766e-07
366,7.591769e-05,3.0364961e-05,2.0051495e-07
367,7.594683e-05,3.0324567e-05,2.0035426e-07
368,7.591728e-05,3.0360135e-05,2.0049667e-07
369,7.591258e-05,3.0351568e-05,2.004877e-07
370,7.5903496e-05,3.0317873e-05,2.0045353e-07
371,7.607887e-05,3.0155361e-05,2.0031747e-07
372,7.590335e-05,3.0313597e-05,2.0044935e-07
373,7.5895034e-05,3.029873e-05,2.0019473e-07
374,7.589513e-05,3.029945e-05,2.002072e-07
375,7.58907e-05,3.029004e-05,2.0021747e-07
376,7.589052e-05,3.029025e-05,2.0021676e-07
377,7.5886994e-05,3.0278541e-05,2.0021739e-07
378,7.591533e-05,3.0235376e-05,2.002283e-07
379,7.5886965e-05,3.027498e-05,2.0021771e-07
380,7.588544e-05,3.02732e-05,2.0017285e-07
381,7.588561e-05,3.0266148e-05,1.9999506e-07
382,7.588423e-05,3.0269764e-05,2.000854e-07
383,7.5881515e-05,3.0263216e-05,2.0012172e-07
384,7.587508e-05,3.0237492e-05,2.0026842e-07
385,7.5949916e-05,3.0113406e-05,2.0103298e-07
386,7.587476e-05,3.022772e-05,2.0032545e-07
387,7.5868506e-05,3.0210927e-05,2.0037744e-07
388,7.588041e-05,3.0145235e-05,2.0059063e-07
389,7.586552e-05,3.01909e-05,2.0044051e-07
390,7.585855e-05,3.0186387e-05,2.0043296e-07
391,7.584587e-05,3.0168776e-05,2.004012e-07
392,7.5845666e-05,3.0168922e-05,2.004012e-07
393,7.5829535e-05,3.0146308e-05,2.0049143e-07
394,7.587281e-05,3.0058412e-05,2.0085912e-07
395,7.582382e-05,3.012365e-05,2.0058205e-07
396,7.580685e-05,3.0099416e-05,2.0033139e-07
397,7.5807024e-05,3.0099809e-05,2.0033418e-07
398,7.579862e-05,3.0088497e-05,2.0034696e-07
399,7.583288e-05,3.0045268e-05,2.0040201e-07
400,7.579646e-05,3.0080142e-05,2.0035655e-07
401,7.578655e-05,3.0067835e-05,2.0036273e-07
402,7.5777716e-05,3.001969e-05,2.0038514e-07
403,7.577445e-05,3.0035444e-05,2.0037729e-07
404,7.576745e-05,3.0004687e-05,2.006122e-07
405,7.5767195e-05,3.0008438e-05,2.0058225e-07
406,7.5763026e-05,2.999862e-05,2.0056383e-07
407,7.580225e-05,2.9962413e-05,2.0049318e-07
408,7.57627e-05,2.999621e-05,2.0055846e-07
409,7.575957e-05,2.9993083e-05,2.0055015e-07
410,7.579301e-05,2.9984985e-05,2.0051675e-07
411,7.5759206e-05,2.9992483e-05,2.0054767e-07
412,7.575769e-05,2.9989664e-05,2.0058532e-07
413,7.57568e-05,2.9978246e-05,2.0073662e-07
414,7.575592e-05,2.9982933e-05,2.0067331e-07
415,7.575302e-05,2.9982806e-05,2.0062382e-07
416,7.574525e-05,2.9982639e-05,2.0042697e-07
417,7.582091e-05,2.9986435e-05,1.9948907e-07
418,7.574429e-05,2.9982612e-05,2.0032688e-07
419,7.573599e-05,2.9978773e-05,2.0025904e-07
420,7.5769385e-05,2.9967257e-05,1.9999203e-07
421,7.5734184e-05,2.9976249e-05,2.002105e-07
422,7.57281e-05,2.9960704e-05,2.0024136e-07
423,7.572113e-05,2.989952e-05,2.0036896e-07
424,7.571986e-05,2.991589e-05,2.0033364e-07
425,7.570935e-05,2.9891818e-05,2.0029914e-07
426,7.570805e-05,2.9796875e-05,2.0016701e-07
427,7.570064e-05,2.984168e-05,2.0022887e-07
428,7.5692034e-05,2.9770103e-05,2.0055299e-07
429,7.5690026e-05,2.979092e-05,2.0045648e-07
430,7.5683674e-05,2.9771973e-05,2.0043692e-07
431,7.5688e-05,2.9697467e-05,2.003618e-07
432,7.567948e-05,2.9741535e-05,2.004054e-07
433,7.566839e-05,2.970966e-05,2.0036782e-07
434,7.568099e-05,2.958446e-05,2.0022438e-07
435,7.566225e-05,2.9663746e-05,2.0031428e-07
436,7.565573e-05,2.9645256e-05,2.0012911e-07
437,7.5741504e-05,2.9576395e-05,1.9940109e-07
438,7.565559e-05,2.964404e-05,2.0011701e-07
439,7.565145e-05,2.9630557e-05,2.0014413e-07
440,7.569468e-05,2.9577968e-05,2.0026398e-07
441,7.565136e-05,2.9627752e-05,2.0015091e-07
442,7.5648415e-05,2.961142e-05,2.0015423e-07
443,7.569065e-05,2.955241e-05,2.0017409e-07
444,7.5648495e-05,2.9610816e-05,2.0015403e-07
445,7.5647076e-05,2.9607956e-05,2.0012172e-07
446,7.56457e-05,2.9597037e-05,1.9999247e-07
447,7.564548e-05,2.9600165e-05,2.0002993e-07
448,7.5642165e-05,2.9588315e-05,2.0008414e-07
449,7.5636926e-05,2.9541336e-05,2.0030443e-07
450,7.5636875e-05,2.9542636e-05,2.0029792e-07
451,7.563306e-05,2.9527188e-05,2.0030983e-07
452,7.5648626e-05,2.9466708e-05,2.0036146e-07
453,7.563203e-05,2.9516083e-05,2.0031872e-07
454,7.5629316e-05,2.9513012e-05,2.0028729e-07
455,7.562162e-05,2.9501225e-05,2.0015756e-07
456,7.571353e-05,2.9450297e-05,1.9952195e-07
457,7.562117e-05,2.9497134e-05,2.0011055e-07
458,7.5609845e-05,2.9470946e-05,2.0012514e-07
459,7.5605174e-05,2.9368432e-05,2.0018969e-07
460,7.559953e-05,2.9411549e-05,2.0016121e-07
461,7.5605356e-05,2.9368124e-05,1.997521e-07
462,7.5593154e-05,2.9392959e-05,1.999896e-07
463,7.558953e-05,2.9384553e-05,2.0002584e-07
464,7.558565e-05,2.9351308e-05,2.0017114e-07
465,7.558479e-05,2.9361507e-05,2.0012503e-07
466,7.557737e-05,2.9337369e-05,2.0020781e-07
467,7.562059e-05,2.9244118e-05,2.0054763e-07
468,7.55766e-05,2.932528e-05,2.0025121e-07
469,7.557235e-05,2.9313185e-05,2.0033215e-07
470,7.557521e-05,2.926578e-05,2.0066163e-07
471,7.556958e-05,2.929385e-05,2.0046441e-07
472,7.5564654e-05,2.927974e-05,2.0042086e-07
473,7.5621254e-05,2.9225395e-05,2.0025877e-07
474,7.5564494e-05,2.9277426e-05,2.0041233e-07
475,7.5560616e-05,2.9269879e-05,2.0041153e-07
476,7.560901e-05,2.9247707e-05,2.004185e-07
477,7.556041e-05,2.926912e-05,2.0041198e-07
478,7.555781e-05,2.92647e-05,2.0044652e-07
479,7.555543e-05,2.924779e-05,2.005869e-07
480,7.5554955e-05,2.9252042e-05,2.0055053e-07
481,7.5549484e-05,2.9249668e-05,2.0045488e-07
482,7.554224e-05,2.9241155e-05,2.0007772e-07
483,7.554205e-05,2.924271e-05,2.0014618e-07
484,7.5535034e-05,2.9235322e-05,2.0011913e-07
485,7.555128e-05,2.9208339e-05,2.0001538e-07
486,7.5532655e-05,2.9227922e-05,2.0009034e-07
487,7.552579e-05,2.9210667e-05,2.0009736e-07
488,7.551881e-05,2.9142588e-05,2.0013235e-07
489,7.551734e-05,2.9162731e-05,2.0012055e-07
490,7.550735e-05,2.9141513e-05,2.0005086e-07
491,7.552065e-05,2.9058583e-05,1.9976919e-07
492,7.550188e-05,2.9112707e-05,1.9995356e-07
493,7.549807e-05,2.907098e-05,2.0018267e-07
494,7.549657e-05,2.9085379e-05,2.0010278e-07
495,7.54906e-05,2.9071605e-05,2.0005807e-07
496,7.548261e-05,2.9017292e-05,1.9987966e-07
497,7.548214e-05,2.9027464e-05,1.9991285e-07
498,7.547392e-05,2.8998584e-05,1.9983862e-07
499,7.559944e-05,2.8888026e-05,1.9954788e-07
500,7.547396e-05,2.8997963e-05,1.9983668e-07
501,7.5469135e-05,2.89898e-05,1.9977466e-07
502,7.546802e-05,2.8957587e-05,1.9952643e-07
