epoch,total_loss
186,0.07236458
187,0.07124647
188,0.07060561
189,0.07053938
190,0.069946736
191,0.06904996
192,0.06871992
193,0.06844275
194,0.06769358
195,0.067117184
196,0.066867895
197,0.066349156
198,0.06570034
199,0.06534493
200,0.06497909
201,0.064394355
202,0.06392952
203,0.06360555
204,0.06313822
205,0.06263012
206,0.062269486
207,0.061897233
208,0.06142291
209,0.061008632
210,0.060668826
211,0.06026806
212,0.059838455
213,0.059478916
214,0.059134796
215,0.058741327
216,0.058358263
217,0.058023453
218,0.05768102
219,0.05731096
220,0.056960624
221,0.05663926
222,0.056307882
223,0.055962265
224,0.055633694
225,0.055323802
226,0.055007532
227,0.05468329
228,0.054370437
229,0.054071363
230,0.053770777
231,0.053464748
232,0.05316475
233,0.05287548
234,0.05258874
235,0.052298896
236,0.052010663
237,0.051729742
238,0.051454034
239,0.05117818
240,0.050901867
241,0.05062884
242,0.050360963
243,0.050095994
244,0.049831286
245,0.049567208
246,0.049305797
247,0.04904794
248,0.048792467
249,0.048537888
250,0.048284102
251,0.048032008
252,0.047782376
253,0.047534954
254,0.047288924
255,0.047043804
256,0.04679969
257,0.04655704
258,0.046316095
259,0.046076722
260,0.045838553
261,0.045601275
262,0.045364857
263,0.045129374
264,0.044894993
265,0.044661693
266,0.044429403
267,0.04419796
268,0.043967206
269,0.043737072
270,0.043507494
271,0.0432785
272,0.04305007
273,0.04282218
274,0.04259476
275,0.042367764
276,0.04214111
277,0.041914713
278,0.041688524
279,0.041462474
280,0.041236524
281,0.04101061
282,0.0407847
283,0.04055874
284,0.040332705
285,0.04010651
286,0.039880145
287,0.039653562
288,0.039426737
289,0.03919963
290,0.03897226
291,0.03874461
292,0.038516764
293,0.038288824
294,0.038061105
295,0.037834115
296,0.037608955
297,0.037387658
298,0.037174236
299,0.036976628
300,0.036808543
301,0.03669615
302,0.03666532
303,0.036739267
304,0.036798432
305,0.036638588
306,0.036006242
307,0.0352373
308,0.034847442
309,0.03490486
310,0.034954026
311,0.034596223
312,0.03403555
313,0.033723835
314,0.03370495
315,0.03360763
316,0.033230685
317,0.032828882
318,0.03264992
319,0.032567926
320,0.032339633
321,0.03198569
322,0.03172095
323,0.031585783
324,0.031418826
325,0.03114096
326,0.030856967
327,0.030664986
328,0.030508189
329,0.03029017
330,0.0300266
331,0.029799288
332,0.029623592
333,0.029439121
334,0.029211754
335,0.028977245
336,0.028776329
337,0.028596764
338,0.02840109
339,0.028182998
340,0.027969234
341,0.027777165
342,0.027593885
343,0.027399197
344,0.027193094
345,0.026991148
346,0.026802154
347,0.026618794
348,0.026429739
349,0.026234059
350,0.026039649
351,0.02585266
352,0.025670886
353,0.025488
354,0.025301365
355,0.025113624
356,0.024929114
357,0.02474894
358,0.024570722
359,0.024391726
360,0.024211228
361,0.024030969
362,0.023852773
363,0.023677189
364,0.023503248
365,0.02332956
366,0.023155663
367,0.022981895
368,0.022809196
369,0.02263812
370,0.02246866
371,0.022300411
372,0.022132844
373,0.021965802
374,0.021799332
375,0.021633781
376,0.021469384
377,0.021306321
378,0.021144565
379,0.020984001
380,0.020824531
381,0.02066605
382,0.020508599
383,0.020352187
384,0.020196939
385,0.020042896
386,0.019890154
387,0.019738754
388,0.01958872
389,0.019440083
390,0.019292846
391,0.019147048
392,0.019002695
393,0.018859833
394,0.018718474
395,0.018578688
396,0.018440483
397,0.018303953
398,0.018169116
399,0.0180361
400,0.017904961
401,0.017775916
402,0.01764917
403,0.017525205
404,0.017404694
405,0.017289
406,0.01718039
407,0.017083094
408,0.017004639
409,0.01695736
410,0.016961727
411,0.017037546
412,0.017195629
413,0.017357798
414,0.017368436
415,0.017012544
416,0.016420737
417,0.015978955
418,0.015949357
419,0.016153613
420,0.016204355
421,0.015939124
422,0.015568977
423,0.015419223
424,0.015498134
425,0.015540682
426,0.015377855
427,0.015125321
428,0.015002828
429,0.015026187
430,0.015024686
431,0.01489526
432,0.014720155
433,0.014630616
434,0.014624648
435,0.01459546
436,0.014489204
437,0.014362946
438,0.014291732
439,0.014267751
440,0.014226996
441,0.014141211
442,0.01404546
443,0.013982474
444,0.013947936
445,0.013905207
446,0.01383633
447,0.013759747
448,0.013701053
449,0.013660979
450,0.01361969
451,0.013563996
452,0.013500955
453,0.013445742
454,0.01340287
455,0.013363367
456,0.013317393
457,0.013265049
458,0.013214186
459,0.013170407
460,0.013131688
461,0.013092078
462,0.013048533
463,0.013003308
464,0.01296061
465,0.012922048
466,0.012885639
467,0.012848427
468,0.012809426
469,0.012770109
470,0.012732502
471,0.012697264
472,0.012663389
473,0.012629421
474,0.012594782
475,0.012560038
476,0.012526184
477,0.012493737
478,0.01246241
479,0.012431524
480,0.012400586
481,0.012369626
482,0.012339028
483,0.012309184
484,0.0122802
485,0.0122518875
486,0.012223942
487,0.01219617
488,0.01216859
489,0.012141349
490,0.01211462
491,0.012088459
492,0.012062818
493,0.012037579
494,0.012012634
495,0.011987945
496,0.011963538
497,0.011939464
498,0.011915779
499,0.011892499
500,0.011869603
501,0.011847051
502,0.011824798
503,0.011802819
504,0.011781106
505,0.011759669
506,0.011738519
507,0.011717671
508,0.011697123
509,0.01167687
510,0.011656897
511,0.01163719
512,0.011617736
513,0.011598526
514,0.011579545
515,0.011560801
516,0.01154229
517,0.01152401
518,0.011505956
519,0.011488126
520,0.01147052
521,0.0114531275
522,0.011435946
523,0.011418968
524,0.011402188
525,0.011385605
526,0.011369208
527,0.011352995
528,0.011336964
529,0.011321107
530,0.011305424
531,0.0112899095
532,0.011274559
533,0.011259375
534,0.011244345
535,0.011229474
536,0.0112147555
537,0.011200188
538,0.011185771
539,0.011171499
540,0.011157377
541,0.011143406
542,0.01112959
543,0.01111594
544,0.0111024715
545,0.011089213
546,0.011076216
547,0.011063561
548,0.01105138
549,0.011039906
550,0.011029527
551,0.011020893
552,0.011015121
553,0.011014102
554,0.011020983
555,0.0110409185
556,0.011081689
557,0.011153942
558,0.01126727
559,0.011420727
560,0.011578696
561,0.01166106
562,0.011571635
563,0.011312962
564,0.01102279
565,0.010870907
566,0.010902695
567,0.0110286465
568,0.011114539
569,0.011078001
570,0.0109450435
571,0.010816861
572,0.010782143
573,0.0108372215
574,0.010899276
575,0.010890148
576,0.010808219
577,0.010726199
578,0.010707648
579,0.010743643
580,0.01077293
581,0.01075205
582,0.010696819
583,0.010654461
584,0.010649992
585,0.010666033
586,0.0106700715
587,0.010649651
588,0.010618437
589,0.010596534
590,0.010590231
591,0.0105907805
592,0.010586595
593,0.01057348
594,0.010555528
595,0.010539413
596,0.010528929
597,0.010523094
598,0.010517819
599,0.010509289
600,0.010496698
601,0.010482642
602,0.010470752
603,0.01046263
604,0.010456644
605,0.010449621
606,0.010439692
607,0.010427693
608,0.010416122
609,0.010406809
610,0.010399526
611,0.010392524
612,0.010384185
613,0.010374267
614,0.010363797
615,0.01035404
616,0.010345525
617,0.010337804
618,0.010330023
619,0.0103215845
620,0.010312495
621,0.010303198
622,0.0102941925
623,0.010285695
624,0.010277599
625,0.010269608
626,0.010261461
627,0.0102530625
628,0.010244487
629,0.010235898
630,0.010227455
631,0.010219218
632,0.01021116
633,0.010203183
634,0.010195187
635,0.010187113
636,0.01017896
637,0.010170777
638,0.010162633
639,0.010154579
640,0.010146625
641,0.010138754
642,0.010130932
643,0.010123117
644,0.010115292
645,0.010107453
646,0.010099618
647,0.010091804
648,0.010084028
649,0.010076295
650,0.010068607
651,0.010060955
652,0.0100533385
653,0.010045746
654,0.010038183
655,0.010030644
656,0.010023128
657,0.010015638
658,0.010008173
659,0.010000732
660,0.009993317
661,0.009985922
662,0.009978553
663,0.009971213
664,0.009963894
665,0.009956609
666,0.009949349
667,0.009942116
668,0.009934915
669,0.009927739
670,0.009920595
671,0.009913476
672,0.009906389
673,0.00989933
674,0.009892305
675,0.009885315
676,0.009878363
677,0.009871464
678,0.009864622
679,0.009857863
680,0.009851221
681,0.009844753
682,0.009838562
683,0.0098328255
684,0.00982785
685,0.009824188
686,0.009822816
687,0.009825464
688,0.009835229
689,0.009857366
690,0.009900608
691,0.009977048
692,0.010099649
693,0.010265012
694,0.010427767
695,0.010473301
696,0.01030487
697,0.00998557
698,0.009755715
699,0.009771166
700,0.009942899
701,0.010051576
702,0.0099678915
703,0.009784685
704,0.009696556
705,0.009762913
706,0.009859478
707,0.009849882
708,0.009745059
709,0.009668509
710,0.00968983
711,0.0097495
712,0.009754051
713,0.0096942205
714,0.009641049
715,0.009645199
716,0.009678813
717,0.009684329
718,0.009649297
719,0.009612701
720,0.00960858
721,0.009626099
722,0.009631271
723,0.009611443
724,0.00958579
725,0.009576837
726,0.009583626
727,0.009587604
728,0.009577235
729,0.009559507
730,0.009548444
731,0.009548053
732,0.009549992
733,0.009545162
734,0.009533601
735,0.009522585
736,0.009517443
737,0.009516408
738,0.009513924
739,0.009507084
740,0.009498011
741,0.009490672
742,0.009486592
743,0.009483878
744,0.009479754
745,0.009473373
746,0.009466193
747,0.009460153
748,0.0094557945
749,0.009452086
750,0.009447666
751,0.009442091
752,0.009436028
753,0.009430438
754,0.00942572
755,0.009421504
756,0.009417114
757,0.009412175
758,0.009406827
759,0.009401522
760,0.00939659
761,0.009392049
762,0.009387634
763,0.009383068
764,0.009378251
765,0.0093732895
766,0.009368375
767,0.009363648
768,0.009359103
769,0.00935464
770,0.009350141
771,0.009345544
772,0.009340867
773,0.0093361875
774,0.009331568
775,0.009327043
776,0.009322593
777,0.009318174
778,0.009313747
779,0.00930929
780,0.009304813
781,0.009300338
782,0.009295892
783,0.009291492
784,0.009287139
785,0.009282833
786,0.009278566
787,0.009274336
788,0.009270154
789,0.009266058
790,0.009262104
791,0.009258378
792,0.0092550395
793,0.009252332
794,0.00925068
795,0.00925079
796,0.00925393
797,0.009262174
798,0.0092792325
799,0.009310886
800,0.009366903
801,0.009459316
802,0.009603303
803,0.009795474
804,0.010004504
805,0.010115564
806,0.010023035
807,0.009707324
808,0.0093772
809,0.009253234
810,0.009357998
811,0.00951005
812,0.009514757
813,0.009362485
814,0.009216854
815,0.009221086
816,0.009329639
817,0.009384644
818,0.009308413
819,0.0091836285
820,0.009140968
821,0.009197058
822,0.009255537
823,0.009238781
824,0.009172017
825,0.009134382
826,0.009152762
827,0.009180369
828,0.009169098
829,0.009128277
830,0.009104107
831,0.009115929
832,0.009137138
833,0.009134654
834,0.00910843
835,0.009085849
836,0.009084509
837,0.009094324
838,0.009095132
839,0.009081872
840,0.00906737
841,0.0090636555
842,0.009068213
843,0.009069499
844,0.009061559
845,0.009049643
846,0.00904228
847,0.009041474
848,0.009041969
849,0.009038443
850,0.009031207
851,0.009024614
852,0.009021571
853,0.009020704
854,0.009018594
855,0.009013699
856,0.009007534
857,0.00900257
858,0.00899959
859,0.008997307
860,0.008994057
861,0.008989487
862,0.008984641
863,0.008980658
864,0.0089776935
865,0.008974964
866,0.008971658
867,0.008967674
868,0.008963552
869,0.008959856
870,0.008956678
871,0.008953645
872,0.008950347
873,0.008946695
874,0.008942926
875,0.008939354
876,0.00893609
877,0.008933024
878,0.008929956
879,0.008926799
880,0.008923649
881,0.008920709
882,0.00891817
883,0.008916153
884,0.008914774
885,0.008914243
886,0.0089150015
887,0.008917794
888,0.0089237755
889,0.008934595
890,0.008952623
891,0.008980994
892,0.009023676
893,0.009084141
894,0.009163207
895,0.0092526395
896,0.009330239
897,0.009357166
898,0.0092986915
899,0.009155715
900,0.00898641
901,0.008871388
902,0.008854604
903,0.008916218
904,0.008995127
905,0.009030858
906,0.008998061
907,0.008920413
908,0.008849954
909,0.008826211
910,0.008849386
911,0.008887791
912,0.008905871
913,0.008888815
914,0.008849515
915,0.008814688
916,0.008803172
917,0.008813848
918,0.008830562
919,0.008836444
920,0.008825487
921,0.008804649
922,0.008786481
923,0.008779395
924,0.008782745
925,0.008789173
926,0.0087908795
927,0.008784732
928,0.00877336
929,0.008762268
930,0.008755769
931,0.008754519
932,0.0087559
933,0.008756289
934,0.008753402
935,0.008747338
936,0.008740004
937,0.008733671
938,0.008729624
939,0.008727675
940,0.008726603
941,0.008725006
942,0.008722048
943,0.0087177595
944,0.008712806
945,0.008708036
946,0.008704038
947,0.008700928
948,0.008698419
949,0.008696041
950,0.008693383
951,0.008690254
952,0.008686702
953,0.008682929
954,0.008679179
955,0.008675623
956,0.008672322
957,0.008669232
958,0.008666249
959,0.0086632585
960,0.008660184
961,0.008657004
962,0.00865373
963,0.0086504165
964,0.0086471075
965,0.008643843
966,0.008640643
967,0.008637506
968,0.00863441
969,0.008631335
970,0.008628257
971,0.008625161
972,0.008622039
973,0.008618891
974,0.008615728
975,0.008612556
976,0.008609388
977,0.008606235
978,0.00860311
979,0.008600019
980,0.008596979
981,0.008593999
982,0.008591108
983,0.008588336
984,0.00858574
985,0.008583402
986,0.008581458
987,0.008580127
988,0.008579748
989,0.00858088
990,0.008584406
991,0.008591779
992,0.008605253
993,0.008628499
994,0.008666793
995,0.008728031
996,0.008820623
997,0.008952282
998,0.009114789
999,0.009276283
1000,0.009355711
1001,0.00927525
1002,0.009017961
1003,0.0087130405
1004,0.008535983
1005,0.008563594
1006,0.008717022
1007,0.008840803
1008,0.008826723
1009,0.008687066
1010,0.008543998
1011,0.0085054515
1012,0.008571534
1013,0.008652626
1014,0.008661831
1015,0.008592708
1016,0.0085106
1017,0.008483417
1018,0.008516667
1019,0.00856035
1020,0.008565233
1021,0.008526361
1022,0.008480791
1023,0.008464896
1024,0.008481483
1025,0.008503712
1026,0.008505042
1027,0.008483177
1028,0.0084570395
1029,0.008446065
1030,0.008452626
1031,0.008463481
1032,0.008464475
1033,0.008452757
1034,0.00843707
1035,0.008427837
1036,0.008428107
1037,0.008432522
1038,0.008433472
1039,0.00842776
1040,0.008418189
1041,0.008410151
1042,0.008406788
1043,0.008407038
1044,0.008407343
1045,0.008404852
1046,0.008399409
1047,0.008393068
1048,0.008388146
1049,0.008385493
1050,0.008384212
1051,0.0083826585
1052,0.0083797285
1053,0.008375478
1054,0.008370834
1055,0.008366797
1056,0.008363779
1057,0.008361482
1058,0.008359229
1059,0.008356469
1060,0.008353071
1061,0.008349307
1062,0.008345612
1063,0.00834229
1064,0.008339388
1065,0.00833672
1066,0.008334036
1067,0.008331147
1068,0.008328027
1069,0.008324789
1070,0.008321605
1071,0.008318622
1072,0.008315922
1073,0.008313528
1074,0.008311461
1075,0.008309789
1076,0.008308728
1077,0.008308673
1078,0.008310314
1079,0.008314753
1080,0.008323731
1081,0.008339971
1082,0.008367676
1083,0.008413094
1084,0.008484606
1085,0.008591533
1086,0.008738396
1087,0.008913262
1088,0.009068999
1089,0.009122649
1090,0.008998519
1091,0.008720487
1092,0.008434657
1093,0.008298431
1094,0.00834559
1095,0.008475705
1096,0.008551391
1097,0.008505693
1098,0.008387044
1099,0.008301188
1100,0.008303615
1101,0.008356756
1102,0.008382133
1103,0.008341997
1104,0.008271263
1105,0.008233479
1106,0.0082530845
1107,0.008295888
1108,0.008309832
1109,0.008276589
1110,0.008224526
1111,0.0081959525
1112,0.008205434
1113,0.008231598
1114,0.008243269
1115,0.008228762
1116,0.008202002
1117,0.008184392
1118,0.008183967
1119,0.008191526
1120,0.008193234
1121,0.008184373
1122,0.008171581
1123,0.008164143
1124,0.008164672
1125,0.008167814
1126,0.00816652
1127,0.008158676
1128,0.008148206
1129,0.008140776
1130,0.008138759
1131,0.008139916
1132,0.008140074
1133,0.008136765
1134,0.008130735
1135,0.008124626
1136,0.008120476
1137,0.008118313
1138,0.008116599
1139,0.0081138
1140,0.008109585
1141,0.008104833
1142,0.0081007285
1143,0.008097822
1144,0.008095736
1145,0.00809361
1146,0.008090782
1147,0.008087184
1148,0.008083257
1149,0.008079546
1150,0.008076318
1151,0.008073462
1152,0.008070646
1153,0.008067582
1154,0.008064205
1155,0.008060668
1156,0.008057196
1157,0.0080539435
1158,0.008050915
1159,0.0080479905
1160,0.008045023
1161,0.008041928
1162,0.008038703
1163,0.008035429
1164,0.008032189
1165,0.008029034
1166,0.008025969
1167,0.008022954
1168,0.008019935
1169,0.008016882
1170,0.008013794
1171,0.0080106985
1172,0.00800764
1173,0.008004664
1174,0.00800181
1175,0.007999121
1176,0.0079966495
1177,0.007994499
1178,0.007992833
1179,0.007991942
1180,0.007992284
1181,0.007994646
1182,0.008000225
1183,0.008011081
1184,0.008030262
1185,0.008063037
1186,0.00811634
1187,0.008201479
1188,0.008327613
1189,0.008504525
1190,0.008708775
1191,0.008893029
1192,0.008931227
1193,0.008755226
1194,0.008388721
1195,0.0080501065
1196,0.007934146
1197,0.008057211
1198,0.008257319
1199,0.008336728
1200,0.008228481
1201,0.008030584
1202,0.007918492
1203,0.007959964
1204,0.008070437
1205,0.008118772
1206,0.008053601
1207,0.007945883
1208,0.007895867
1209,0.007930767
1210,0.00798982
1211,0.007999826
1212,0.007950872
1213,0.007893158
1214,0.007877822
1215,0.0079044225
1216,0.007931493
1217,0.007925702
1218,0.007892328
1219,0.0078635765
1220,0.007860969
1221,0.007876586
1222,0.007886646
1223,0.007877408
1224,0.007856711
1225,0.00784187
1226,0.007841498
1227,0.007849008
1228,0.007851844
1229,0.007844396
1230,0.0078316275
1231,0.007822507
1232,0.007820966
1233,0.007823421
1234,0.007823538
1235,0.007818328
1236,0.00781013
1237,0.0078034136
1238,0.0078005493
1239,0.0078002056
1240,0.0077992356
1241,0.007795671
1242,0.0077900635
1243,0.007784533
1244,0.0077807223
1245,0.0077786087
1246,0.0077768625
1247,0.007774156
1248,0.007770176
1249,0.0077656326
1250,0.0077615217
1251,0.0077583273
1252,0.0077557852
1253,0.007753227
1254,0.0077501377
1255,0.0077464813
1256,0.0077426154
1257,0.007738973
1258,0.007735748
1259,0.0077328305
1260,0.0077299345
1261,0.0077268267
1262,0.007723449
1263,0.0077199293
1264,0.007716447
1265,0.0077131307
1266,0.0077099865
1267,0.0077069225
1268,0.0077038296
1269,0.007700634
1270,0.0076973457
1271,0.0076940237
1272,0.00769074
1273,0.0076875547
1274,0.0076844776
1275,0.007681503
1276,0.007678622
1277,0.007675858
1278,0.0076732864
1279,0.0076710563
1280,0.007669405
1281,0.0076687075
1282,0.0076695457
1283,0.007672853
1284,0.007680143
1285,0.007693863
1286,0.0077179368
1287,0.0077583487
1288,0.007823717
1289,0.007924415
1290,0.008068758
1291,0.008250639
1292,0.00843065
1293,0.008520704
1294,0.008423034
1295,0.008129666
1296,0.00779334
1297,0.007618209
1298,0.0076753185
1299,0.007854108
1300,0.007972084
1301,0.007920857
1302,0.0077497642
1303,0.007612467
1304,0.007610302
1305,0.007703825
1306,0.0077736257
1307,0.0077438354
1308,0.0076468205
1309,0.0075764554
1310,0.0075853853
1311,0.007640142
1312,0.007669671
1313,0.007640774
1314,0.007583949
1315,0.007552113
1316,0.0075641423
1317,0.007592802
1318,0.0076003573
1319,0.00757719
1320,0.007545785
1321,0.0075326804
1322,0.0075417897
1323,0.0075550806
1324,0.0075541586
1325,0.0075378087
1326,0.0075197886
1327,0.0075129136
1328,0.0075172093
1329,0.007522477
1330,0.0075197676
1331,0.007509296
1332,0.007498383
1333,0.0074933795
1334,0.0074941395
1335,0.0074954713
1336,0.0074927374
1337,0.0074857892
1338,0.0074781887
1339,0.007473385
1340,0.007471803
1341,0.0074711125
1342,0.007468734
1343,0.007464021
1344,0.0074583897
1345,0.007453735
1346,0.0074508125
1347,0.007448871
1348,0.007446559
1349,0.0074430965
1350,0.007438747
1351,0.0074344086
1352,0.0074307923
1353,0.0074279434
1354,0.0074253413
1355,0.0074224006
1356,0.0074189035
1357,0.0074150763
1358,0.00741134
1359,0.007407978
1360,0.0074049793
1361,0.0074021127
1362,0.007399134
1363,0.007395963
1364,0.0073927133
1365,0.0073896106
1366,0.0073868623
1367,0.007384599
1368,0.0073829144
1369,0.0073819607
1370,0.0073821144
1371,0.0073840613
1372,0.0073890323
1373,0.007398852
1374,0.0074165985
1375,0.007446575
1376,0.0074961595
1377,0.007574089
1378,0.007694115
1379,0.007862037
1380,0.00807951
1381,0.008292964
1382,0.008425629
1383,0.008335778
1384,0.008018177
1385,0.0076027233
1386,0.007343613
1387,0.0073617124
1388,0.007563254
1389,0.0077382736
1390,0.0077226693
1391,0.0075389724
1392,0.0073490655
1393,0.007304533
1394,0.0073989956
1395,0.0075018397
1396,0.007501091
1397,0.00739967
1398,0.007300917
1399,0.0072868573
1400,0.007343022
1401,0.0073903594
1402,0.0073732305
1403,0.0073114242
1404,0.0072652083
1405,0.0072692586
1406,0.0073022293
1407,0.007318602
1408,0.00729843
1409,0.0072613684
1410,0.007240736
1411,0.0072476715
1412,0.007264716
1413,0.0072682956
1414,0.0072522154
1415,0.0072305272
1416,0.007219963
1417,0.007223781
1418,0.007231365
1419,0.0072307903
1420,0.0072201146
1421,0.007206978
1422,0.007199845
1423,0.0072001684
1424,0.0072025605
1425,0.007200977
1426,0.0071940897
1427,0.007185502
1428,0.007179576
1429,0.0071775788
1430,0.007177246
1431,0.007175401
1432,0.0071707796
1433,0.0071646445
1434,0.00715926
1435,0.007155858
1436,0.0071538845
1437,0.0071518035
1438,0.0071484763
1439,0.0071439454
1440,0.007139148
1441,0.0071350387
1442,0.0071318783
1443,0.0071292054
1444,0.00712631
1445,0.007122794
1446,0.007118771
1447,0.0071146786
1448,0.007110918
1449,0.0071075778
1450,0.0071044657
1451,0.0071012755
1452,0.0070978166
1453,0.0070941052
1454,0.0070903106
1455,0.007086618
1456,0.0070831114
1457,0.007079755
1458,0.0070764273
1459,0.0070730206
1460,0.00706949
1461,0.007065864
1462,0.007062218
1463,0.0070586177
1464,0.0070550917
1465,0.0070516234
1466,0.007048172
1467,0.0070446925
1468,0.007041165
1469,0.007037594
1470,0.007033998
1471,0.0070304065
1472,0.007026835
1473,0.0070232875
1474,0.007019757
1475,0.007016228
1476,0.0070126895
1477,0.007009131
1478,0.007005552
1479,0.0070019625
1480,0.006998366
1481,0.00699477
1482,0.0069911787
1483,0.00698759
1484,0.006984004
1485,0.006980419
1486,0.006976829
1487,0.0069732307
1488,0.006969626
1489,0.006966016
1490,0.006962399
1491,0.0069587785
1492,0.006955159
1493,0.006951539
1494,0.0069479253
1495,0.0069443183
1496,0.0069407234
1497,0.00693715
1498,0.006933609
1499,0.0069301203
1500,0.0069267163
1501,0.0069234464
1502,0.006920398
1503,0.006917704
1504,0.006915594
1505,0.0069144396
1506,0.0069148624
1507,0.0069179013
1508,0.0069252886
1509,0.0069399015
1510,0.0069664246
1511,0.0070123067
1512,0.0070885415
1513,0.0072094263
1514,0.00738755
1515,0.0076194173
1516,0.007856089
1517,0.007982828
1518,0.0078626685
1519,0.0074878354
1520,0.00707073
1521,0.0068852464
1522,0.0070002005
1523,0.007234196
1524,0.0073338626
1525,0.007194616
1526,0.0069504404
1527,0.006828033
1528,0.0069004297
1529,0.0070357155
1530,0.007064362
1531,0.00695707
1532,0.0068356497
1533,0.0068181134
1534,0.0068901973
1535,0.006944327
1536,0.0069122217
1537,0.006832147
1538,0.0067888787
1539,0.0068113985
1540,0.006851434
1541,0.006851209
1542,0.006808661
1543,0.0067694406
1544,0.006767654
1545,0.0067903856
1546,0.0068009496
1547,0.0067833397
1548,0.006755568
1549,0.0067435373
1550,0.0067513688
1551,0.0067612207
1552,0.006756689
1553,0.006739964
1554,0.0067258617
1555,0.006723668
1556,0.006728478
1557,0.006729143
1558,0.006721087
1559,0.0067097344
1560,0.0067029614
1561,0.0067025996
1562,0.00670381
1563,0.006701335
1564,0.0066948873
1565,0.0066885147
1566,0.0066858614
1567,0.006686813
1568,0.006688633
1569,0.0066893995
1570,0.0066902186
1571,0.0066941148
1572,0.006703899
1573,0.006720513
1574,0.0067447787
1575,0.006777832
1576,0.006823982
1577,0.006885788
1578,0.0069667185
1579,0.007058643
1580,0.007151446
1581,0.007212466
1582,0.0072173923
1583,0.007134379
1584,0.006980251
1585,0.006796493
1586,0.0066527324
1587,0.0065935804
1588,0.0066204863
1589,0.006695513
1590,0.006765143
1591,0.0067886813
1592,0.006751783
1593,0.0066768886
1594,0.006602415
1595,0.0065624723
1596,0.0065659713
1597,0.006596769
1598,0.0066275736
1599,0.0066362163
1600,0.006617532
1601,0.0065817214
1602,0.0065474203
1603,0.0065287827
1604,0.0065289456
1605,0.00654045
1606,0.0065514455
1607,0.00655295
1608,0.0065425914
1609,0.0065249293
1610,0.0065073245
1611,0.0064958464
1612,0.006492294
1613,0.0064942315
1614,0.0064971
1615,0.006496842
1616,0.006491798
1617,0.006482859
1618,0.006472637
1619,0.0064637726
1620,0.0064577996
1621,0.0064546736
1622,0.006453167
1623,0.0064516612
1624,0.006448892
1625,0.0064444086
1626,0.006438516
1627,0.0064320164
1628,0.006425757
1629,0.006420331
1630,0.0064159045
1631,0.0064122807
1632,0.006409038
1633,0.0064057303
1634,0.006402036
1635,0.0063978247
