epoch,total_loss,loss_u,loss_k
1,16.046528,0.3071921,0.0018203197
2,10.173928,0.18797918,0.0019722325
3,7.355496,0.12760207,0.002117936
4,6.799441,0.11318596,0.0022227005
5,7.22284,0.121137835,0.0022749524
6,7.5057225,0.12895712,0.0022800497
7,7.258471,0.1274681,0.0022507512
8,6.641899,0.11847531,0.0021991648
9,5.977953,0.10750329,0.0021348214
10,5.520724,0.09932982,0.0020654802
11,5.3682194,0.09617966,0.0019977747
12,5.460785,0.097490504,0.0019370709
13,5.643204,0.10081638,0.0018868276
14,5.7600284,0.10342558,0.0018481207
15,5.7300544,0.10368202,0.0018199127
16,5.5626583,0.10147209,0.0017999037
17,5.32828,0.097798586,0.0017853411
18,5.1143084,0.09406451,0.0017735278
19,4.987128,0.09142529,0.0017620889
20,4.969463,0.090383634,0.0017491142
21,5.0369353,0.09069841,0.0017332619
22,5.1340165,0.091611646,0.0017138284
23,5.2022667,0.09228121,0.0016907615
24,5.2063003,0.09218885,0.00166457
25,5.144512,0.09131411,0.0016361504
26,5.0424347,0.090033315,0.0016065799
27,4.936125,0.08885883,0.0015769247
28,4.8551974,0.0881744,0.0015480835
29,4.8123107,0.088079795,0.0015206804
30,4.8017664,0.08838792,0.0014950163
31,4.8060036,0.08875026,0.0014710808
32,4.805847,0.08883639,0.0014486223
33,4.789448,0.088479795,0.001427248
34,4.7561803,0.0877292,0.0014065265
35,4.714745,0.08679754,0.0013860719
36,4.677341,0.085946664,0.0013655932
37,4.6531944,0.08536737,0.0013449169
38,4.64442,0.085107185,0.0013239862
39,4.6457963,0.0850719,0.0013028476
40,4.6481147,0.08509193,0.0012816305
41,4.6430945,0.0850151,0.0012605176
42,4.6272836,0.084778324,0.0012397112
43,4.603114,0.08442516,0.0012193937
44,4.5769577,0.08406796,0.0011996866
45,4.555502,0.08381998,0.0011806183
46,4.5424614,0.08373509,0.0011621104
47,4.537161,0.08378378,0.0011439886
48,4.535468,0.083873376,0.0011260189
49,4.5323095,0.08389777,0.0011079618
50,4.524325,0.08378901,0.0010896289
51,4.5112786,0.08354457,0.0010709264
52,4.4956717,0.083219595,0.0010518748
53,4.480992,0.08289238,0.0010325994
54,4.4697046,0.08262398,0.0010133018
55,4.4621134,0.08243349,0.0009942187
56,4.456579,0.08229937,0.00097557914
57,4.450823,0.08218218,0.0009575682
58,4.4433894,0.08205238,0.0009402996
59,4.434415,0.081906565,0.00092379947
60,4.4252906,0.081764005,0.00090800074
61,4.417596,0.081649095,0.00089275243
62,4.4120307,0.0815726,0.00087784254
63,4.408033,0.08152414,0.00086303696
64,4.4042397,0.08147946,0.0008481254
65,4.3994255,0.08141643,0.00083296606
66,4.3932433,0.08132811,0.00081751606
67,4.3863277,0.08122507,0.00080183864
68,4.3797555,0.08112631,0.0007860851
69,4.374306,0.081046455,0.00077045977
70,4.3700023,0.08098758,0.000755175
71,4.3662233,0.080940634,0.00074040866
72,4.362217,0.08089376,0.000726273
73,4.357619,0.080840714,0.0007127965
74,4.3526206,0.08078342,0.0006999221
75,4.347728,0.080727816,0.0006875206
76,4.343337,0.08067712,0.0006754178
77,4.3394723,0.08062811,0.00066342944
78,4.3358216,0.08057301,0.0006514006
79,4.33203,0.0805053,0.0006392381
80,4.3279696,0.08042462,0.0006269288
81,4.3238044,0.080337316,0.00061453844
82,4.31981,0.08025235,0.00060219254
83,4.316137,0.08017613,0.0005900442
84,4.312701,0.080109954,0.00057823944
85,4.30926,0.08005112,0.00056688616
86,4.305612,0.079996444,0.00055603404
87,4.301739,0.079944976,0.0005456685
88,4.297783,0.07989775,0.0005357171
89,4.293914,0.0798556,0.0005260682
90,4.290194,0.07981702,0.00051659637
91,4.2865458,0.079778,0.00050719106
92,4.2828383,0.07973408,0.00049778
93,4.278999,0.079682685,0.0004883433
94,4.2750564,0.07962415,0.0004789139
95,4.2710924,0.07956071,0.00046956493
96,4.267158,0.079494625,0.0004603884
97,4.26323,0.079427004,0.00045147102
98,4.259235,0.07935783,0.00044287392
99,4.255122,0.07928707,0.00043461972
100,4.2508965,0.07921519,0.00042669027
101,4.246607,0.079143085,0.0004190342
102,4.2422905,0.07907123,0.00041158072
103,4.237939,0.07899921,0.00040425838
104,4.2335076,0.07892606,0.00039701213
105,4.2289577,0.07885105,0.00038981537
106,4.2242785,0.07877417,0.00038267355
107,4.219494,0.07869611,0.00037561965
108,4.21463,0.07861762,0.00036870188
109,4.2096853,0.07853888,0.00036196932
110,4.2046404,0.07845954,0.00035545797
111,4.1994705,0.07837892,0.00034918188
112,4.1941686,0.07829633,0.00034313067
113,4.1887436,0.07821116,0.00033727317
114,4.1832027,0.07812265,0.00033156658
115,4.177539,0.07802992,0.00032596802
116,4.1717353,0.07793216,0.00032044534
117,4.165775,0.07782898,0.00031498354
118,4.159652,0.07772069,0.00030958763
119,4.153374,0.07760811,0.00030427813
120,4.14694,0.07749217,0.00029908383
121,4.140345,0.07737364,0.00029403204
122,4.1335735,0.0772529,0.00028914076
123,4.126612,0.07713005,0.00028441404
124,4.1194587,0.07700499,0.0002798412
125,4.1121087,0.07687729,0.00027540053
126,4.104561,0.07674635,0.00027106606
127,4.0968018,0.07661134,0.00026681437
128,4.0888243,0.076471575,0.00026263052
129,4.080614,0.076326534,0.00025851114
130,4.072167,0.076176085,0.00025446352
131,4.0634775,0.07602029,0.000250502
132,4.054539,0.07585931,0.00024664233
133,4.0453386,0.07569318,0.00024289603
134,4.035866,0.07552189,0.00023926688
135,4.026112,0.0753453,0.0002357498
136,4.0160713,0.07516318,0.00023233246
137,4.005736,0.07497521,0.00022899928
138,3.9950948,0.07478102,0.00022573594
139,3.9841375,0.074580364,0.0002225332
140,3.9728541,0.07437311,0.00021938888
141,3.961236,0.0741593,0.0002163071
142,3.9492743,0.07393904,0.00021329621
143,3.936961,0.073712416,0.00021036484
144,3.9242852,0.07347934,0.00020751847
145,3.9112377,0.0732396,0.00020475754
146,3.8978095,0.072992824,0.00020207695
147,3.8839922,0.07273851,0.00019946779
148,3.869777,0.07247617,0.00019692055
149,3.8551552,0.07220537,0.00019442743
150,3.8401184,0.07192585,0.00019198486
151,3.8246577,0.071637526,0.00018959376
152,3.8087668,0.07134051,0.0001872587
153,3.7924387,0.07103497,0.00018498517
154,3.7756672,0.07072104,0.00018277744
155,3.7584453,0.07039877,0.00018063634
156,3.740769,0.070068076,0.00017855916
157,3.7226331,0.069728754,0.00017654017
158,3.704034,0.069380544,0.00017457281
159,3.684969,0.069023214,0.00017265171
160,3.665436,0.068656616,0.00017077447
161,3.6454349,0.06828075,0.00016894158
162,3.624965,0.06789567,0.00016715597
163,3.6040308,0.067501575,0.00016542098
164,3.5826333,0.06709853,0.00016373876
165,3.5607784,0.06668663,0.0001621089
166,3.5384722,0.06626588,0.0001605285
167,3.5157247,0.06583632,0.00015899318
168,3.4925442,0.06539796,0.00015749854
169,3.4689434,0.06495099,0.00015604176
170,3.4449368,0.06449569,0.00015462226
171,3.4205403,0.064032495,0.00015324136
172,3.3957736,0.063561924,0.00015190114
173,3.3706567,0.06308447,0.000150603
174,3.3452127,0.06260059,0.00014934677
175,3.3194678,0.06211073,0.00014813017
176,3.2934492,0.061615266,0.00014694994
177,3.2671862,0.061114646,0.00014580268
178,3.2407107,0.060609404,0.00014468629
179,3.2140567,0.060100205,0.00014360023
180,3.1872592,0.05958781,0.00014254525
181,3.160355,0.059073046,0.00014152237
182,3.133382,0.05855674,0.00014053163
183,3.1063802,0.05803968,0.0001395717
184,3.079388,0.057522606,0.00013863969
185,3.0524461,0.05700627,0.00013773218
186,3.0255942,0.056491423,0.00013684636
187,2.9988708,0.055978883,0.0001359806
188,2.9723148,0.055469513,0.00013513445
189,2.945963,0.054964166,0.00013430802
