x,y,u_pred,q_pred
0.0,0.0,-0.05285125970840454,18.226123809814453
0.010101010101010102,0.0,-0.07116003334522247,14.373217582702637
0.020202020202020204,0.0,-0.08776657283306122,13.807576179504395
0.030303030303030304,0.0,-0.10264165699481964,15.601672172546387
0.04040404040404041,0.0,-0.1154460608959198,18.035730361938477
0.05050505050505051,0.0,-0.12585397064685822,18.79563331604004
0.06060606060606061,0.0,-0.13381554186344147,16.255245208740234
0.07070707070707072,0.0,-0.13971833884716034,10.624088287353516
0.08080808080808081,0.0,-0.14422963559627533,4.027200698852539
0.09090909090909091,0.0,-0.14806754887104034,-0.49505114555358887
0.10101010101010102,0.0,-0.15163035690784454,-1.1521713733673096
0.11111111111111112,0.0,-0.1548241227865219,1.9867689609527588
0.12121212121212122,0.0,-0.15691407024860382,5.979038715362549
0.13131313131313133,0.0,-0.15688009560108185,6.3039727210998535
0.14141414141414144,0.0,-0.1542193740606308,3.642075538635254
0.15151515151515152,0.0,-0.1492125540971756,-0.7665913105010986
0.16161616161616163,0.0,-0.1429293006658554,-4.803360939025879
0.17171717171717174,0.0,-0.1366957575082779,-6.38985538482666
0.18181818181818182,0.0,-0.13147799670696259,-4.907968521118164
0.19191919191919193,0.0,-0.12751911580562592,-1.291175127029419
0.20202020202020204,0.0,-0.12442030012607574,3.232067108154297
0.21212121212121213,0.0,-0.12152838706970215,8.031793594360352
0.22222222222222224,0.0,-0.11800225079059601,12.618090629577637
0.23232323232323235,0.0,-0.11284682154655457,16.009180068969727
0.24242424242424243,0.0,-0.10511688888072968,17.0364990234375
0.25252525252525254,0.0,-0.0941985696554184,15.127201080322266
0.26262626262626265,0.0,-0.08016237616539001,10.603754043579102
0.27272727272727276,0.0,-0.0638459175825119,4.357919692993164
0.2828282828282829,0.0,-0.046445056796073914,-2.6384503841400146
0.29292929292929293,0.0,-0.029203057289123535,-9.721270561218262
0.30303030303030304,0.0,-0.013175144791603088,-16.673580169677734
0.31313131313131315,0.0,0.0009621232748031616,-23.317359924316406
0.32323232323232326,0.0,0.012962937355041504,-29.090572357177734
0.33333333333333337,0.0,0.023170098662376404,-33.492008209228516
0.3434343434343435,0.0,0.032389163970947266,-36.68813705444336
0.3535353535353536,0.0,0.041415996849536896,-38.282981872558594
0.36363636363636365,0.0,0.050600580871105194,-37.40164566040039
0.37373737373737376,0.0,0.05965568870306015,-34.50983428955078
0.38383838383838387,0.0,0.0677349865436554,-30.216951370239258
0.393939393939394,0.0,0.07378324121236801,-26.190858840942383
0.4040404040404041,0.0,0.07673479616641998,-20.239791870117188
0.4141414141414142,0.0,0.07578028738498688,-14.168126106262207
0.42424242424242425,0.0,0.07050255686044693,-8.946837425231934
0.43434343434343436,0.0,0.061022140085697174,-4.411221504211426
0.4444444444444445,0.0,0.0480240061879158,-1.0231165885925293
0.4545454545454546,0.0,0.03247836232185364,0.8267509937286377
0.4646464646464647,0.0,0.015309706330299377,1.5413603782653809
0.4747474747474748,0.0,-0.002813398838043213,2.079115390777588
0.48484848484848486,0.0,-0.021532416343688965,3.4023008346557617
