step,loss_pde,loss_bc,loss_u,loss_q
0,64594.37,0.16984692,0.4556956,21542.066
0,76986.164,0.15312633,0.4155908,21585.963
100,114.39585,0.52594817,0.91312313,20237.357
200,254.12277,0.45921898,1.1723624,18732.553
300,106.92135,0.26419583,0.9478624,15893.654
400,109.7291,0.11570094,0.66439307,12587.87
500,94.47808,0.16947712,0.47521955,10374.022
600,58.417976,0.45345458,0.5361783,8823.654
700,397.9557,0.7258431,0.64606905,7698.295
800,62.478146,0.91023856,0.72189194,6821.762
900,47.611732,1.0589085,0.79082364,6063.022
1000,55.464657,1.0854957,0.8022503,5425.605
1100,109.63224,1.0427055,0.7943574,4874.023
1200,33.609966,0.9829361,0.7667728,4389.515
1300,29.403772,0.8953604,0.7412641,3997.3525
1400,27.290775,0.85881186,0.7215765,3654.5737
1500,43.07546,0.82295877,0.70906603,3375.011
1600,23.059204,0.812846,0.6973739,3121.225
1700,22.319876,0.78159493,0.6872797,2909.4373
1800,34.072952,0.73912245,0.66882604,2723.2554
1900,18.56792,0.6874655,0.6577267,2566.872
2000,36.769283,0.64815164,0.6476824,2427.1074
2100,16.584978,0.5966206,0.6305636,2302.0493
2200,69.2082,0.5272429,0.61770034,2195.4258
2300,14.70774,0.48740098,0.6010944,2096.461
2400,14.042575,0.4597461,0.5906099,2011.4998
2500,17.998194,0.42761233,0.57778287,1935.6365
2600,12.690561,0.3973254,0.56791216,1869.432
2700,12.498707,0.37788028,0.5575907,1810.2815
2800,28.184338,0.3563015,0.5499138,1757.2201
2900,12.649939,0.3402709,0.5393831,1708.373
3000,11.009227,0.32696956,0.5332304,1661.26
3100,24.328268,0.3124594,0.525842,1612.1395
3200,16.727142,0.30081302,0.5202134,1531.1838
3300,14.670793,0.29397938,0.51263106,1429.0521
3400,14.285617,0.28956378,0.5106749,1355.4655
3500,14.087201,0.28672287,0.5037218,1286.9075
3600,16.04022,0.2849735,0.49897972,1212.0967
3700,88.684235,0.28590673,0.49235073,1011.7309
3800,22.908405,0.2927771,0.49014634,823.7107
3900,18.780704,0.29232433,0.49087518,736.4774
4000,86.64876,0.2902556,0.49114037,678.326
4100,12.330775,0.28648943,0.48982123,632.2505
4200,55.00229,0.28272018,0.4882345,593.0298
4300,9.619688,0.28030768,0.48856282,559.20734
4400,8.7997265,0.27830037,0.48695695,528.46735
4500,8.202046,0.27659345,0.4863948,501.14795
4600,7.693406,0.27513495,0.48434937,476.09894
4700,7.4632554,0.27113217,0.48365384,453.62344
4800,6.883781,0.2698131,0.48174337,432.80655
4900,6.58664,0.26711187,0.48010778,413.75308
5000,6.1704493,0.2644804,0.479605,396.64056
5100,5.841629,0.26176965,0.47763366,380.71524
5200,5.5243726,0.25845158,0.4763349,366.465
5300,5.275626,0.25530887,0.47487527,353.1154
5400,10.214152,0.2518752,0.47491783,341.05017
5500,42.580875,0.24919371,0.47228417,329.76913
5600,4.6065254,0.24564908,0.47124332,319.56976
5700,8.962075,0.24142002,0.46983066,310.18393
5800,4.2186112,0.23860371,0.46839312,301.21106
5900,4.1814322,0.23465756,0.467696,293.02243
6000,3.9867773,0.23148865,0.46582043,285.3882
6100,87.54144,0.22969845,0.4639581,278.05518
6200,3.6641338,0.22498699,0.4628867,271.13495
6300,4.990424,0.22210366,0.4624509,264.31924
6400,18.878809,0.21524706,0.4598928,257.37122
6500,3.764511,0.2155265,0.45907164,249.23125
6600,28.626171,0.2120608,0.458125,237.97206
6700,4.8711157,0.2092573,0.45674118,218.06734
6800,33.947445,0.20843922,0.4562498,185.19041
6900,6.0953016,0.21085274,0.45590827,155.6093
7000,5.443184,0.21150802,0.45628527,135.33528
7100,8.388837,0.20857757,0.45661992,121.67976
7200,4.3590035,0.20621817,0.45567057,110.864174
7300,4.0193696,0.20360042,0.45498118,101.95575
7400,5.338623,0.20122254,0.45399264,94.458984
7500,5.904522,0.19921345,0.45315617,87.882095
7600,3.327606,0.19587421,0.45191613,82.14076
7700,3.6726017,0.19267738,0.45106906,76.95489
7800,3.1959584,0.18993492,0.44994298,72.27417
7900,3.2868173,0.18746395,0.44889614,67.90858
8000,2.695279,0.18460125,0.44803992,63.968735
8100,22.348396,0.17807266,0.4468787,60.342678
8200,2.4591663,0.17805734,0.44619656,56.866177
8300,2.3671262,0.17545334,0.44523162,53.61821
8400,2.6670108,0.17215435,0.44454008,50.58171
8500,2.2064118,0.1695821,0.4435636,47.712452
8600,2.1271403,0.16475448,0.44270477,45.069374
8700,2.0582962,0.16191842,0.44176075,42.50311
8800,2.095682,0.15786108,0.4410313,40.094486
8900,1.9989743,0.15500353,0.44018367,37.77526
9000,1.886319,0.15164536,0.43956283,35.580296
9100,3.2033644,0.14803289,0.439258,33.50158
9200,1.7637458,0.1447314,0.4381253,31.487894
9300,1.9071991,0.14069414,0.43777698,29.604511
9400,1.8061389,0.13735546,0.4370457,27.788956
9500,5.5430446,0.13367382,0.43643406,26.074856
9600,2.001436,0.13054901,0.4357039,24.45002
9700,6.6291733,0.12821206,0.4354941,22.904203
9800,4.873397,0.12305675,0.43431538,21.432234
9900,1.389085,0.1209698,0.43437,20.041891
10000,1.4911895,0.11725027,0.43393376,18.723648
10100,1.320169,0.11515276,0.43364307,17.473076
10200,1.304627,0.11119351,0.43350357,16.323723
10300,1.3457134,0.10871652,0.43311405,15.226727
10400,2.6201034,0.10584755,0.4328335,14.205776
10500,1.1606375,0.10394676,0.43249938,13.2401905
10600,3.7294984,0.101953894,0.43259817,12.334287
10700,2.8714848,0.09841208,0.4322495,11.474787
10800,1.154319,0.095999345,0.4322197,10.679572
10900,6.353225,0.09347153,0.4318648,9.9365
11000,1.1547391,0.09115223,0.43177208,9.237575
11100,0.9993638,0.08899294,0.4318663,8.595744
11200,2.1853733,0.085983925,0.4317164,7.997729
11300,1.0223405,0.08464344,0.4318119,7.433839
11400,0.96297586,0.08215042,0.43183693,6.9103894
11500,1.6068819,0.08035802,0.4318405,6.4286485
11600,9.783863,0.08032709,0.4324265,5.9992275
11700,1.6151,0.07542839,0.43161562,5.555038
11800,9.2729025,0.07486641,0.43235058,5.1819
11900,0.7895657,0.07247772,0.43196693,4.7982435
12000,0.80134654,0.0706788,0.4320256,4.4567103
12100,2.9460192,0.06822267,0.43185285,4.1457458
12200,2.8952806,0.067962274,0.4324468,3.8502417
12300,0.72344226,0.065545745,0.43242988,3.5716045
12400,0.76677245,0.06412706,0.43249446,3.3041182
12500,5.3245316,0.06397853,0.4334945,3.0865107
12600,1.4506369,0.06090713,0.4327988,2.8254726
12700,0.79230773,0.0592723,0.4328942,2.6105192
12800,0.67680633,0.05826148,0.4331782,2.411242
12900,0.7454734,0.056809198,0.43324643,2.2284727
13000,2.4155703,0.05500574,0.43302286,2.06536
13100,0.8792941,0.054288965,0.43353897,1.9074353
13200,1.7028469,0.052303743,0.43351555,1.7698464
13300,0.5549195,0.052137032,0.43402228,1.6372684
13400,0.6055118,0.050816793,0.43426618,1.5198648
13500,3.688381,0.049464997,0.43423048,1.4129673
13600,0.5463158,0.049087707,0.43459937,1.3133073
13700,3.6037936,0.04833164,0.4351067,1.2281262
13800,0.67411387,0.0472894,0.43499517,1.1426895
13900,1.0260837,0.04608398,0.43527895,1.0686073
