step,loss_pde,loss_bc,loss_u,loss_q
14000,1.8848323,0.04589442,0.43564418,1.0074583
14100,1.9759778,0.04494554,0.43588084,0.94609696
14200,0.6049189,0.043806057,0.43575495,0.88632095
14300,3.1502972,0.042948656,0.43574286,0.8384877
14400,0.4940116,0.042244617,0.43611577,0.79349875
14500,1.1563259,0.0413815,0.4362707,0.75443894
14600,4.3698454,0.040037036,0.43587813,0.72610897
14700,1.0736715,0.039814502,0.43651074,0.68614626
14800,0.44935152,0.039412085,0.43667033,0.65578103
14900,0.76833737,0.03887309,0.43687937,0.62937754
15000,0.44048724,0.038489074,0.43701744,0.6043896
15100,0.7579285,0.0374749,0.43725154,0.5823153
15200,0.36118215,0.037015293,0.43742514,0.56151223
15300,0.33980906,0.0365924,0.4374101,0.541824
15400,0.36088187,0.036021993,0.4375953,0.52348346
15500,2.3955083,0.03464695,0.43718228,0.5190221
15600,0.9153379,0.035318937,0.43806413,0.49317524
15700,0.31343588,0.034601312,0.43791154,0.47482413
15800,0.36905807,0.034180425,0.43805593,0.4601033
15900,0.3263217,0.033473212,0.43821612,0.4462247
16000,0.6764794,0.033022765,0.43818748,0.43266845
16100,0.4202343,0.032938235,0.4384927,0.41945618
16200,0.40574113,0.032276765,0.43849325,0.40648353
16300,0.32140252,0.03200412,0.43861425,0.3928839
16400,0.46353072,0.031780493,0.4388449,0.3821996
16500,0.31436267,0.031215735,0.4388252,0.36977693
16600,0.8176168,0.030725362,0.43882498,0.35866374
16700,5.5814776,0.031041441,0.4392817,0.35808763
16800,0.25657517,0.030335393,0.43897173,0.33672613
16900,0.26056358,0.030105043,0.43899977,0.3268212
17000,1.3951911,0.030063987,0.43941712,0.32213715
17100,0.98492736,0.029089283,0.43899024,0.31051898
17200,1.1470747,0.029059447,0.43917805,0.29960865
17300,0.6030588,0.02901845,0.43945745,0.29105648
17400,0.34281597,0.028595174,0.43934563,0.2814571
17500,1.4308951,0.028691998,0.43974844,0.28050846
17600,0.22655173,0.02821219,0.43952155,0.26465982
17700,0.22979869,0.027889214,0.43952286,0.25693998
17800,1.3373373,0.027653163,0.43967566,0.24947278
17900,0.28743982,0.027471328,0.439722,0.24193138
18000,0.8448936,0.026938343,0.4395579,0.23678945
18100,0.24478139,0.02705722,0.43981415,0.22734839
18200,0.71713793,0.026891427,0.43981385,0.22080137
18300,0.27524155,0.026781771,0.43989846,0.2138571
18400,0.31480914,0.026511705,0.44002116,0.20723529
18500,0.72816265,0.026252324,0.4399296,0.20085555
18600,0.22977608,0.026169702,0.4400629,0.19358535
18700,0.19526084,0.025938006,0.44007072,0.18705915
18800,0.21536294,0.025775246,0.4400685,0.1808173
18900,0.22638439,0.025670424,0.4401023,0.17483567
19000,0.3566281,0.025564339,0.44021362,0.16916025
19100,0.35192978,0.025336504,0.4401379,0.16347791
19200,0.18629907,0.025176149,0.44017193,0.15792847
19300,0.21834241,0.025042415,0.44019964,0.15280174
19400,0.18038689,0.024915343,0.44022503,0.14788823
19500,0.19003431,0.02474236,0.44018477,0.14332373
19600,1.0370818,0.024757981,0.44034716,0.13956378
19700,0.50201684,0.024437403,0.4401041,0.13527854
19800,0.5270065,0.024333563,0.44025636,0.13103363
19900,0.2205706,0.024275735,0.4403804,0.12688337
20000,0.16413268,0.024124164,0.44034344,0.12314757
20100,0.2725539,0.024040943,0.44035846,0.11963726
20200,0.17763644,0.023938002,0.44028127,0.116296075
20300,0.19982015,0.023688665,0.4404389,0.1131625
20400,0.2527712,0.023607645,0.44038257,0.11043311
20500,0.15300965,0.023591867,0.4403754,0.10688369
20600,0.52261484,0.023457073,0.44045362,0.10430608
20700,0.18058132,0.02335391,0.44037673,0.10152163
20800,0.14703353,0.023252409,0.44047147,0.09873224
20900,0.17923395,0.023153758,0.4404552,0.0963795
21000,0.16842058,0.023092762,0.4404972,0.09395221
21100,0.14388327,0.022960424,0.4404675,0.091438524
21200,0.20693345,0.02283776,0.44053003,0.08928925
21300,1.1675895,0.022493634,0.44016036,0.091795795
21400,4.3939667,0.022649076,0.44049853,0.08804391
21500,0.13550298,0.022627823,0.4404794,0.0829453
21600,0.13251214,0.022452002,0.44057536,0.0810766
21700,0.16739853,0.022389904,0.44056064,0.07922391
21800,0.13601968,0.022294825,0.440547,0.07753288
21900,4.714186,0.021872645,0.44021732,0.08209941
22000,0.13834283,0.022158945,0.4405251,0.07397778
22100,0.2915191,0.022145092,0.44059688,0.07292716
22200,0.17481817,0.022040153,0.44055012,0.070974834
22300,0.29599667,0.021825366,0.4404138,0.06973018
22400,0.16547328,0.021842822,0.4405813,0.06794563
22500,0.2243736,0.02176643,0.44050238,0.066461764
22600,0.15096214,0.021680688,0.440555,0.065051205
22700,0.19778062,0.021646362,0.44058025,0.06440244
22800,1.4859455,0.021955783,0.44089264,0.07378195
22900,0.35969383,0.021407394,0.44053286,0.061275598
23000,0.14871249,0.02138288,0.44054925,0.060135547
23100,4.0907764,0.021390695,0.44044238,0.059790645
23200,0.57630247,0.021294318,0.44045478,0.057940286
23300,0.11013199,0.021183167,0.4404406,0.05650831
23400,0.12546301,0.021111002,0.44044977,0.055549208
23500,0.19509166,0.02095179,0.44032845,0.05493603
23600,0.11904516,0.020917483,0.44040856,0.053555924
23700,0.9108348,0.020920215,0.44034308,0.05266453
23800,0.12802987,0.020826766,0.44029632,0.051651742
23900,0.1767771,0.020792402,0.44042894,0.050708205
24000,2.1619022,0.020914853,0.44050562,0.052879002
24100,0.8700376,0.020963643,0.44067362,0.055997152
24200,0.1862677,0.020615138,0.44042456,0.048241522
24300,0.106641814,0.020508826,0.4402913,0.047295768
24400,0.15895408,0.020515133,0.44035003,0.04671334
24500,0.12611115,0.020427292,0.4403137,0.04570108
24600,0.16352098,0.020384258,0.44027206,0.04504963
24700,4.2799597,0.020710126,0.44064033,0.056341507
24800,0.30346724,0.020242164,0.44021988,0.04377296
24900,0.13441677,0.020232083,0.44025776,0.042964816
25000,0.1182728,0.02011633,0.44013983,0.04226059
25100,0.12304332,0.02009096,0.44012356,0.041510757
25200,0.36477286,0.02011384,0.44016546,0.041193824
25300,0.106839895,0.019939633,0.44013202,0.040363822
25400,0.13163996,0.019956911,0.44018283,0.039900143
25500,0.12353131,0.019902578,0.44011486,0.03918655
25600,0.7262872,0.019691685,0.4400097,0.0390789
25700,0.09544569,0.019803897,0.44006473,0.037956692
25800,1.4707848,0.01932596,0.43956518,0.048165824
25900,0.085218035,0.01969539,0.4400147,0.03687274
26000,0.10735901,0.019603165,0.4399648,0.036508285
26100,2.4213302,0.01931274,0.439645,0.040638264
26200,0.0996429,0.019578539,0.43990782,0.035370864
26300,0.81921846,0.019710036,0.44005194,0.037030365
26400,0.094316304,0.019463243,0.43988365,0.034454096
26500,0.09296739,0.01946522,0.43984765,0.033968776
26600,0.32929128,0.01946411,0.4399084,0.034268737
26700,0.13261715,0.019390577,0.43983957,0.03319097
26800,0.08851869,0.0193255,0.43972424,0.0326686
26900,0.082058676,0.019268133,0.43970332,0.032269172
27000,0.13299058,0.019188236,0.4396287,0.032162085
27100,1.3005403,0.019183284,0.43967322,0.032753907
27200,0.08362274,0.019134067,0.43961856,0.031121494
27300,0.21562429,0.019118112,0.4396373,0.030733887
27400,0.07750711,0.019074624,0.43963233,0.030310517
27500,0.62853926,0.018943107,0.43942446,0.03090832
27600,0.8112961,0.019170156,0.43969545,0.030999778
27700,0.4273921,0.019021714,0.4395618,0.029567368
27800,0.12429082,0.018952364,0.4394838,0.028880287
27900,0.6144632,0.018824546,0.43937287,0.029443767
28000,0.16986375,0.018801069,0.43934825,0.028443133
28100,0.09216859,0.01884906,0.4394233,0.027932314
28200,0.5842042,0.01867913,0.439268,0.028129492
28300,0.118557006,0.018742418,0.4392982,0.02734861
28400,0.13184984,0.018667389,0.43920392,0.027311523
28500,0.46774438,0.018817473,0.43937966,0.02733771
28600,0.09144417,0.018695343,0.43925697,0.026410315
28700,0.11423244,0.018707694,0.4392784,0.02639077
28800,0.20722295,0.018641775,0.43928906,0.0260708
28900,0.44220445,0.018562894,0.43910214,0.025804449
29000,0.52536225,0.018519992,0.43905693,0.02552973
29100,0.07936324,0.018518908,0.43907464,0.025070507
29200,0.066944234,0.018457351,0.43908957,0.024732288
29300,0.08490076,0.018381955,0.43901476,0.024683872
29400,0.12276038,0.018396959,0.4390202,0.024337247
29500,0.258315,0.018298887,0.43885982,0.024537418
29600,0.101036765,0.018335463,0.43890828,0.023830863
29700,0.067014225,0.018326629,0.43894854,0.023539903
29800,0.2662297,0.01839907,0.438999,0.024099678
29900,0.07535569,0.018243179,0.43881783,0.023066014
30000,0.11403184,0.018172633,0.4387021,0.023190869
30100,0.37180108,0.018272584,0.438964,0.024024613
30200,0.14390093,0.018201873,0.43879363,0.022533286
30300,0.11166809,0.018164726,0.43875322,0.022258017
30400,0.10634341,0.018135965,0.43874,0.022262547
30500,0.19519313,0.018196812,0.4388146,0.02303429
30600,0.5003793,0.018130083,0.43871403,0.023003573
30700,0.088586845,0.01803583,0.4385968,0.021332202
30800,0.19581762,0.018093832,0.43865648,0.021442035
30900,0.2432361,0.017940294,0.4384559,0.021128338
31000,0.14560984,0.017928107,0.4385126,0.02088521
31100,0.2799014,0.017814577,0.43836585,0.02106351
31200,1.3740528,0.018147796,0.4386204,0.024340877
31300,0.08925626,0.017824106,0.4383655,0.020455772
31400,0.1633779,0.017814115,0.4383916,0.02015578
31500,0.23311292,0.017772669,0.43831065,0.02004047
31600,0.055503562,0.017809935,0.4383233,0.019651245
31700,0.31581447,0.017680757,0.4381673,0.020114098
31800,0.09033215,0.017749377,0.43826237,0.01931959
31900,0.1967313,0.017812204,0.43827337,0.019320732
32000,0.18351793,0.01759568,0.43803674,0.02008199
32100,0.2082534,0.017785402,0.4382628,0.019322097
32200,0.2741844,0.017803807,0.43824542,0.019755276
32300,0.07274728,0.017679553,0.43814087,0.01855942
32400,0.07999518,0.017611565,0.4380946,0.018347943
32500,0.09966295,0.017541938,0.4380017,0.018263768
32600,0.63185364,0.01740675,0.43781605,0.01960848
32700,0.09097765,0.017530523,0.43796122,0.017882384
32800,0.057946038,0.01753268,0.43798506,0.01773512
32900,0.07976583,0.017475484,0.43786803,0.017630726
33000,0.68566763,0.017321715,0.43760186,0.020432334
33100,0.08985028,0.017386077,0.4377881,0.017487464
33200,0.11252225,0.01745372,0.43783793,0.017187322
33300,0.77304894,0.017613119,0.43795723,0.019447083
33400,0.098426946,0.017473686,0.4378308,0.01717887
33500,0.08130905,0.017331364,0.43765524,0.016829446
33600,0.094041266,0.017300935,0.43766424,0.016729845
33700,0.068683594,0.01733904,0.43765512,0.016454214
33800,0.06970939,0.017282946,0.43758094,0.016395707
33900,0.36322987,0.017152566,0.43749678,0.016710669
34000,0.06853624,0.017276911,0.4375559,0.016076345
34100,0.04808174,0.017253881,0.43751708,0.015940377
34200,0.06633728,0.017263308,0.43753713,0.015855929
34300,0.09331468,0.017255938,0.4375185,0.01580903
34400,0.861079,0.017371375,0.43765578,0.017468637
34500,0.046287734,0.0171727,0.43740916,0.015436939
34600,0.056855645,0.01709209,0.4374022,0.015378888
34700,0.047232643,0.017114948,0.43735945,0.015201565
34800,0.04925533,0.017097032,0.43732932,0.015110529
34900,0.055244733,0.01707569,0.43726635,0.015025587
35000,0.5192262,0.01712592,0.43741363,0.017106166
35100,0.10050751,0.017041054,0.43727857,0.014851103
35200,0.97061723,0.017113509,0.43738434,0.015976062
35300,0.82312775,0.017196458,0.43730223,0.016314775
35400,0.34755763,0.01683482,0.4370261,0.015147503
35500,0.16849126,0.016908072,0.43699,0.0148669155
35600,0.06337445,0.016984433,0.4371396,0.014274713
35700,0.04484157,0.016930342,0.43704182,0.014125811
35800,0.08841761,0.016979523,0.43712407,0.014427477
35900,0.04504899,0.016918443,0.43700382,0.01391178
36000,0.082222834,0.016858313,0.4369684,0.013868239
36100,0.06286937,0.016863203,0.4369532,0.013723542
36200,0.16075924,0.016727254,0.43681496,0.014123112
36300,0.9846249,0.01675547,0.43680173,0.0137951495
36400,0.4464964,0.016699841,0.4367488,0.014243321
36500,0.060248926,0.016738638,0.4367802,0.013468345
36600,0.3993552,0.016940797,0.43700126,0.015888011
36700,0.07439095,0.016704712,0.43673968,0.013293295
36800,0.3658743,0.016623445,0.43659574,0.013971579
36900,0.45441544,0.01676364,0.43666345,0.013303694
37000,0.119779624,0.016801806,0.4367832,0.013436066
37100,0.09096995,0.016726324,0.43670043,0.012868752
37200,0.3920119,0.016775768,0.436748,0.013625296
37300,0.06079824,0.01669677,0.4366272,0.012629458
37400,0.07893058,0.016685557,0.43660778,0.012652325
37500,0.10099143,0.016671259,0.4366054,0.0125939315
37600,0.045666717,0.016576054,0.4365079,0.012372549
37700,0.38447458,0.016607942,0.43648893,0.012386837
37800,0.20393135,0.016565189,0.43640637,0.012367367
37900,0.32412675,0.016571794,0.43645802,0.012239504
38000,0.1534806,0.01641867,0.43627152,0.012597459
38100,0.06479823,0.01649372,0.43633217,0.011966465
38200,0.06830935,0.016536944,0.4363196,0.011856152
38300,0.419261,0.016294295,0.43604416,0.014506189
38400,0.06958087,0.01646362,0.43625626,0.011717976
38500,0.04606061,0.01645188,0.43622124,0.011641401
38600,0.045200393,0.016478809,0.43627426,0.011572121
38700,0.07234104,0.016455073,0.43621773,0.011493959
38800,0.406805,0.016614124,0.43639213,0.014258901
38900,0.123816304,0.016338402,0.4360799,0.011684583
39000,0.098253585,0.016405236,0.43619233,0.01135313
39100,0.060592983,0.016383067,0.43607575,0.0111603355
39200,0.038709812,0.016369626,0.43603146,0.011075777
39300,0.15206772,0.016397951,0.43606713,0.011240871
39400,0.036079224,0.016342841,0.43599695,0.0109177595
39500,0.03766025,0.016317863,0.4359697,0.010856088
39600,0.039967757,0.016326668,0.43597528,0.010786634
39700,0.11520641,0.01629397,0.4359247,0.01074083
39800,0.042545494,0.016291395,0.43589917,0.010644833
39900,0.03613628,0.016277073,0.43587363,0.010573787
40000,0.038888484,0.01624719,0.43583345,0.010507275
40100,0.71978086,0.016263427,0.43578133,0.010664631
40200,0.06037357,0.016259473,0.4358495,0.010517983
40300,0.2077993,0.016116703,0.43563926,0.010822558
40400,0.15785861,0.016131498,0.43567377,0.010607514
40500,0.06334111,0.016160335,0.43565488,0.010248256
40600,0.061161827,0.016202603,0.435697,0.010130209
40700,0.7141916,0.01614499,0.43558884,0.0104374755
40800,0.089446455,0.016211092,0.43571812,0.010368409
40900,0.042936962,0.01616488,0.43562672,0.00995168
41000,0.048833694,0.016131481,0.4355704,0.009861862
41100,0.03702957,0.016111689,0.43557027,0.009808165
41200,0.042773392,0.016107017,0.43551895,0.009738833
41300,0.050125666,0.01612239,0.43552938,0.009760817
41400,0.038024127,0.016070282,0.43546578,0.009617297
41500,0.039540105,0.016042873,0.43542653,0.009578914
41600,0.8093823,0.015781516,0.435088,0.0134741515
41700,0.0971935,0.015991876,0.43537512,0.009520662
41800,0.047642294,0.016027818,0.43542355,0.009441215
41900,0.17971115,0.015926145,0.43529522,0.009513071
42000,0.03451951,0.015998196,0.43531814,0.00927047
42100,0.052801803,0.015951887,0.4352472,0.009279344
42200,0.079650395,0.015896082,0.435206,0.009358806
42300,0.12815134,0.015890956,0.43512356,0.009456033
42400,0.037205182,0.015941426,0.43520454,0.009062208
42500,0.071579196,0.015917115,0.43520617,0.009017896
42600,0.0567024,0.01593714,0.43520728,0.009000904
42700,0.082427114,0.01579797,0.43506438,0.009162497
42800,0.2566605,0.015975775,0.4351931,0.00937088
42900,0.04488429,0.015900185,0.4350998,0.008794486
43000,0.13843207,0.01591878,0.43513748,0.0090068355
43100,0.21909665,0.015842427,0.43502128,0.008817471
43200,0.03494361,0.015846033,0.4350145,0.0086311465
43300,0.050757337,0.015800042,0.434977,0.008628603
43400,0.058765806,0.015865745,0.4350338,0.008712295
43500,0.034029853,0.015790127,0.43491977,0.008484629
43600,0.032775268,0.015797434,0.43491876,0.008420995
43700,0.046237275,0.015756052,0.43489227,0.0084062675
43800,0.032232177,0.015767107,0.43487546,0.008327424
43900,0.029974276,0.015762255,0.43484104,0.008282531
44000,1.0703899,0.016102375,0.43517727,0.014895652
44100,0.29381487,0.015584046,0.43465725,0.009872271
44200,0.3333063,0.015815478,0.43487495,0.008731246
44300,0.3614586,0.015769983,0.4348721,0.008601309
44400,0.15816936,0.01565788,0.434667,0.008134142
44500,0.18341292,0.015722085,0.43474105,0.00824308
44600,0.065206885,0.01563831,0.4346304,0.008057211
44700,0.032920893,0.015669504,0.43464613,0.007917681
44800,0.11312642,0.015637154,0.4345551,0.008018359
44900,0.030932823,0.015662713,0.43460625,0.007813098
45000,0.081420965,0.015649758,0.434563,0.007836042
45100,0.05212599,0.01561219,0.43455175,0.0077744895
45200,0.033627313,0.015630465,0.43455,0.007705063
45300,0.19685595,0.015737748,0.43467832,0.008780583
45400,0.07452069,0.015637992,0.43451488,0.0076368204
45500,0.032708086,0.015579586,0.43445116,0.0075585255
45600,0.039870832,0.015542504,0.43439275,0.007607789
45700,0.030935084,0.01556035,0.43440148,0.007481848
45800,0.70458275,0.015764596,0.43456587,0.009612109
45900,0.07005931,0.015504339,0.4343006,0.007543314
46000,0.03187522,0.015544692,0.43435362,0.007367016
46100,0.0449823,0.015554352,0.43436012,0.007388558
46200,0.08217395,0.015460494,0.4342785,0.00734315
46300,0.08869478,0.015403517,0.43418163,0.0077247685
46400,0.0378421,0.015511533,0.43427876,0.007228652
46500,0.043595564,0.015437074,0.434198,0.007235286
46600,0.120195955,0.015549323,0.4342806,0.007393284
46700,0.11341455,0.015455856,0.43415004,0.007149849
46800,0.2233916,0.01563018,0.43434098,0.008695598
46900,0.032923765,0.015461612,0.43416864,0.007046623
47000,0.030244112,0.0154416645,0.43412915,0.0069736643
47100,0.050480258,0.015432713,0.43408018,0.0069718626
47200,0.031055063,0.0153779145,0.43407944,0.006918563
47300,0.031979427,0.015402537,0.434055,0.006861834
47400,0.03924287,0.015405581,0.43404758,0.006861169
47500,0.058134254,0.015392155,0.43403617,0.006830725
47600,0.06140838,0.015436631,0.43403482,0.006938585
47700,0.08933017,0.015441469,0.43406123,0.007150055
47800,0.17846555,0.015355801,0.43394732,0.0067498093
47900,0.123647965,0.01520658,0.43378368,0.0072922157
48000,0.2024602,0.0153864,0.43400496,0.0069858236
48100,0.061818406,0.01527509,0.43384463,0.006636103
48200,0.041936446,0.015293202,0.4338208,0.006588194
48300,0.040907893,0.015285793,0.43380907,0.0065611014
48400,0.027200725,0.015271307,0.43379435,0.006502611
48500,0.03277263,0.015296463,0.43377975,0.0064564925
48600,0.025115915,0.015274268,0.43375838,0.0064198966
48700,0.33634818,0.01518136,0.43364903,0.006612541
48800,0.046057593,0.015274997,0.43375093,0.0064122677
48900,0.075921975,0.015281873,0.43376553,0.0064568967
49000,0.028713804,0.015255362,0.43369135,0.0062950067
49100,0.091399886,0.015220147,0.43361768,0.0063396036
49200,0.032906514,0.0151900835,0.43360016,0.0062660696
49300,0.35988015,0.01538415,0.43376532,0.007323581
49400,0.49159855,0.0150821945,0.43349296,0.006720895
49500,0.04127299,0.0152058555,0.43355882,0.0061519183
49600,0.026627416,0.015162956,0.43353665,0.0061244797
49700,0.024865424,0.015179663,0.43353146,0.00607383
49800,0.027225943,0.015151159,0.43348998,0.006060477
49900,0.07393819,0.01517832,0.43349594,0.0060829
50000,0.082908444,0.015047174,0.43339473,0.006183667
50100,0.06866747,0.015055303,0.43336067,0.0062982347
50200,0.030413408,0.015101574,0.43340918,0.005955602
50300,0.25421986,0.015293357,0.43360898,0.008020372
50400,0.61624885,0.015104792,0.43332583,0.0061659366
50500,0.10873017,0.015177368,0.43340293,0.0059705735
50600,0.023358595,0.015103278,0.43333536,0.005815295
50700,0.03248724,0.01510308,0.4333306,0.00579801
50800,0.051946476,0.015125121,0.43334454,0.005873857
50900,0.08218138,0.015045955,0.43324068,0.0057904003
51000,0.25657293,0.014993638,0.4332027,0.0058532096
51100,0.09343197,0.0149582075,0.4331529,0.006083192
51200,0.02904044,0.015021031,0.4331972,0.0056953495
51300,0.47925505,0.014803538,0.43295425,0.00811599
51400,0.056454945,0.014969902,0.43312225,0.005831939
51500,0.025492573,0.0150213335,0.43314987,0.0055813724
51600,0.03548876,0.015025602,0.43314692,0.005575412
51700,0.08270915,0.015005641,0.43308738,0.0055705374
51800,0.092014015,0.014876635,0.43297824,0.005959234
51900,0.047443733,0.015041419,0.43314934,0.0056873006
52000,0.6602366,0.015201005,0.4332765,0.0074189384
52100,0.07792133,0.014949969,0.433044,0.0054707243
