# x, y
-1.000000000000000000e+00 9.960937500000000000e-01 -1.807041408028453588e-04
-1.000000000000000000e+00 3.906250000000000000e-02 -1.762206852436065674e-02
-1.000000000000000000e+00 6.875000000000000000e-01 -6.488469988107681274e-02
1.000000000000000000e+00 6.640625000000000000e-01 8.540935814380645752e-03
1.000000000000000000e+00 4.082031250000000000e-01 2.486936450004577637e-01
1.000000000000000000e+00 7.734375000000000000e-01 -2.207340151071548462e-01
-1.000000000000000000e+00 2.187500000000000000e-01 -2.237940132617950439e-01
1.000000000000000000e+00 4.687500000000000000e-02 -2.509409561753273010e-02
-1.000000000000000000e+00 6.250000000000000000e-02 -4.335459321737289429e-02
-1.000000000000000000e+00 2.656250000000000000e-01 -1.765536069869995117e-01
-1.000000000000000000e+00 4.570312500000000000e-01 3.643009066581726074e-01
-1.000000000000000000e+00 4.804687500000000000e-01 3.925021290779113770e-01
-1.000000000000000000e+00 5.175781250000000000e-01 3.939218223094940186e-01
1.000000000000000000e+00 5.117187500000000000e-01 3.972933590412139893e-01
-1.000000000000000000e+00 1.972656250000000000e-01 -2.227312773466110229e-01
-1.000000000000000000e+00 3.066406250000000000e-01 -8.175802230834960938e-02
-1.000000000000000000e+00 1.210937500000000000e-01 -1.350358724594116211e-01
1.000000000000000000e+00 4.687500000000000000e-01 3.809331953525543213e-01
-1.000000000000000000e+00 5.722656250000000000e-01 3.027811944484710693e-01
1.000000000000000000e+00 7.988281250000000000e-01 -2.239179760217666626e-01
1.000000000000000000e+00 5.156250000000000000e-01 3.951939344406127930e-01
-1.000000000000000000e+00 6.582031250000000000e-01 2.801674604415893555e-02
1.000000000000000000e+00 2.519531250000000000e-01 -1.974853724241256714e-01
1.000000000000000000e+00 1.875000000000000000e-01 -2.179581522941589355e-01
1.000000000000000000e+00 9.453125000000000000e-01 -3.370679542422294617e-02
1.000000000000000000e+00 2.148437500000000000e-01 -2.246181070804595947e-01
-1.000000000000000000e+00 1.054687500000000000e-01 -1.090732365846633911e-01
1.000000000000000000e+00 7.285156250000000000e-01 -1.658391207456588745e-01
-1.000000000000000000e+00 8.164062500000000000e-01 -2.153600901365280151e-01
1.000000000000000000e+00 3.925781250000000000e-01 1.999678462743759155e-01
1.000000000000000000e+00 9.218750000000000000e-01 -6.527023017406463623e-02
1.000000000000000000e+00 5.410156250000000000e-01 3.674126267433166504e-01
-1.000000000000000000e+00 2.285156250000000000e-01 -2.196713835000991821e-01
-1.000000000000000000e+00 8.789062500000000000e-02 -8.034871518611907959e-02
1.000000000000000000e+00 5.585937500000000000e-01 3.347886204719543457e-01
1.000000000000000000e+00 2.226562500000000000e-01 -2.225012034177780151e-01
1.000000000000000000e+00 5.351562500000000000e-01 3.759382963180541992e-01
1.000000000000000000e+00 7.773437500000000000e-01 -2.225010246038436890e-01
-1.000000000000000000e+00 9.609375000000000000e-01 -1.762206293642520905e-02
-1.000000000000000000e+00 5.468750000000000000e-01 3.576820492744445801e-01
-1.000000000000000000e+00 2.753906250000000000e-01 -1.581339836120605469e-01
-1.000000000000000000e+00 8.769531250000000000e-01 -1.382378786802291870e-01
-1.000000000000000000e+00 6.738281250000000000e-01 -2.305387705564498901e-02
1.000000000000000000e+00 2.832031250000000000e-01 -1.414196789264678955e-01
-1.000000000000000000e+00 6.113281250000000000e-01 1.872257590293884277e-01
1.000000000000000000e+00 1.289062500000000000e-01 -1.477217078208923340e-01
1.000000000000000000e+00 4.433593750000000000e-01 3.389098048210144043e-01
1.000000000000000000e+00 2.734375000000000000e-02 -8.746678009629249573e-03
1.000000000000000000e+00 4.316406250000000000e-01 3.124682009220123291e-01
1.000000000000000000e+00 3.203125000000000000e-01 -4.136772453784942627e-02
1.000000000000000000e+00 6.015625000000000000e-01 2.186980545520782471e-01
-1.000000000000000000e+00 3.183593750000000000e-01 -4.734866321086883545e-02
-1.000000000000000000e+00 3.710937500000000000e-02 -1.594318449497222900e-02
1.000000000000000000e+00 1.269531250000000000e-01 -1.445836275815963745e-01
-1.000000000000000000e+00 5.312500000000000000e-01 3.809329569339752197e-01
-1.000000000000000000e+00 1.796875000000000000e-01 -2.123896479606628418e-01
