# x, y
1.000000000000000000e+00 1.000000000000000000e+00 -3.057096744263528010e-14 -2.197154344685259275e-06
5.000000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00 7.642741860658820024e-15 2.197172761952970177e-06
1.000000000000000000e+00 5.000000000000000000e-01 3.496911062939034309e-07 2.513251686096191406e+01
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 2.513274192810058594e+01
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
7.500000000000000000e-01 1.000000000000000000e+00 -6.181723932741078897e-08 2.102049438690301031e-05
1.000000000000000000e+00 2.500000000000000000e-01 2.472689573096431559e-07 1.777137374877929688e+01
0.000000000000000000e+00 7.500000000000000000e-01 0.000000000000000000e+00 1.777153205871582031e+01
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
2.500000000000000000e-01 1.000000000000000000e+00 -6.181723932741078897e-08 1.496921754551294725e-06
1.000000000000000000e+00 7.500000000000000000e-01 2.472689573096431559e-07 1.777137374877929688e+01
0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 1.777153205871582031e+01
1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e-01 1.000000000000000000e+00 1.705538821283880679e-08 -6.261540875129867345e-06
1.000000000000000000e+00 1.250000000000000000e-01 1.338210040557896718e-07 9.617798805236816406e+00
0.000000000000000000e+00 8.750000000000000000e-01 0.000000000000000000e+00 9.617879867553710938e+00
6.250000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 1.000000000000000000e+00 -8.574296828101068968e-08 8.891139259503688663e-06
1.000000000000000000e+00 6.250000000000000000e-01 3.230724416880548233e-07 2.321941757202148438e+01
0.000000000000000000e+00 3.750000000000000000e-01 0.000000000000000000e+00 2.321962547302246094e+01
3.750000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00
6.250000000000000000e-01 1.000000000000000000e+00 8.574296828101068968e-08 -2.243112612632103264e-05
1.000000000000000000e+00 3.750000000000000000e-01 3.230724416880548233e-07 2.321941757202148438e+01
0.000000000000000000e+00 6.250000000000000000e-01 0.000000000000000000e+00 2.321962547302246094e+01
8.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 1.000000000000000000e+00 -1.705533847484730359e-08 -1.818296937017294113e-06
1.000000000000000000e+00 8.750000000000000000e-01 1.338209330015160958e-07 9.617794036865234375e+00
