# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.105893515625000000e+05 1.078850746154785156e+00 1.182538390159606934e+00 2.083229296875000000e+04 1.104098750000000000e+05 1.078850746154785156e+00 1.182538390159606934e+00 2.083229296875000000e+04 1.000619053840637207e+00
1.000000000000000000e+02 1.782310791015625000e+02 1.413603186607360840e+00 1.282135367393493652e+00 1.981861328125000000e+04 2.041841278076171875e+02 1.413603186607360840e+00 1.282135367393493652e+00 1.981861328125000000e+04 9.794101119041442871e-01
2.000000000000000000e+02 7.099423217773437500e+01 1.669792532920837402e+00 1.778080821037292480e+00 1.930772851562500000e+04 8.802479553222656250e+01 1.669792532920837402e+00 1.778080821037292480e+00 1.930772851562500000e+04 9.693712592124938965e-01
3.000000000000000000e+02 7.752561950683593750e+01 1.042272925376892090e+00 1.566049695014953613e+00 1.852888867187500000e+04 9.393020629882812500e+01 1.042272925376892090e+00 1.566049695014953613e+00 1.852888867187500000e+04 9.529654383659362793e-01
4.000000000000000000e+02 1.205151672363281250e+02 5.591709017753601074e-01 1.222659230232238770e+00 1.647759960937500000e+04 1.440721740722656250e+02 5.591709017753601074e-01 1.222659230232238770e+00 1.647759960937500000e+04 9.026584625244140625e-01
5.000000000000000000e+02 1.275150299072265625e+02 5.346533060073852539e-01 1.195261001586914062e+00 1.339066601562500000e+04 1.542974853515625000e+02 5.346533060073852539e-01 1.195261001586914062e+00 1.339066601562500000e+04 8.152118325233459473e-01
6.000000000000000000e+02 1.523714141845703125e+02 5.826599001884460449e-01 1.090577363967895508e+00 1.109112402343750000e+04 1.831452178955078125e+02 5.826599001884460449e-01 1.090577363967895508e+00 1.109112402343750000e+04 7.429527640342712402e-01
7.000000000000000000e+02 1.405641479492187500e+02 6.076680421829223633e-01 1.052722692489624023e+00 1.004393359375000000e+04 1.795049133300781250e+02 6.076680421829223633e-01 1.052722692489624023e+00 1.004393359375000000e+04 7.087827920913696289e-01
8.000000000000000000e+02 7.123680114746093750e+01 6.254159808158874512e-01 1.098406434059143066e+00 8.938222656250000000e+03 1.136984100341796875e+02 6.254159808158874512e-01 1.098406434059143066e+00 8.938222656250000000e+03 6.702791452407836914e-01
9.000000000000000000e+02 7.430620574951171875e+01 7.362235188484191895e-01 1.171680331230163574e+00 8.111985839843750000e+03 1.144093856811523438e+02 7.362235188484191895e-01 1.171680331230163574e+00 8.111985839843750000e+03 6.404845714569091797e-01
1.000000000000000000e+03 4.468946075439453125e+01 5.658068656921386719e-01 1.084102869033813477e+00 7.402393066406250000e+03 8.501441955566406250e+01 5.658068656921386719e-01 1.084102869033813477e+00 7.402393066406250000e+03 6.137542128562927246e-01
1.100000000000000000e+03 4.213575363159179688e+01 4.443817138671875000e-01 1.003015995025634766e+00 6.802057128906250000e+03 8.851926422119140625e+01 4.443817138671875000e-01 1.003015995025634766e+00 6.802057128906250000e+03 5.904774069786071777e-01
1.200000000000000000e+03 3.920589065551757812e+01 3.806794881820678711e-01 9.455375075340270996e-01 6.281621582031250000e+03 8.762490081787109375e+01 3.806794881820678711e-01 9.455375075340270996e-01 6.281621582031250000e+03 5.696459412574768066e-01
1.300000000000000000e+03 1.045291824340820312e+02 3.282846808433532715e-01 9.210593700408935547e-01 5.839691406250000000e+03 1.315050964355468750e+02 3.282846808433532715e-01 9.210593700408935547e-01 5.839691406250000000e+03 5.516604185104370117e-01
1.400000000000000000e+03 1.311077117919921875e+02 2.939065694808959961e-01 9.266955256462097168e-01 5.447134765625000000e+03 1.805984649658203125e+02 2.939065694808959961e-01 9.266955256462097168e-01 5.447134765625000000e+03 5.351843833923339844e-01
1.500000000000000000e+03 1.494495391845703125e+02 2.644954919815063477e-01 8.956387042999267578e-01 5.096813964843750000e+03 2.020581512451171875e+02 2.644954919815063477e-01 8.956387042999267578e-01 5.096813964843750000e+03 5.204456448554992676e-01
1.600000000000000000e+03 5.758814239501953125e+01 2.267925590276718140e-01 8.304799199104309082e-01 4.786708007812500000e+03 9.784660339355468750e+01 2.267925590276718140e-01 8.304799199104309082e-01 4.786708007812500000e+03 5.073969960212707520e-01
1.700000000000000000e+03 3.488582153320312500e+02 1.908318102359771729e-01 7.362172007560729980e-01 4.484738769531250000e+03 4.667029418945312500e+02 1.908318102359771729e-01 7.362172007560729980e-01 4.484738769531250000e+03 4.944091737270355225e-01
1.800000000000000000e+03 2.927441406250000000e+01 1.623700559139251709e-01 7.219176292419433594e-01 4.212135742187500000e+03 7.485021972656250000e+01 1.623700559139251709e-01 7.219176292419433594e-01 4.212135742187500000e+03 4.829012751579284668e-01
1.900000000000000000e+03 4.965378570556640625e+01 1.455164849758148193e-01 7.032058238983154297e-01 3.976490234375000000e+03 9.044049835205078125e+01 1.455164849758148193e-01 7.032058238983154297e-01 3.976490234375000000e+03 4.728958010673522949e-01
2.000000000000000000e+03 2.460675239562988281e+01 1.207621544599533081e-01 6.758409738540649414e-01 3.742028564453125000e+03 6.256084060668945312e+01 1.207621544599533081e-01 6.758409738540649414e-01 3.742028564453125000e+03 4.624132215976715088e-01
2.100000000000000000e+03 4.075092773437500000e+02 1.192960143089294434e-01 6.510973572731018066e-01 3.516044433593750000e+03 3.634985961914062500e+02 1.192960143089294434e-01 6.510973572731018066e-01 3.516044433593750000e+03 4.518250226974487305e-01
2.200000000000000000e+03 2.088941383361816406e+01 1.172202676534652710e-01 6.259522438049316406e-01 3.315616699218750000e+03 5.581329345703125000e+01 1.172202676534652710e-01 6.259522438049316406e-01 3.315616699218750000e+03 4.427067935466766357e-01
2.300000000000000000e+03 1.468872833251953125e+02 1.151563376188278198e-01 6.265383362770080566e-01 3.143605224609375000e+03 2.302965087890625000e+02 1.151563376188278198e-01 6.265383362770080566e-01 3.143605224609375000e+03 4.353498518466949463e-01
2.400000000000000000e+03 1.889662742614746094e+01 1.049805432558059692e-01 6.085662245750427246e-01 2.982203613281250000e+03 5.533874511718750000e+01 1.049805432558059692e-01 6.085662245750427246e-01 2.982203613281250000e+03 4.282543659210205078e-01
2.500000000000000000e+03 4.044955825805664062e+01 1.035713180899620056e-01 5.879647731781005859e-01 2.824934570312500000e+03 8.586103057861328125e+01 1.035713180899620056e-01 5.879647731781005859e-01 2.824934570312500000e+03 4.212868213653564453e-01
2.600000000000000000e+03 1.756445312500000000e+01 9.417059272527694702e-02 5.820362567901611328e-01 2.671458496093750000e+03 5.607863235473632812e+01 9.417059272527694702e-02 5.820362567901611328e-01 2.671458496093750000e+03 4.145021736621856689e-01
2.700000000000000000e+03 1.679465103149414062e+01 8.508162200450897217e-02 5.613562464714050293e-01 2.523346435546875000e+03 5.569764709472656250e+01 8.508162200450897217e-02 5.613562464714050293e-01 2.523346435546875000e+03 4.079614877700805664e-01
2.800000000000000000e+03 1.598041152954101562e+01 7.847892493009567261e-02 5.459724664688110352e-01 2.389180419921875000e+03 5.872601318359375000e+01 7.847892493009567261e-02 5.459724664688110352e-01 2.389180419921875000e+03 4.022917747497558594e-01
2.900000000000000000e+03 1.509430217742919922e+01 7.405629009008407593e-02 5.337063074111938477e-01 2.266941894531250000e+03 6.015505599975585938e+01 7.405629009008407593e-02 5.337063074111938477e-01 2.266941894531250000e+03 3.972992300987243652e-01
3.000000000000000000e+03 1.637901115417480469e+01 7.675114274024963379e-02 5.073214173316955566e-01 2.142588378906250000e+03 6.693625640869140625e+01 7.675114274024963379e-02 5.073214173316955566e-01 2.142588378906250000e+03 3.920083940029144287e-01
3.100000000000000000e+03 1.290684413909912109e+01 7.842559367418289185e-02 4.933613836765289307e-01 2.025418090820312500e+03 6.415866851806640625e+01 7.842559367418289185e-02 4.933613836765289307e-01 2.025418090820312500e+03 3.873069584369659424e-01
3.200000000000000000e+03 1.447793388366699219e+01 7.620049268007278442e-02 4.860893189907073975e-01 1.908057739257812500e+03 7.343679046630859375e+01 7.620049268007278442e-02 4.860893189907073975e-01 1.908057739257812500e+03 3.826471567153930664e-01
3.300000000000000000e+03 1.243019008636474609e+01 7.294128835201263428e-02 4.819655716419219971e-01 1.794743530273437500e+03 7.357414245605468750e+01 7.294128835201263428e-02 4.819655716419219971e-01 1.794743530273437500e+03 3.781423866748809814e-01
3.400000000000000000e+03 1.219904899597167969e+01 7.424251735210418701e-02 4.797315001487731934e-01 1.705751708984375000e+03 7.177760314941406250e+01 7.424251735210418701e-02 4.797315001487731934e-01 1.705751708984375000e+03 3.750824332237243652e-01
3.500000000000000000e+03 1.113417625427246094e+01 7.022225111722946167e-02 4.718441367149353027e-01 1.617689208984375000e+03 8.022409057617187500e+01 7.022225111722946167e-02 4.718441367149353027e-01 1.617689208984375000e+03 3.722380697727203369e-01
3.600000000000000000e+03 1.079696178436279297e+01 6.556225568056106567e-02 4.656852483749389648e-01 1.538161254882812500e+03 8.515428161621093750e+01 6.556225568056106567e-02 4.656852483749389648e-01 1.538161254882812500e+03 3.697878420352935791e-01
3.700000000000000000e+03 1.053072643280029297e+01 6.952895969152450562e-02 4.561188220977783203e-01 1.466289794921875000e+03 9.134249114990234375e+01 6.952895969152450562e-02 4.561188220977783203e-01 1.466289794921875000e+03 3.677845299243927002e-01
3.800000000000000000e+03 2.404639625549316406e+01 6.873099505901336670e-02 4.535960555076599121e-01 1.406541503906250000e+03 8.529592895507812500e+01 6.873099505901336670e-02 4.535960555076599121e-01 1.406541503906250000e+03 3.662676215171813965e-01
3.900000000000000000e+03 9.659442901611328125e+00 6.381182372570037842e-02 4.475110769271850586e-01 1.351443725585937500e+03 9.317244720458984375e+01 6.381182372570037842e-02 4.475110769271850586e-01 1.351443725585937500e+03 3.652301728725433350e-01
4.000000000000000000e+03 9.409177780151367188e+00 6.408523768186569214e-02 4.419691562652587891e-01 1.298504516601562500e+03 9.647090148925781250e+01 6.408523768186569214e-02 4.419691562652587891e-01 1.298504516601562500e+03 3.641188144683837891e-01
4.100000000000000000e+03 9.385659217834472656e+00 6.052710488438606262e-02 4.362101256847381592e-01 1.245501464843750000e+03 9.764508819580078125e+01 6.052710488438606262e-02 4.362101256847381592e-01 1.245501464843750000e+03 3.627878725528717041e-01
4.200000000000000000e+03 9.405803680419921875e+00 5.994922667741775513e-02 4.311067461967468262e-01 1.198882934570312500e+03 9.950453186035156250e+01 5.994922667741775513e-02 4.311067461967468262e-01 1.198882934570312500e+03 3.618295490741729736e-01
4.300000000000000000e+03 8.598307609558105469e+00 6.217503175139427185e-02 4.256546795368194580e-01 1.159997192382812500e+03 9.633630371093750000e+01 6.217503175139427185e-02 4.256546795368194580e-01 1.159997192382812500e+03 3.612454831600189209e-01
4.400000000000000000e+03 1.465919685363769531e+01 6.684581935405731201e-02 4.242777824401855469e-01 1.125791992187500000e+03 1.090306396484375000e+02 6.684581935405731201e-02 4.242777824401855469e-01 1.125791992187500000e+03 3.608449399471282959e-01
4.500000000000000000e+03 7.936311244964599609e+00 6.717854738235473633e-02 4.166502356529235840e-01 1.092167480468750000e+03 9.215038299560546875e+01 6.717854738235473633e-02 4.166502356529235840e-01 1.092167480468750000e+03 3.605041801929473877e-01
4.600000000000000000e+03 2.994372253417968750e+02 7.259255647659301758e-02 4.128234386444091797e-01 1.061692871093750000e+03 3.239161987304687500e+02 7.259255647659301758e-02 4.128234386444091797e-01 1.061692871093750000e+03 3.600725829601287842e-01
