epoch,total_loss,loss_u,loss_k
1,0.44840044,0.09206621,0.0014992908
2,0.3577461,0.059999954,0.0013179579
3,0.33755463,0.060717247,0.0010901507
4,0.3360932,0.086624295,0.00091200456
5,0.30203038,0.05827467,0.00082745583
6,0.29496792,0.072235756,0.0006723959
7,0.30723128,0.09226438,0.00060949347
8,0.2887099,0.0753164,0.0005691249
9,0.29534215,0.100032456,0.00042721455
10,0.2737086,0.08678253,0.00035441335
11,0.2767603,0.08584646,0.00037101033
12,0.2671807,0.08130316,0.0003139928
13,0.24668518,0.07098735,0.00027958155
14,0.227953,0.059431758,0.00023968513
15,0.23046893,0.063966535,0.00023105263
16,0.2292796,0.06856166,0.00020393149
17,0.20848103,0.059682813,0.00016908352
18,0.22564733,0.08635535,0.0001603619
19,0.18212035,0.05096749,0.00015168669
20,0.17658074,0.052797217,0.00015492698
21,0.1651274,0.052708615,0.00014408652
22,0.12867425,0.029605476,0.000114336486
23,0.12692378,0.03548374,0.00012378964
24,0.11599168,0.031955767,0.00012128781
25,0.10815438,0.031110696,0.0001081335
26,0.101752706,0.02969387,0.00010247102
27,0.08685233,0.01925894,9.303796e-05
28,0.09460566,0.029040003,0.000103710016
29,0.07976482,0.01799728,8.7785214e-05
30,0.07703894,0.017960912,7.459579e-05
31,0.07160262,0.0147360135,7.014803e-05
32,0.07071677,0.01568494,6.919083e-05
33,0.071304396,0.017919628,7.051911e-05
34,0.06521428,0.014445135,5.8579677e-05
35,0.06375244,0.014658923,5.767232e-05
36,0.0597737,0.012289909,5.3660824e-05
37,0.05911411,0.012862468,5.146789e-05
38,0.055881605,0.01083395,4.9355272e-05
39,0.05270207,0.008895211,4.3572763e-05
40,0.057313435,0.013158906,5.3149477e-05
41,0.051902566,0.01036699,4.8423597e-05
42,0.053887174,0.012662835,5.0219558e-05
43,0.04708942,0.008734473,4.1998654e-05
44,0.04695864,0.009366253,4.571951e-05
45,0.048950832,0.0114723835,4.7760048e-05
46,0.048148975,0.011699791,4.9292987e-05
47,0.04682268,0.010436607,5.4244996e-05
48,0.046122894,0.010949684,5.1859988e-05
49,0.042658918,0.008124759,4.910821e-05
50,0.041617583,0.0073877587,4.832416e-05
51,0.042966165,0.009674861,4.9709743e-05
52,0.040762782,0.008869031,4.3122785e-05
53,0.04036618,0.00849441,4.5342233e-05
54,0.03894605,0.007251885,4.967156e-05
55,0.03750109,0.007056591,4.572864e-05
56,0.040045023,0.009388595,4.816493e-05
57,0.038170725,0.008824374,4.7522284e-05
58,0.037863567,0.009043427,4.9470273e-05
59,0.037902817,0.009914918,4.8127175e-05
60,0.037641533,0.008658592,5.2674775e-05
61,0.032510817,0.0060576387,3.9808292e-05
62,0.033664566,0.0074937837,4.88548e-05
63,0.03156983,0.0052264915,5.5034227e-05
64,0.031019103,0.0057759266,5.157058e-05
65,0.028299097,0.004005894,5.0241062e-05
66,0.02851506,0.004888174,5.1170282e-05
67,0.028945904,0.004414919,5.6102042e-05
68,0.028454095,0.0059166546,5.173699e-05
69,0.027548302,0.0061043776,5.0562205e-05
70,0.026662696,0.0050128996,5.2586674e-05
71,0.02495589,0.004719986,5.328413e-05
72,0.02223508,0.003388129,4.834148e-05
73,0.023443177,0.0044637136,5.418225e-05
74,0.022154985,0.004562098,5.056337e-05
75,0.021968331,0.0036058812,6.5616776e-05
76,0.02109136,0.0043470785,5.5037504e-05
77,0.021136906,0.004526073,5.8890597e-05
78,0.01999668,0.004156817,5.9071728e-05
79,0.018647648,0.003371303,6.101546e-05
80,0.01715876,0.0035062286,4.9565664e-05
81,0.016926939,0.0033482867,5.387174e-05
82,0.015593173,0.0032288164,4.657685e-05
83,0.014843855,0.0032573864,4.261553e-05
84,0.01624143,0.0031496016,6.0642604e-05
85,0.016106274,0.0035313687,5.8911788e-05
86,0.0151420925,0.0034013176,5.1865023e-05
87,0.014833182,0.0032410987,5.800448e-05
88,0.014816766,0.003372528,5.8953483e-05
89,0.0143941995,0.0035302436,5.5021304e-05
90,0.0138081135,0.0028593116,5.869559e-05
91,0.014038218,0.0025361576,6.574479e-05
92,0.0133582475,0.0032567508,5.397382e-05
93,0.0127102835,0.003173315,4.9999337e-05
94,0.012095282,0.0025756406,5.102396e-05
95,0.013315424,0.003366288,5.639301e-05
96,0.013493132,0.0034031642,5.8982765e-05
97,0.012876192,0.0031714493,5.4356526e-05
98,0.012793297,0.0033060757,5.3298605e-05
99,0.012397526,0.0031864112,5.240974e-05
100,0.012866971,0.002992396,5.878956e-05
101,0.013210617,0.0028303424,6.306177e-05
102,0.012530472,0.002942325,5.3503132e-05
103,0.012934609,0.0033669705,5.7601763e-05
104,0.013645519,0.003119071,6.75337e-05
105,0.011766957,0.0026376767,5.44166e-05
106,0.011279696,0.0026142849,5.0473325e-05
107,0.011264691,0.0027198219,5.1810286e-05
108,0.011430558,0.0024458908,5.689331e-05
109,0.011174757,0.0031978996,4.7324793e-05
110,0.010658921,0.0028441418,4.6027144e-05
111,0.01233463,0.0032009245,5.9190163e-05
112,0.01288631,0.0031792137,6.572572e-05
113,0.010115028,0.0025175966,4.5091445e-05
114,0.010546428,0.002242446,5.2203042e-05
115,0.01145831,0.0025211107,5.9634902e-05
116,0.011047279,0.0028009212,5.258335e-05
117,0.012380013,0.002997371,6.3786785e-05
118,0.011846225,0.0030233655,5.9007118e-05
119,0.0106488075,0.0027032853,4.849849e-05
120,0.01168241,0.0031215227,5.6124038e-05
121,0.010903309,0.002765927,5.1568513e-05
122,0.011251404,0.0026144623,5.7817724e-05
123,0.011309808,0.0028129437,5.742886e-05
124,0.010684269,0.0022234619,5.6977085e-05
125,0.010203005,0.0027062995,4.847438e-05
126,0.011226564,0.0027398982,5.88147e-05
127,0.010270739,0.002728834,4.7959456e-05
128,0.0100313155,0.002472856,4.922457e-05
129,0.01022592,0.0024589845,5.24294e-05
130,0.011336297,0.002931723,5.8910682e-05
131,0.0104993135,0.0025620025,5.3082393e-05
132,0.011167942,0.0024238206,5.84659e-05
133,0.011040188,0.0028379774,5.7544363e-05
134,0.009513477,0.0027645088,4.3405398e-05
135,0.011028122,0.002601228,5.868273e-05
136,0.010462443,0.0026384676,5.4335407e-05
137,0.010742606,0.0023419976,5.8204605e-05
138,0.01066828,0.0027256054,5.5391756e-05
139,0.009555656,0.0023557316,4.913576e-05
140,0.010759553,0.0028659848,5.3394437e-05
