# x, y
-1.000000000000000000e+00 1.000000000000000000e+00 4.480861499905586243e-02
1.000000000000000000e+00 1.000000000000000000e+00 2.592124417424201965e-02
1.000000000000000000e+00 2.431640625000000000e-01 -6.050904840230941772e-02
-1.000000000000000000e+00 6.689453125000000000e-01 3.879504501819610596e-01
1.000000000000000000e+00 5.664062500000000000e-02 2.953526377677917480e-02
1.000000000000000000e+00 1.953125000000000000e-01 -2.916672825813293457e-02
-1.000000000000000000e+00 1.464843750000000000e-01 1.014106348156929016e-01
1.000000000000000000e+00 2.001953125000000000e-01 -3.217083960771560669e-02
1.000000000000000000e+00 8.261718750000000000e-01 -1.686254739761352539e-01
1.000000000000000000e+00 4.238281250000000000e-01 -1.905474960803985596e-01
1.000000000000000000e+00 6.386718750000000000e-01 -2.607802152633666992e-01
-1.000000000000000000e+00 5.507812500000000000e-01 3.948014378547668457e-01
1.000000000000000000e+00 4.882812500000000000e-03 3.530741482973098755e-02
-1.000000000000000000e+00 3.564453125000000000e-01 2.746279537677764893e-01
1.000000000000000000e+00 6.914062500000000000e-01 -2.502920329570770264e-01
1.000000000000000000e+00 7.314453125000000000e-01 -2.340704351663589478e-01
1.000000000000000000e+00 1.035156250000000000e-01 1.621145382523536682e-02
-1.000000000000000000e+00 1.660156250000000000e-02 5.490016937255859375e-02
-1.000000000000000000e+00 3.613281250000000000e-02 5.726227164268493652e-02
1.000000000000000000e+00 3.242187500000000000e-01 -1.196788176894187927e-01
1.000000000000000000e+00 5.791015625000000000e-01 -2.580847144126892090e-01
-1.000000000000000000e+00 1.445312500000000000e-01 1.002184823155403137e-01
-1.000000000000000000e+00 2.343750000000000000e-01 1.664218902587890625e-01
1.000000000000000000e+00 7.031250000000000000e-02 2.641943097114562988e-02
1.000000000000000000e+00 2.324218750000000000e-01 -5.313792079687118530e-02
1.000000000000000000e+00 5.009765625000000000e-01 -2.334422171115875244e-01
1.000000000000000000e+00 9.609375000000000000e-01 -2.326661907136440277e-02
-1.000000000000000000e+00 4.101562500000000000e-02 5.812354385852813721e-02
1.000000000000000000e+00 4.375000000000000000e-01 -1.991949081420898438e-01
-1.000000000000000000e+00 2.929687500000000000e-02 5.623775720596313477e-02
1.000000000000000000e+00 8.066406250000000000e-01 -1.850423067808151245e-01
-1.000000000000000000e+00 6.308593750000000000e-01 3.981723487377166748e-01
-1.000000000000000000e+00 4.414062500000000000e-01 3.420794606208801270e-01
1.000000000000000000e+00 1.757812500000000000e-01 -1.767169684171676636e-02
1.000000000000000000e+00 3.378906250000000000e-01 -1.298690885305404663e-01
1.000000000000000000e+00 5.751953125000000000e-01 -2.573939859867095947e-01
1.000000000000000000e+00 2.900390625000000000e-01 -9.423496574163436890e-02
-1.000000000000000000e+00 7.001953125000000000e-01 3.738306760787963867e-01
-1.000000000000000000e+00 1.845703125000000000e-01 1.270856857299804688e-01
-1.000000000000000000e+00 5.078125000000000000e-02 6.016762554645538330e-02
1.000000000000000000e+00 6.503906250000000000e-01 -2.595153152942657471e-01
