x,y,t,u,k
0.0,0.0,0.6,0.0010012593,0.0013516016
0.010101010101010102,0.0,0.6,-0.00026653148,0.0013225803
0.020202020202020204,0.0,0.6,-0.0014067087,0.0012967364
0.030303030303030304,0.0,0.6,-0.0024397764,0.0012735395
0.04040404040404041,0.0,0.6,-0.0033883844,0.001252429
0.05050505050505051,0.0,0.6,-0.004276434,0.0012328381
0.06060606060606061,0.0,0.6,-0.005123595,0.001214307
0.07070707070707072,0.0,0.6,-0.0059463773,0.001196463
0.08080808080808081,0.0,0.6,-0.0067469273,0.001179248
0.09090909090909091,0.0,0.6,-0.0075070653,0.0011630426
0.10101010101010102,0.0,0.6,-0.00817881,0.0011488338
0.11111111111111112,0.0,0.6,-0.008666316,0.001138591
0.12121212121212122,0.0,0.6,-0.008809367,0.0011355955
0.13131313131313133,0.0,0.6,-0.008355061,0.0011451239
0.14141414141414144,0.0,0.6,-0.00693951,0.0011751297
0.15151515151515152,0.0,0.6,-0.0040647183,0.0012374927
0.16161616161616163,0.0,0.6,0.0009075012,0.0013494453
0.17171717171717174,0.0,0.6,0.00872471,0.0015339205
0.18181818181818182,0.0,0.6,0.020162364,0.0018152416
0.19191919191919193,0.0,0.6,0.035881482,0.002205587
0.20202020202020204,0.0,0.6,0.056229733,0.0026900924
0.21212121212121213,0.0,0.6,0.08104982,0.0032397974
0.22222222222222224,0.0,0.6,0.10959842,0.0038509504
0.23232323232323235,0.0,0.6,0.1406373,0.0045525217
0.24242424242424243,0.0,0.6,0.1727211,0.005371698
0.25252525252525254,0.0,0.6,0.20454212,0.006305358
0.26262626262626265,0.0,0.6,0.23518367,0.0073198653
0.27272727272727276,0.0,0.6,0.2641984,0.008367524
0.2828282828282829,0.0,0.6,0.29151788,0.009402632
0.29292929292929293,0.0,0.6,0.31729665,0.010389352
0.30303030303030304,0.0,0.6,0.3417659,0.01130198
0.31313131313131315,0.0,0.6,0.3651406,0.012122527
0.32323232323232326,0.0,0.6,0.3875852,0.012838972
0.33333333333333337,0.0,0.6,0.4092023,0.013444304
0.3434343434343435,0.0,0.6,0.43005124,0.013936587
0.3535353535353536,0.0,0.6,0.4501591,0.014318547
0.36363636363636365,0.0,0.6,0.46953186,0.014596847
0.37373737373737376,0.0,0.6,0.4881622,0.014781198
0.38383838383838387,0.0,0.6,0.5060292,0.014883217
0.393939393939394,0.0,0.6,0.52309936,0.014915575
0.4040404040404041,0.0,0.6,0.539322,0.014891259
0.4141414141414142,0.0,0.6,0.5546271,0.014823049
0.42424242424242425,0.0,0.6,0.5689229,0.014723273
0.43434343434343436,0.0,0.6,0.58209157,0.014603612
0.4444444444444445,0.0,0.6,0.5939916,0.01447498
