iter,total_loss,loss_u,loss_k
1,0.0023299602,0.0006071774,1.1227576e-05
2,0.0029067735,0.00074694643,1.132196e-05
3,0.0023299418,0.00060730183,1.1227786e-05
4,0.0023299358,0.0006073022,1.1227672e-05
5,0.0023299134,0.00060730317,1.1227224e-05
6,0.0023298725,0.00060733245,1.12250045e-05
7,0.0023298715,0.0006073268,1.1225275e-05
8,0.0023297556,0.0006074858,1.1226014e-05
9,0.0023294215,0.00060813176,1.1228974e-05
10,0.0023308825,0.00061165116,1.1243943e-05
11,0.002329296,0.0006088654,1.1232245e-05
12,0.0023288322,0.0006089994,1.1230767e-05
13,0.0023281218,0.00060958683,1.1224912e-05
14,0.0023281095,0.0006095167,1.1225568e-05
15,0.0023270836,0.00060962234,1.12178495e-05
16,0.0023346636,0.0006107583,1.1187869e-05
17,0.0023270007,0.0006096811,1.121496e-05
18,0.0023260545,0.0006105438,1.12202915e-05
19,0.0023251309,0.00061442057,1.1241981e-05
20,0.0023249267,0.0006131902,1.1235433e-05
21,0.0023235425,0.00061432575,1.1234112e-05
22,0.0023311179,0.0006207969,1.1231706e-05
23,0.0023233397,0.0006150402,1.1233498e-05
24,0.0023223753,0.0006146885,1.122541e-05
25,0.002324935,0.0006139909,1.119401e-05
26,0.0023220535,0.00061440776,1.1217398e-05
27,0.0023208288,0.00061446376,1.1219535e-05
28,0.0023182863,0.00061487005,1.1228683e-05
29,0.0023635733,0.0006214378,1.1288983e-05
30,0.002318231,0.00061496516,1.1230291e-05
31,0.0023157648,0.0006152967,1.1228707e-05
32,0.0023292939,0.0006191682,1.1227613e-05
33,0.0023154053,0.00061559136,1.1228058e-05
34,0.0023127128,0.0006146079,1.122077e-05
35,0.0023101943,0.00061119674,1.1193724e-05
36,0.0023095494,0.0006121747,1.1201834e-05
37,0.0023158048,0.0006095273,1.1154806e-05
38,0.0023087866,0.00061108195,1.11899035e-05
39,0.002307416,0.00061101734,1.1180346e-05
40,0.002303952,0.0006109409,1.1142446e-05
41,0.0023368546,0.0006149834,1.0960737e-05
42,0.0023034401,0.0006110217,1.1122302e-05
43,0.0023019603,0.0006096537,1.1068838e-05
44,0.0023014997,0.000609849,1.1085978e-05
45,0.002300939,0.0006095264,1.1085348e-05
46,0.002302758,0.0006085418,1.1083286e-05
47,0.0023007817,0.0006092682,1.1084834e-05
48,0.0022997684,0.00060874654,1.1072859e-05
49,0.0023004736,0.00060702674,1.102581e-05
50,0.002299135,0.00060797646,1.1053553e-05
51,0.0022975835,0.0006073113,1.1029492e-05
52,0.0023001404,0.0006052388,1.093556e-05
53,0.0022968715,0.00060655177,1.0999293e-05
54,0.002295626,0.0006066819,1.098276e-05
55,0.0022935143,0.0006074096,1.0917416e-05
56,0.0022935115,0.00060737453,1.091999e-05
57,0.0022902838,0.00060825614,1.0879396e-05
58,0.0023071852,0.0006151792,1.0725036e-05
59,0.0022897483,0.0006089243,1.0856054e-05
60,0.0022863427,0.00060849404,1.0820549e-05
61,0.0022946687,0.0006087051,1.0682643e-05
62,0.0022851261,0.0006082505,1.0783677e-05
63,0.0022816164,0.0006059096,1.0739878e-05
64,0.002285081,0.0005994092,1.0567462e-05
65,0.0022796278,0.00060292927,1.0674549e-05
66,0.0022753729,0.0006034836,1.0654105e-05
67,0.0022803834,0.0006080214,1.0578264e-05
68,0.002273101,0.0006046699,1.0625938e-05
69,0.0022739768,0.00060732575,1.0614879e-05
70,0.002271602,0.00060559605,1.0620832e-05
71,0.0022690464,0.0006048594,1.06081125e-05
72,0.0022713933,0.00060408225,1.0558745e-05
73,0.0022675684,0.000604152,1.0588907e-05
74,0.0022666843,0.00060373126,1.0581305e-05
75,0.0022715186,0.0006043953,1.0553166e-05
76,0.002266555,0.00060359895,1.0577176e-05
77,0.0022659048,0.0006031989,1.05702e-05
78,0.002263642,0.000601624,1.0542371e-05
79,0.0022603476,0.00059431384,1.0405014e-05
80,0.0022599204,0.00059606985,1.04393885e-05
81,0.0022543045,0.00059399905,1.0381758e-05
82,0.0022913301,0.0005895778,1.016609e-05
83,0.0022536716,0.0005931952,1.03564e-05
84,0.0022499885,0.00059166085,1.0329174e-05
85,0.0022478872,0.00058676285,1.022197e-05
86,0.002246282,0.0005884801,1.0264435e-05
87,0.0022389498,0.00058481813,1.016912e-05
88,0.0023020655,0.0005765134,9.807363e-06
89,0.0022384815,0.00058382854,1.0140507e-05
90,0.0022349188,0.0005812261,1.0086377e-05
91,0.0022313185,0.0005719482,9.8765595e-06
92,0.002230593,0.0005744774,9.936896e-06
93,0.002224898,0.0005710699,9.868671e-06
94,0.0023114844,0.0005654464,9.612417e-06
95,0.0022248938,0.00057098386,9.86674e-06
96,0.0022206288,0.0005686605,9.83863e-06
97,0.0022847708,0.0005697702,9.739759e-06
98,0.0022206218,0.0005685941,9.837603e-06
99,0.0022172015,0.000568039,9.84017e-06
100,0.0022123554,0.0005669325,9.8518485e-06
101,0.0022121812,0.00056698854,9.849861e-06
102,0.002202598,0.0005627988,9.774262e-06
103,0.0022597068,0.00055185304,9.510992e-06
104,0.0022012694,0.00056089315,9.73743e-06
105,0.002234394,0.00055310264,9.589368e-06
106,0.0021995003,0.000558035,9.708901e-06
107,0.002198639,0.0005564618,9.672764e-06
108,0.0021999388,0.00055077806,9.531317e-06
109,0.0021982312,0.00055448303,9.625642e-06
110,0.002193499,0.0005557009,9.644709e-06
111,0.0021933818,0.0005553932,9.641975e-06
112,0.0021927175,0.0005527454,9.6216745e-06
113,0.002191397,0.0005536083,9.6305575e-06
114,0.002190474,0.00055274053,9.614641e-06
115,0.0021874998,0.00054935704,9.551876e-06
116,0.002190845,0.0005345409,9.259625e-06
117,0.002185084,0.0005433283,9.436881e-06
