epoch,total_loss,loss_u,loss_k,loss_ic,loss_bc,loss_pde
63,0.056335386,0.013876616,8.287152e-05,0.032841753,0.005844544,0.0037724702
64,0.049193982,0.008778382,6.596883e-05,0.032939754,0.0039129257,0.0035629207
65,0.049005553,0.0099440515,6.607003e-05,0.032504685,0.0030392113,0.0035176068
66,0.053763166,0.015491601,7.3526e-05,0.030344019,0.004569891,0.0033576563
67,0.044510324,0.007551593,5.4230113e-05,0.029394919,0.004152091,0.0034117228
68,0.04497717,0.009467197,5.414971e-05,0.030174766,0.0019150988,0.0034201117
69,0.041205578,0.0068450714,5.485214e-05,0.02786451,0.003236118,0.0032598784
70,0.0428679,0.009264004,5.6804784e-05,0.026519174,0.0037280887,0.0033566323
71,0.03976895,0.0075252145,5.7208472e-05,0.02602904,0.0029411274,0.0032735704
72,0.039476436,0.008423244,5.1889583e-05,0.025886938,0.0018827384,0.0032835156
73,0.03789992,0.0072420035,5.7660458e-05,0.024085846,0.0033678766,0.0032041906
74,0.035134133,0.0053812014,5.147365e-05,0.023357093,0.0031837553,0.0032120808
75,0.034692317,0.006198628,5.7598412e-05,0.02342278,0.001953297,0.0031176137
76,0.036086425,0.008369919,5.5300734e-05,0.023280062,0.0014099505,0.003026492
77,0.03422448,0.006375228,5.497062e-05,0.021327762,0.003577807,0.0029436834
78,0.03672882,0.010073891,5.8063637e-05,0.02116886,0.0026426476,0.0028434214
79,0.030926073,0.005236794,6.3110696e-05,0.021490192,0.0014520771,0.0027470097
80,0.029987335,0.0047672065,6.2429855e-05,0.02045701,0.0021152778,0.0026478386
81,0.032713514,0.007880798,7.3621726e-05,0.019739853,0.0025609392,0.0025319234
82,0.031223983,0.0072153467,6.3138876e-05,0.01962518,0.0019904266,0.0023930294
83,0.030028673,0.0066460646,6.933489e-05,0.019720979,0.001339218,0.0023224107
84,0.029083552,0.005943397,7.702989e-05,0.01858339,0.00235613,0.0022006342
85,0.030076299,0.0072019184,7.318756e-05,0.017923491,0.0028910218,0.0020598695
86,0.028700072,0.006890135,8.500202e-05,0.0181795,0.0016340438,0.0019963933
87,0.028943885,0.007635299,8.010874e-05,0.017826632,0.0015317528,0.0019501997
88,0.027414808,0.00650077,7.471628e-05,0.017052203,0.0020428358,0.0018190001
89,0.028283834,0.008060814,7.665458e-05,0.017025506,0.0014583969,0.0017391175
90,0.02586117,0.006004276,6.4532294e-05,0.01632121,0.0018172476,0.0017184379
91,0.025760062,0.006210369,8.5267384e-05,0.015621195,0.002299928,0.0016285707
92,0.02353889,0.0048822346,7.346471e-05,0.015614833,0.0014733761,0.001568445
93,0.023558408,0.0054965587,8.356226e-05,0.015553399,0.0009563156,0.0015521359
94,0.02311306,0.005540377,0.000102176324,0.014638227,0.0014410329,0.0014934235
95,0.023357015,0.006305273,8.5353575e-05,0.014079457,0.0015208488,0.0014514369
96,0.023287784,0.0069097476,0.00010328963,0.013912494,0.0010257971,0.0014397468
97,0.020947412,0.00507198,7.8975056e-05,0.013081133,0.0014242595,0.0013700405
98,0.020765329,0.00548506,7.762267e-05,0.012657733,0.0012417509,0.0013807856
99,0.021952102,0.0072959387,0.000102590704,0.012261174,0.0010211095,0.0013738801
100,0.020791097,0.006709776,9.247089e-05,0.011547932,0.0012146853,0.0013187034
101,0.018565824,0.0051765726,9.181846e-05,0.010981972,0.0011208785,0.0012864004
102,0.018995777,0.0061980234,9.705751e-05,0.0106017515,0.000844641,0.0013513605
103,0.017043889,0.0046655936,0.00010195482,0.009769601,0.0013082385,0.0013004553
104,0.01923269,0.007350385,9.090695e-05,0.0091822,0.001397847,0.0013022582
105,0.016284626,0.0054038223,9.632703e-05,0.009224396,0.00036610663,0.0012903006
106,0.016815748,0.0064567504,8.531861e-05,0.008689365,0.00033173375,0.0013379003
107,0.016022727,0.006339971,0.00010645392,0.008058435,0.00037686314,0.0012474584
108,0.014443783,0.005113335,9.71457e-05,0.0073401756,0.00073846447,0.001251809
109,0.013841838,0.004791403,8.4506224e-05,0.0067753266,0.001053576,0.0012215318
110,0.012873348,0.0046999813,9.435403e-05,0.006479469,0.0004662698,0.0012276273
111,0.013299303,0.0056195166,0.00010118237,0.0061592543,0.00031009538,0.0012104374
112,0.011820504,0.004384831,6.813712e-05,0.0056296247,0.00055361254,0.0012524365
113,0.011964954,0.005033721,0.00012944311,0.0053438963,0.00034466092,0.0012426764
114,0.011212561,0.0046145823,0.00010863602,0.005137957,0.00024693727,0.0012130842
115,0.012146492,0.005957469,8.318074e-05,0.004810021,0.00019925466,0.0011797474
116,0.011197964,0.005298605,9.938462e-05,0.0045257676,0.00020963069,0.0011639602
117,0.010708377,0.00509354,9.0999085e-05,0.0042763464,0.00019073521,0.0011477557
118,0.010258095,0.004752932,8.676392e-05,0.0039440054,0.00038120095,0.0011799562
119,0.010929219,0.005794689,9.520803e-05,0.003783132,0.0002276296,0.0011237691
120,0.008962328,0.0040819696,0.00011421689,0.0036122173,0.00015504654,0.0011130935
121,0.009458587,0.0046159774,9.400375e-05,0.0035143783,0.00018912308,0.0011391077
122,0.0088941995,0.0043426543,7.999081e-05,0.0033197522,0.00014474906,0.001087044
123,0.008253119,0.0038979328,8.996324e-05,0.0031391485,0.00015554529,0.0010604921
124,0.008212504,0.0040324046,9.566242e-05,0.0030088988,0.00013817915,0.0010330217
125,0.0081257885,0.0040785624,9.356081e-05,0.002882238,0.00014581544,0.001019173
126,0.009052798,0.0051441933,9.950313e-05,0.0027657247,0.00013666475,0.0010062149
127,0.007954117,0.0041523753,0.00010461863,0.0026605446,0.0001557967,0.0009854002
128,0.008030438,0.004395019,9.744361e-05,0.0025596572,0.00013102563,0.00094473606
129,0.0072096577,0.0036312127,0.00010081764,0.002478122,0.00013118931,0.0009691336
130,0.007387177,0.0039088987,9.37666e-05,0.0023989389,0.00015025478,0.0009290847
131,0.0080494825,0.0047253263,9.539732e-05,0.0022921225,0.00013745861,0.00089457456
132,0.0071386723,0.0039238953,9.080316e-05,0.0022328168,0.00010664128,0.00087531866
133,0.007318413,0.004215043,0.00010023279,0.0021333196,0.000111561625,0.0008584887
134,0.00782962,0.0046759937,0.00010152657,0.002100704,0.00014991837,0.0009030029
135,0.0065599857,0.0034614557,0.000102848004,0.0020523805,0.00016461732,0.00088153186
136,0.006860557,0.0039882152,9.577387e-05,0.0019385329,0.00013070813,0.0008031011
137,0.005922189,0.003049159,9.505924e-05,0.0019193903,0.00011043333,0.0008432061
138,0.0063373297,0.003552308,9.866243e-05,0.0018632732,8.7483284e-05,0.00083426514
139,0.0065799057,0.0038786444,0.000100472884,0.0017774004,0.00012945784,0.0007944029
140,0.006418174,0.003793871,9.382576e-05,0.0017261038,9.224307e-05,0.0008059561
141,0.006379151,0.0037785538,9.97341e-05,0.0017164111,9.783283e-05,0.0007863532
142,0.0058242586,0.0033095498,9.6278935e-05,0.00164967,8.809982e-05,0.000776939
143,0.0059495727,0.0034571202,0.000101962636,0.0015965262,9.483996e-05,0.0008010861
144,0.0058865845,0.003406465,9.653075e-05,0.0015541703,0.0001167642,0.00080918503
145,0.005840812,0.0034473268,9.4973984e-05,0.0015259353,7.9488105e-05,0.0007880613
146,0.0064843777,0.0041102744,9.030889e-05,0.0014738084,8.730965e-05,0.0008129851
147,0.0053041186,0.0030148362,0.000104225204,0.0014137648,9.635493e-05,0.00077916274
148,0.0054851053,0.0032135558,8.925902e-05,0.0013911575,7.2647956e-05,0.0008077441
149,0.0059023616,0.0035847926,9.338338e-05,0.0013646996,0.00012423919,0.0008286302
150,0.0061546853,0.0039674584,9.689849e-05,0.0013178381,6.673637e-05,0.0008026527
151,0.0054695494,0.0033036994,0.00010052068,0.001288983,6.724298e-05,0.00080962444
152,0.00465055,0.0024937503,9.721734e-05,0.0012407562,9.791127e-05,0.00081813225
153,0.005304557,0.0031793227,9.101429e-05,0.001214864,9.3454684e-05,0.00081691553
154,0.0051820315,0.0030662722,9.9396464e-05,0.0011618034,0.0001488597,0.00080509606
155,0.0048006997,0.0027711398,0.000101176156,0.0011449254,6.35968e-05,0.00082103774
156,0.005331587,0.0033340664,9.031102e-05,0.0011261529,7.619279e-05,0.00079517474
157,0.0049673803,0.0029309893,9.430575e-05,0.0011157538,0.00012044899,0.0008001885
158,0.0044148327,0.0023633935,9.99204e-05,0.0010738106,0.00015976698,0.00081786164
159,0.004499543,0.0024864154,0.00010569904,0.0010613084,0.0001561839,0.00079563516
160,0.0050657485,0.0030071568,9.618344e-05,0.0010600478,0.00018224238,0.00081630156
161,0.0040449104,0.002084339,9.9587196e-05,0.0009873495,0.00013325764,0.00083996414
162,0.0049669766,0.0030335106,9.33256e-05,0.0009934944,0.000112488335,0.00082748325
163,0.0047553736,0.0029502083,9.097265e-05,0.0009632972,4.0276263e-05,0.0008015918
164,0.004983753,0.0031752863,8.884212e-05,0.00091823464,7.2256786e-05,0.0008179751
165,0.0049150074,0.003047478,9.273164e-05,0.0009418002,6.936533e-05,0.0008563636
166,0.004808679,0.0030202598,8.337804e-05,0.0008992218,5.794198e-05,0.0008312556
167,0.00434912,0.0026276524,9.44906e-05,0.0008778836,4.8399732e-05,0.0007951841
168,0.0052588917,0.0034693694,8.8748784e-05,0.0009170814,5.5227123e-05,0.0008172141
169,0.0051296176,0.00327757,8.757876e-05,0.00090634415,8.644949e-05,0.0008592543
170,0.00508139,0.003384087,8.37552e-05,0.0008525263,3.5272806e-05,0.0008095041
171,0.004313442,0.0026395994,8.7632296e-05,0.00083527045,2.7618926e-05,0.00081095315
172,0.0042943126,0.0026744977,9.352151e-05,0.0007866762,4.7082434e-05,0.00078605616
173,0.0046382747,0.003018576,8.746641e-05,0.000776556,5.9436057e-05,0.00078370655
174,0.0041873897,0.0024599936,9.2102324e-05,0.0007912817,0.0001485901,0.0007875244
175,0.0045227045,0.0027933898,8.575056e-05,0.00078404887,0.00015939861,0.0007858671
176,0.004538313,0.0028480696,8.579942e-05,0.000769075,0.00012384178,0.0007973266
177,0.0044575245,0.002821568,8.558446e-05,0.00073656917,0.00012161529,0.0007777721
178,0.004224169,0.00258263,8.598106e-05,0.0007373014,0.00011495633,0.00078928156
179,0.0038839926,0.0022361467,8.893056e-05,0.0007217999,0.000119924705,0.0008061213
180,0.0040197563,0.0025095937,8.571309e-05,0.00068015256,5.196549e-05,0.0007780447
181,0.0040738964,0.0025999118,7.969611e-05,0.00069613894,2.1537831e-05,0.00075630785
182,0.004815449,0.0033108464,7.7492194e-05,0.0007139952,4.3171658e-05,0.00074743555
183,0.003951325,0.0025200092,8.578621e-05,0.00065838784,1.7103928e-05,0.00075582386
184,0.0036741188,0.002246995,8.958828e-05,0.0006703047,1.9006779e-05,0.00073781214
185,0.004092145,0.0026636005,8.236846e-05,0.00066443416,2.7402442e-05,0.0007367075
186,0.00436819,0.0029801142,8.12062e-05,0.00063284114,2.1599497e-05,0.0007336354
187,0.004060407,0.0026857562,8.1127735e-05,0.00062084204,1.9548437e-05,0.0007342604
188,0.0041721016,0.0028445898,7.358327e-05,0.000590427,1.5335034e-05,0.00072174973
189,0.004060609,0.0026022492,8.380494e-05,0.0006520277,5.4368917e-05,0.00075196323
190,0.0039074784,0.0024911726,8.371465e-05,0.0006638734,4.4076554e-05,0.0007083558
191,0.0034563802,0.0019293809,8.746294e-05,0.00066595,9.2164824e-05,0.00076888443
192,0.0040082247,0.0026405074,8.5936386e-05,0.0005854164,2.0307922e-05,0.0007619929
193,0.003914551,0.0025935262,8.259518e-05,0.00055945857,3.0008907e-05,0.00073155726
194,0.0037958687,0.0025338118,8.125173e-05,0.00055674167,1.0172508e-05,0.0006951429
195,0.0035983124,0.0023542838,8.6208864e-05,0.00052754866,1.6553013e-05,0.00069992704
196,0.0043337466,0.0031156435,7.695538e-05,0.00052117975,1.986387e-05,0.0006770593
197,0.0031675617,0.0019684434,8.423077e-05,0.0005144304,1.5957914e-05,0.0006687299
198,0.0034426162,0.0022591574,8.537947e-05,0.0005022196,1.3515248e-05,0.00066772406
199,0.0034115044,0.002231322,8.266937e-05,0.00050110713,9.529861e-06,0.00066954526
200,0.0034504754,0.0022841396,8.29028e-05,0.0004984515,1.024459e-05,0.0006576397
201,0.0035338681,0.0023790542,8.102005e-05,0.00049457,1.1857457e-05,0.0006483863
202,0.003737826,0.002583758,8.317716e-05,0.00048115486,2.1898173e-05,0.00065101485
203,0.0034983072,0.0023537744,7.9863734e-05,0.0004601574,3.0960407e-05,0.00065341505
204,0.0035150605,0.0022806686,8.4782856e-05,0.00048790232,7.376519e-05,0.0006727245
205,0.00288238,0.0017060363,8.16457e-05,0.0004722944,8.085926e-05,0.0006231901
206,0.0030169296,0.0019328669,8.68105e-05,0.00044673428,2.3923381e-05,0.000613405
207,0.0035300083,0.0023958248,8.274139e-05,0.00044443263,5.3657175e-05,0.00063609355
208,0.0029275478,0.0018081951,8.628189e-05,0.00044328402,2.6572878e-05,0.00064949563
209,0.0035177856,0.0024419138,7.8746416e-05,0.00041808432,2.2142118e-05,0.0006356453
210,0.0035560343,0.0024883677,8.029696e-05,0.00043539287,6.0838797e-06,0.00062618987
211,0.0034980092,0.0024442154,7.728703e-05,0.00043370613,2.2765698e-05,0.000597322
212,0.00358677,0.0025064938,8.228625e-05,0.000443664,4.169545e-05,0.0005949168
213,0.0032488885,0.0022152578,8.073324e-05,0.00043380304,1.0712218e-05,0.0005891154
214,0.0031248461,0.00205774,8.178103e-05,0.00043891772,3.142247e-05,0.00059676595
215,0.0030048096,0.0020137108,8.116362e-05,0.0004070015,9.332483e-06,0.00057476485
216,0.0035270064,0.0025629234,7.947242e-05,0.00037695243,1.5135401e-05,0.0005719952
217,0.0028480352,0.0018827006,8.8862005e-05,0.00037941418,1.0104363e-05,0.000575816
218,0.0031109462,0.0021159893,8.215852e-05,0.0003835288,5.089721e-06,0.00060633826
219,0.0031787404,0.0022120143,7.982716e-05,0.0003568339,4.8796384e-05,0.0005610958
220,0.004019312,0.002899673,7.449302e-05,0.00038332562,8.256428e-05,0.000653749
221,0.0029408587,0.001993292,8.871107e-05,0.00035707644,5.0453986e-05,0.00054003636
222,0.003404104,0.0022857683,8.445455e-05,0.00042786673,3.944635e-05,0.00065102254
223,0.0027159678,0.0018002677,8.2482846e-05,0.00032854508,3.843543e-05,0.00054871954
224,0.0027297796,0.0017728094,8.3840976e-05,0.00033442103,6.634282e-05,0.0005562064
225,0.0031757485,0.0022122352,8.136028e-05,0.00037993208,4.4462726e-05,0.0005391185
226,0.0030915732,0.0019743072,8.686462e-05,0.0003782548,0.00010172141,0.0006372898
227,0.0032860835,0.0023460707,7.849606e-05,0.00032097977,7.029825e-05,0.0005487348
228,0.0037957416,0.0028109974,8.043177e-05,0.00033574595,9.0716465e-05,0.0005582818
229,0.0028648092,0.002019848,8.032005e-05,0.0003164095,2.690678e-05,0.00050164503
230,0.0032062014,0.002305103,8.0140795e-05,0.00033083252,3.8415645e-05,0.00053185027
231,0.0030105251,0.0021726557,8.178435e-05,0.000318423,1.7581368e-05,0.00050186506
232,0.0030341246,0.0021881673,8.050934e-05,0.00030892759,5.000415e-05,0.00048702554
233,0.0028584455,0.0019839427,8.5864805e-05,0.00033258638,5.3633255e-05,0.0004882833
234,0.0026740364,0.001900221,8.6335065e-05,0.00029051933,1.7981716e-05,0.00046531437
235,0.002605806,0.0018269799,8.598677e-05,0.0002925694,8.223896e-06,0.00047803298
236,0.0027166465,0.0017562222,8.934826e-05,0.00034447364,2.899874e-05,0.00058695197
237,0.002850977,0.002104797,7.9597114e-05,0.00028581056,6.3577313e-06,0.00045401172
238,0.002733753,0.0019527152,7.96096e-05,0.0002780005,2.143562e-05,0.00048160163
239,0.002828517,0.0020840976,7.88773e-05,0.00027803367,4.8784045e-06,0.00046150738
240,0.0029405453,0.0021757516,8.0623126e-05,0.00029704717,1.282508e-05,0.00045492136
241,0.0025253869,0.0016799947,8.236138e-05,0.000309726,1.4735847e-05,0.00052093033
242,0.0032544625,0.002452722,8.2256614e-05,0.00029677787,1.3259683e-05,0.000491703
243,0.002817235,0.0020843877,7.8204845e-05,0.00025454853,1.9995952e-05,0.00045830267
244,0.002775867,0.0020811635,8.293667e-05,0.00025514598,8.075152e-06,0.00043148248
245,0.00249778,0.0017846745,8.1468905e-05,0.0002707566,5.404673e-06,0.00043694407
246,0.0029609804,0.0022850083,7.343462e-05,0.00024263264,9.1908205e-06,0.0004241487
247,0.0029720932,0.0022182553,7.65197e-05,0.00024368413,4.708371e-05,0.00046307
248,0.0028832352,0.0021152871,7.9338715e-05,0.00026205948,1.527753e-05,0.00049061107
249,0.0029306181,0.0022479298,8.187805e-05,0.00025371244,8.248878e-06,0.00042072698
250,0.0029508276,0.002240733,7.845276e-05,0.00024423786,2.4620136e-05,0.00044123654
251,0.0022962764,0.0016217972,8.253427e-05,0.00022715404,2.3863528e-05,0.0004234616
252,0.0031490678,0.0024742552,8.305846e-05,0.00023111358,1.519751e-05,0.00042850152
253,0.0025655208,0.0019150415,7.787022e-05,0.00022681664,7.1414984e-06,0.00041652116
254,0.0032009727,0.0025349965,8.216735e-05,0.00023918838,1.7987755e-05,0.00040880014
255,0.0024544562,0.0017412738,8.557481e-05,0.0002393771,3.4398e-05,0.00043940736
256,0.0030939972,0.0024607328,7.622884e-05,0.00022803173,5.2886107e-06,0.00039994408
257,0.0026300005,0.0019795077,7.9075944e-05,0.00022909019,6.175874e-06,0.00041522656
258,0.0028588567,0.0020590315,7.7272125e-05,0.00025758575,2.4643437e-05,0.0005175961
259,0.0026781217,0.0020552415,8.543946e-05,0.00022069208,9.9445715e-06,0.00039224356
260,0.0029144827,0.002272442,7.485496e-05,0.00021359137,2.8181033e-05,0.00040026824
261,0.0024174254,0.0017378655,8.354599e-05,0.0002322147,2.8651573e-05,0.00041869355
262,0.0027167138,0.002088804,8.829942e-05,0.00021782651,8.008033e-06,0.00040207518
263,0.0027883153,0.002166297,8.200678e-05,0.00022921477,9.692094e-06,0.00038311136
264,0.0022083367,0.0015916858,8.526597e-05,0.00021081879,1.9954801e-05,0.00038587724
265,0.0023604524,0.0017437572,7.94149e-05,0.00022242183,7.4849418e-06,0.00038678857
266,0.0026825452,0.0021090053,8.075018e-05,0.00019110883,9.687673e-06,0.00037274323
267,0.002385134,0.0017785925,7.867942e-05,0.00018549254,2.704645e-05,0.00039400265
268,0.002230619,0.0016063381,8.319961e-05,0.00021048546,3.9863346e-05,0.0003739321
269,0.0024226513,0.0017685634,7.929567e-05,0.00020939816,5.5186854e-05,0.0003895029
270,0.0025383076,0.0019337386,8.1627564e-05,0.00020457088,2.8140705e-05,0.00037185737
271,0.0023952979,0.0017944889,8.054048e-05,0.00019293027,3.3265478e-05,0.00037461327
272,0.0026261378,0.0020732007,7.965132e-05,0.00018001329,8.911344e-06,0.00036401243
273,0.0026485769,0.0020148503,8.235473e-05,0.00021516833,1.6697508e-05,0.00040186077
274,0.0025736392,0.0019055859,8.040927e-05,0.00023100508,3.1653082e-05,0.000405395
275,0.0025700573,0.0019937442,8.627314e-05,0.00019977793,5.409277e-06,0.00037112576
276,0.0025582158,0.001989676,8.2116465e-05,0.00017753239,2.1380894e-05,0.00036962653
277,0.0025829102,0.001989001,8.289283e-05,0.00017962948,2.5891775e-05,0.00038838806
278,0.0022467943,0.0017172033,8.838398e-05,0.00017017029,9.922439e-06,0.00034949832
279,0.0027462621,0.0021633252,7.3308984e-05,0.00018755045,1.4770764e-05,0.00038061556
280,0.002305586,0.0017625084,8.530782e-05,0.00017598923,1.3503929e-05,0.00035358442
281,0.0024654975,0.0019278587,8.588458e-05,0.00017828662,1.0419153e-05,0.00034893304
282,0.0030585974,0.0024161432,7.968803e-05,0.00019509712,2.4453486e-05,0.0004229037
283,0.0023936445,0.0016843271,7.9092926e-05,0.00023107603,5.8463906e-05,0.0004197774
284,0.0023223187,0.0017442037,8.346679e-05,0.00015415337,4.969463e-05,0.00037426694
285,0.0024416072,0.0019218432,7.461042e-05,0.0001595228,2.3031824e-05,0.00033720935
286,0.0025041283,0.0018356129,7.8926656e-05,0.00015715095,5.4327815e-05,0.00045703648
287,0.0024249495,0.0018846479,8.344504e-05,0.00017859545,2.2730474e-05,0.0003389757
288,0.0024286069,0.0018639448,8.150232e-05,0.00017974159,9.74597e-06,0.0003751745
289,0.0034198412,0.0025265866,8.504537e-05,0.0002517397,6.760523e-05,0.0005739096
290,0.0025511466,0.0020299356,7.892675e-05,0.00016981822,1.0752264e-05,0.0003406405
291,0.002144652,0.0015205825,8.272078e-05,0.00015369768,5.6079738e-05,0.00041429204
292,0.0026047647,0.0021079597,7.978044e-05,0.00014970539,1.4411452e-05,0.00033268804
293,0.0022727866,0.0017558393,8.6449145e-05,0.00017341641,5.35985e-06,0.00033817085
294,0.0025484096,0.0019878908,8.706664e-05,0.00016746411,1.5654674e-05,0.00037740017
295,0.0024053399,0.001893011,8.070445e-05,0.00014797937,1.5961994e-05,0.00034838758
296,0.0030162814,0.002463447,7.7565914e-05,0.0001729025,4.1554693e-05,0.0003383773
297,0.003021229,0.0024824238,7.843205e-05,0.00015615397,1.776836e-05,0.00036488293
298,0.0027337298,0.0021428065,8.097413e-05,0.00017987478,4.845795e-05,0.00036259042
299,0.0027845097,0.0021687152,7.42924e-05,0.00017996103,6.411301e-05,0.00037172035
300,0.0025811745,0.0020421029,8.2108636e-05,0.00018469297,3.289641e-05,0.00032148228
301,0.00274913,0.0021642752,8.04239e-05,0.00018579334,2.4598447e-05,0.00037446292
302,0.002363056,0.0017927045,8.3637125e-05,0.0001945378,5.22253e-05,0.0003235885
303,0.0022648815,0.0017412095,7.839575e-05,0.00014751287,2.3554168e-05,0.00035260487
304,0.002321051,0.0018652253,7.8612975e-05,0.00013970895,8.193079e-06,0.00030792368
305,0.0026649763,0.0021658405,8.246756e-05,0.00015011236,8.042057e-06,0.00034098153
306,0.0024806052,0.00195291,8.4372296e-05,0.00015371255,5.259852e-05,0.000321384
307,0.0026514162,0.0021830264,7.977473e-05,0.00012798906,2.8040466e-05,0.00031236035
308,0.0023953826,0.0018688992,7.504239e-05,0.0001576676,5.471833e-05,0.00031409733
309,0.001997395,0.0015180936,8.5026855e-05,0.00013325653,3.320102e-05,0.00031284374
310,0.0031675177,0.0026700436,8.235898e-05,0.00015079178,1.3712834e-05,0.0003329695
311,0.0024360467,0.0019411576,8.0842954e-05,0.00014509128,4.5031913e-05,0.00030476594
312,0.0022231122,0.0017251596,8.293724e-05,0.00015297768,2.9992687e-05,0.00031498226
313,0.0024452491,0.001953842,8.17771e-05,0.00014920304,3.133154e-05,0.00031087265
314,0.0025428662,0.0021107348,7.526501e-05,0.00012172693,1.3667519e-05,0.0002967369
315,0.002420256,0.0019211749,7.5407e-05,0.00015658891,3.255371e-05,0.00030993822
