x,y,t,u_pred,k_pred
0.0,0.0,0.0,-0.00048140623,0.0003806244
0.015873017,0.0,0.0,-0.00061623193,0.0003801824
0.031746034,0.0,0.0,-0.00072194077,0.00037983657
0.04761905,0.0,0.0,-0.0007862244,0.00037962638
0.06349207,0.0,0.0,-0.0007927511,0.0003796053
0.07936508,0.0,0.0,-0.0007195864,0.0003798443
0.0952381,0.0,0.0,-0.0005350504,0.0003804484
0.11111111,0.0,0.0,-0.0001948271,0.0003815657
0.12698413,0.0,0.0,0.0003658738,0.00038341718
0.14285715,0.0,0.0,0.0012442078,0.00038634168
0.15873016,0.0,0.0,0.0025879052,0.00039087652
0.17460318,0.0,0.0,0.004629871,0.00039790996
0.1904762,0.0,0.0,0.007742783,0.00040896982
0.20634921,0.0,0.0,0.012521407,0.00042677842
0.22222222,0.0,0.0,0.01988115,0.0004563124
0.23809524,0.0,0.0,0.031080803,0.0005066881
0.25396827,0.0,0.0,0.04751893,0.0005944934
0.26984128,0.0,0.0,0.07035994,0.00075071456
0.2857143,0.0,0.0,0.10063874,0.0010407026
0.3015873,0.0,0.0,0.1400638,0.0016257275
0.31746033,0.0,0.0,0.18951567,0.0028721683
0.33333334,0.0,0.0,0.2473995,0.0054043834
0.34920636,0.0,0.0,0.32103363,0.010512271
0.36507937,0.0,0.0,0.40348324,0.016961543
0.3809524,0.0,0.0,0.48926407,0.020274878
0.3968254,0.0,0.0,0.58292437,0.017098902
0.41269842,0.0,0.0,0.68551666,0.009250197
0.42857143,0.0,0.0,0.7748674,0.0044055125
0.44444445,0.0,0.0,0.85412645,0.0023292517
0.46031746,0.0,0.0,0.92391837,0.0013711435
0.47619048,0.0,0.0,0.97119784,0.0009617827
0.4920635,0.0,0.0,0.9975611,0.0007978449
0.50793654,0.0,0.0,0.99891543,0.0007905514
0.52380955,0.0,0.0,0.9726424,0.0009516785
0.53968257,0.0,0.0,0.9223466,0.0013875616
0.5555556,0.0,0.0,0.855475,0.0023052173
0.5714286,0.0,0.0,0.7768123,0.004334224
0.5873016,0.0,0.0,0.68581295,0.009229002
0.6031746,0.0,0.0,0.58721924,0.016808597
0.61904764,0.0,0.0,0.4939596,0.020286603
0.63492066,0.0,0.0,0.4046355,0.017038597
0.6507937,0.0,0.0,0.3195651,0.010394879
0.6666667,0.0,0.0,0.24888448,0.00548733
0.6825397,0.0,0.0,0.19251443,0.002971836
0.6984127,0.0,0.0,0.14131095,0.001649211
0.71428573,0.0,0.0,0.10172232,0.0010532627
0.73015875,0.0,0.0,0.07156079,0.0007602353
0.74603176,0.0,0.0,0.048593186,0.00060088193
0.7619048,0.0,0.0,0.031892173,0.0005106143
0.7777778,0.0,0.0,0.020405224,0.00045851848
0.7936508,0.0,0.0,0.012861272,0.00042808458
0.8095238,0.0,0.0,0.008066257,0.00041014256
0.82539684,0.0,0.0,0.0050828066,0.000399493
0.84126985,0.0,0.0,0.0032515135,0.0003931434
0.85714287,0.0,0.0,0.0021359231,0.00038934316
0.8730159,0.0,0.0,0.0014581587,0.00038705897
0.8888889,0.0,0.0,0.0010461714,0.0003856798
0.9047619,0.0,0.0,0.000794461,0.0003848402
0.9206349,0.0,0.0,0.00063966773,0.00038432522
0.93650794,0.0,0.0,0.0005433466,0.0003840055
0.95238096,0.0,0.0,0.00048296712,0.00038380496
0.96825397,0.0,0.0,0.00044484995,0.0003836788
0.984127,0.0,0.0,0.00042205118,0.00038360315
1.0,0.0,0.0,0.00041010045,0.00038356343
0.0,0.015873017,0.0,-0.00048471428,0.00038061358
0.015873017,0.015873017,0.0,-0.00062013604,0.00038016977
0.031746034,0.015873017,0.0,-0.0007260237,0.00037982324
0.04761905,0.015873017,0.0,-0.00079072453,0.00037961183
0.06349207,0.015873017,0.0,-0.0007979069,0.0003795883
0.07936508,0.015873017,0.0,-0.0007250402,0.0003798266
0.0952381,0.015873017,0.0,-0.00054047443,0.0003804308
0.11111111,0.015873017,0.0,-0.00020045973,0.00038154723
0.12698413,0.015873017,0.0,0.00036018156,0.000383398
0.14285715,0.015873017,0.0,0.001238456,0.00038632244
0.15873016,0.015873017,0.0,0.0025822427,0.00039085752
0.17460318,0.015873017,0.0,0.0046246257,0.00039789127
0.1904762,0.015873017,0.0,0.0077374782,0.00040895026
0.20634921,0.015873017,0.0,0.012516787,0.00042676085
0.22222222,0.015873017,0.0,0.01987671,0.0004562935
0.23809524,0.015873017,0.0,0.031076482,0.0005066669
0.25396827,0.015873017,0.0,0.047515266,0.0005944723
0.26984128,0.015873017,0.0,0.07035687,0.00075069064
0.2857143,0.015873017,0.0,0.1006371,0.0010406844
0.3015873,0.015873017,0.0,0.14006521,0.0016257536
0.31746033,0.015873017,0.0,0.18951239,0.0028720608
0.33333334,0.015873017,0.0,0.24739526,0.0054041515
0.34920636,0.015873017,0.0,0.32108492,0.010516375
0.36507937,0.015873017,0.0,0.40355432,0.016966311
0.3809524,0.015873017,0.0,0.48931405,0.0202751
0.3968254,0.015873017,0.0,0.58291626,0.01709943
0.41269842,0.015873017,0.0,0.68545294,0.009254753
0.42857143,0.015873017,0.0,0.7748574,0.004405882
0.44444445,0.015873017,0.0,0.8541989,0.0023279528
0.46031746,0.015873017,0.0,0.9239774,0.0013705312
0.47619048,0.015873017,0.0,0.9712182,0.00096163986
0.4920635,0.015873017,0.0,0.9975706,0.0007977931
0.50793654,0.015873017,0.0,0.99894047,0.00079041766
0.52380955,0.015873017,0.0,0.97268575,0.00095137645
0.53968257,0.015873017,0.0,0.92237425,0.0013872705
0.5555556,0.015873017,0.0,0.8554575,0.002305528
0.5714286,0.015873017,0.0,0.7767626,0.0043360326
0.5873016,0.015873017,0.0,0.6857271,0.009235133
0.6031746,0.015873017,0.0,0.58715224,0.0168132
0.61904764,0.015873017,0.0,0.49395683,0.020286612
0.63492066,0.015873017,0.0,0.40470764,0.017043415
0.6507937,0.015873017,0.0,0.319674,0.010403566
0.6666667,0.015873017,0.0,0.2489254,0.005489629
0.6825397,0.015873017,0.0,0.19248377,0.0029708042
0.6984127,0.015873017,0.0,0.14127703,0.0016485678
0.71428573,0.015873017,0.0,0.10170474,0.0010530589
0.73015875,0.015873017,0.0,0.071552984,0.0007601735
0.74603176,0.015873017,0.0,0.04858982,0.00060086173
0.7619048,0.015873017,0.0,0.03189095,0.000510609
0.7777778,0.015873017,0.0,0.020405343,0.00045851865
0.7936508,0.015873017,0.0,0.012862166,0.000428088
0.8095238,0.015873017,0.0,0.008066883,0.000410145
0.82539684,0.015873017,0.0,0.005083671,0.000399496
0.84126985,0.015873017,0.0,0.0032524671,0.0003931467
0.85714287,0.015873017,0.0,0.0021363702,0.00038934464
0.8730159,0.015873017,0.0,0.0014583971,0.00038705973
0.8888889,0.015873017,0.0,0.0010463502,0.00038568035
0.9047619,0.015873017,0.0,0.0007945504,0.0003848404
0.9206349,0.015873017,0.0,0.00063975714,0.00038432577
0.93650794,0.015873017,0.0,0.0005432572,0.00038400514
0.95238096,0.015873017,0.0,0.0004828181,0.00038380458
0.96825397,0.015873017,0.0,0.00044511817,0.00038367973
0.984127,0.015873017,0.0,0.0004224386,0.00038360423
1.0,0.015873017,0.0,0.00041051768,0.0003835651
0.0,0.031746034,0.0,-0.00048817135,0.0003806022
0.015873017,0.031746034,0.0,-0.00062389113,0.0003801573
0.031746034,0.031746034,0.0,-0.00073046423,0.00037980915
0.04761905,0.031746034,0.0,-0.0007953439,0.00037959666
0.06349207,0.031746034,0.0,-0.0008029435,0.00037957213
0.07936508,0.031746034,0.0,-0.0007300172,0.0003798102
0.0952381,0.031746034,0.0,-0.00054598786,0.00038041276
0.11111111,0.031746034,0.0,-0.00020624138,0.0003815279
0.12698413,0.031746034,0.0,0.00035457872,0.00038337946
0.14285715,0.031746034,0.0,0.0012326743,0.00038630315
0.15873016,0.031746034,0.0,0.0025768485,0.00039083915
0.17460318,0.031746034,0.0,0.004619142,0.00039787218
0.1904762,0.031746034,0.0,0.0077322926,0.0004089317
0.20634921,0.031746034,0.0,0.0125117805,0.00042674178
0.22222222,0.031746034,0.0,0.019871792,0.0004562727
0.23809524,0.031746034,0.0,0.03107207,0.00050664594
0.25396827,0.031746034,0.0,0.047511153,0.0005944474
0.26984128,0.031746034,0.0,0.0703535,0.00075066433
0.2857143,0.031746034,0.0,0.100634776,0.0010406569
0.3015873,0.031746034,0.0,0.14006568,0.0016257629
0.31746033,0.031746034,0.0,0.1895072,0.0028718924
0.33333334,0.031746034,0.0,0.24738742,0.005403712
0.34920636,0.031746034,0.0,0.32113117,0.010520078
0.36507937,0.031746034,0.0,0.40362048,0.016970754
0.3809524,0.031746034,0.0,0.48935863,0.020275302
0.3968254,0.031746034,0.0,0.5829028,0.017100325
0.41269842,0.031746034,0.0,0.68538433,0.0092596635
0.42857143,0.031746034,0.0,0.774842,0.004406449
0.44444445,0.031746034,0.0,0.8542639,0.0023267888
0.46031746,0.031746034,0.0,0.9240302,0.001369984
0.47619048,0.031746034,0.0,0.971235,0.00096152176
0.4920635,0.031746034,0.0,0.9975786,0.000797749
0.50793654,0.031746034,0.0,0.9989662,0.0007902803
0.52380955,0.031746034,0.0,0.97273207,0.0009510549
0.53968257,0.031746034,0.0,0.92240673,0.0013869294
