step,loss_pde,loss_bc,loss_u,loss_q
21250,0.13473888,0.027902793,0.3539593,0.09038057
21500,20.601503,0.027619584,0.3533722,0.087935954
21750,0.09984792,0.027397837,0.35307458,0.08529417
22000,1.5597888,0.027206786,0.35269052,0.08294697
22250,0.17792001,0.026924783,0.35227275,0.08068129
22500,0.03340951,0.026729546,0.35186166,0.07857449
22750,0.10180481,0.026490219,0.3515385,0.07653146
23000,0.4458757,0.026268488,0.35106274,0.07458724
23250,4.3703423,0.026118707,0.35075793,0.07270395
23500,0.37741685,0.025851002,0.3504182,0.07091108
23750,0.7572595,0.025647549,0.3500442,0.06919632
24000,0.08290792,0.025455497,0.34967113,0.06754216
24250,0.09940906,0.025284836,0.34944263,0.06595403
24500,1.2561066,0.025077362,0.34901088,0.06442148
24750,0.06489636,0.024907107,0.34866297,0.062935464
25000,1.1315147,0.02473639,0.34828627,0.061537407
25250,0.7512291,0.024548426,0.3480233,0.06017491
25500,0.3016895,0.024366146,0.34774935,0.058821473
25750,1.1401076,0.024189109,0.3473755,0.057537224
26000,2.7811003,0.024027243,0.3470801,0.056308977
26250,1.9280139,0.02383094,0.3467081,0.055128552
26500,0.1347009,0.023682218,0.3464495,0.05391706
26750,0.47232077,0.023531128,0.34609562,0.052782387
27000,0.21033819,0.023360934,0.34573036,0.051704537
27250,1.692132,0.023212127,0.34551376,0.05069844
27500,2.300053,0.023077192,0.34503454,0.04967404
27750,7.1284204,0.022939969,0.34502855,0.048709165
28000,0.65956444,0.022736497,0.34461543,0.047647495
28250,0.07140322,0.022596478,0.34429944,0.04671024
28500,0.09413424,0.02246721,0.3440607,0.045788966
28750,6.4002676,0.022345686,0.3438089,0.045141067
29000,0.50246096,0.022182118,0.34349778,0.044046998
29250,0.17540325,0.022026474,0.34324235,0.04320159
29500,0.27153692,0.021892473,0.34294972,0.042421136
29750,3.529567,0.02179387,0.34273732,0.04184907
30000,0.117029,0.021638937,0.34249938,0.040849872
30250,0.37514248,0.02152469,0.34210896,0.040123228
30500,0.46418288,0.021386128,0.3420304,0.03937291
30750,0.16855389,0.02127247,0.34175247,0.0386624
31000,0.049598053,0.02115421,0.34149155,0.037971124
31250,4.718596,0.020967793,0.3411032,0.037364297
31500,0.031920567,0.02091462,0.34106433,0.03663724
31750,0.606486,0.020791411,0.34079108,0.035986695
32000,3.5054932,0.020655714,0.34054375,0.03540689
32250,0.033736903,0.020596987,0.3403667,0.034754116
32500,0.40077057,0.02047379,0.34010553,0.034155004
32750,9.240062,0.020350289,0.33992532,0.03357827
33000,0.27286357,0.020285275,0.33968908,0.032987747
33250,0.6583923,0.020203464,0.3394989,0.032443427
33500,0.056044407,0.020077515,0.33926082,0.03187052
33750,0.03011218,0.019983398,0.33906153,0.03133037
34000,1.2814118,0.019916642,0.33877763,0.030827783
34250,0.22251272,0.019802669,0.3385629,0.030299095
34500,0.029706286,0.01969267,0.338381,0.029793097
34750,0.005916323,0.019609468,0.3381333,0.029301587
35000,0.08171118,0.019533547,0.3379133,0.028823402
35250,0.026539398,0.019444447,0.33772424,0.028355945
35500,0.043245118,0.019356862,0.3375119,0.027893908
35750,0.32184875,0.01922755,0.33730218,0.027491063
36000,2.0023198,0.019191658,0.33710754,0.027027356
36250,1.0311981,0.01910436,0.33668324,0.02671411
36500,0.16213226,0.019018494,0.33665055,0.026161663
36750,0.30664545,0.018941985,0.3364719,0.02574745
37000,0.1961631,0.018890297,0.33616653,0.025375076
37250,7.3728323,0.018766701,0.3361294,0.024978425
37500,0.007323596,0.018712455,0.33581,0.02455885
37750,1.5803688,0.01865342,0.33560878,0.024192624
38000,1.5243994,0.018508172,0.33537585,0.023817165
38250,0.24845308,0.018518243,0.33526888,0.023448242
38500,0.30868748,0.018452227,0.3350486,0.023103015
38750,0.0188774,0.018357242,0.33483365,0.022718525
39000,1.6304301,0.018277716,0.33459508,0.022379803
39250,0.2283468,0.018219657,0.33441105,0.022030767
39500,0.32627198,0.018160362,0.3341298,0.02171668
39750,1.2079327,0.01807089,0.33407936,0.021418313
40000,0.54603195,0.018009877,0.33376217,0.021051807
40250,0.8854507,0.01794885,0.33364204,0.020744614
40500,0.8479925,0.017936166,0.3333768,0.020434787
40750,0.33801103,0.017838426,0.3332269,0.020122375
41000,0.21829395,0.017764473,0.33301947,0.019839182
41250,0.07347084,0.017712137,0.3328156,0.019536361
41500,0.110888645,0.017628575,0.33267236,0.019274293
41750,1.3206574,0.017597064,0.33235526,0.019072201
42000,0.016499048,0.017542245,0.33224744,0.018681796
42250,0.026535856,0.017483883,0.33206257,0.018406203
42500,1.5714384,0.017412342,0.33191544,0.018163761
42750,0.05430439,0.017352981,0.3317063,0.017885135
43000,0.03188583,0.017305858,0.33149812,0.017617859
43250,0.6632071,0.01728752,0.3312708,0.017378705
43500,0.050541487,0.017215021,0.331088,0.01711691
43750,1.1065614,0.017174616,0.33083013,0.016915081
44000,1.099322,0.01708664,0.33082065,0.016670024
44250,0.041211095,0.017059864,0.33054402,0.016393118
44500,0.22927324,0.017014476,0.33036625,0.016162828
44750,0.912502,0.016949957,0.3301737,0.015947618
45000,0.022960238,0.016914582,0.32998326,0.015716769
45250,0.16026488,0.016835878,0.32983422,0.01549082
45500,0.01814355,0.016796762,0.3296135,0.015271603
45750,0.23692685,0.016749883,0.32942638,0.015059227
46000,0.21483392,0.016705107,0.32923147,0.014866159
46250,2.7606084,0.016661502,0.32906413,0.014656487
46500,0.054374184,0.01660904,0.32890275,0.014447509
46750,0.51823014,0.016556976,0.32865444,0.014253349
47000,0.76275945,0.016525254,0.32849443,0.014059693
47250,0.13938041,0.01649502,0.32834873,0.013870969
47500,0.15648338,0.016418159,0.32824978,0.013680069
47750,0.71075064,0.01637516,0.3280676,0.013497841
48000,0.07788245,0.016344361,0.32781172,0.013324217
48250,0.8761827,0.01632685,0.32763094,0.013141559
48500,0.01135425,0.016256586,0.32748836,0.012959864
48750,0.94159216,0.016212942,0.32725644,0.012819061
49000,0.038204886,0.016172366,0.3271373,0.0126209045
49250,0.24712646,0.016141431,0.3269887,0.012471033
49500,0.66936296,0.01609642,0.32673088,0.012297283
49750,0.10089247,0.016045475,0.32661214,0.012127182
50000,0.21984991,0.016017862,0.32646462,0.011976851
50250,0.12559192,0.01597099,0.3263423,0.011812313
50500,0.0031184438,0.015927816,0.3261058,0.011658587
50750,0.039082177,0.015896063,0.3259195,0.011514031
51000,0.03807924,0.015851224,0.32577094,0.011359615
51250,0.25239676,0.015791595,0.32560584,0.01122305
51500,0.30686268,0.01578156,0.32539818,0.011075548
51750,0.31346107,0.01572788,0.32524437,0.010927116
52000,0.0119410455,0.015691722,0.3251081,0.010791349
52250,1.4051697,0.015671775,0.3248749,0.010657648
52500,0.3335652,0.015618085,0.3247707,0.010511784
52750,0.31497934,0.015588675,0.3245889,0.010383335
53000,3.863304,0.015551465,0.32441512,0.0102606835
53250,0.26648942,0.015514432,0.32423484,0.010124803
53500,3.5027359,0.015472169,0.32403383,0.010015938
53750,0.32056117,0.015449744,0.32384562,0.009879297
54000,0.17538588,0.015413176,0.3237899,0.009751789
54250,0.6180079,0.015344203,0.32357877,0.009643368
54500,0.65389055,0.015336662,0.32348722,0.009510379
54750,0.139087,0.015304954,0.32329586,0.0093927225
55000,0.049120534,0.015256116,0.32312065,0.009277841
55250,0.04953645,0.015238495,0.3229751,0.009162712
55500,0.70735013,0.015226075,0.32277593,0.009090954
55750,0.057693962,0.015182857,0.3226225,0.008969598
56000,0.18354739,0.015127795,0.32246315,0.008835616
56250,0.18164472,0.015106171,0.3223061,0.008728081
56500,0.39203846,0.015135208,0.32204273,0.008799886
56750,0.029423833,0.015033614,0.321995,0.008520422
57000,0.047840226,0.015017345,0.32185763,0.0084206415
57250,0.09572511,0.01497591,0.32169572,0.008322507
57500,0.22522908,0.0149305705,0.32153797,0.008239475
57750,0.29711506,0.014926952,0.32131392,0.00815155
58000,0.2210557,0.0148821175,0.32124636,0.008027519
58250,0.15561996,0.014863496,0.32106227,0.007937368
58500,0.48760644,0.01484165,0.3209177,0.007845603
58750,0.015708895,0.014800145,0.32076338,0.0077483575
59000,0.010349388,0.014763925,0.3206096,0.007659651
59250,0.0063441684,0.014730163,0.3204584,0.0075710416
59500,0.0791598,0.014716139,0.3202919,0.0074937535
59750,0.33573762,0.014705238,0.3200715,0.007424019
60000,0.37634462,0.014651077,0.32000837,0.0073153027
60250,0.5916646,0.014626267,0.3198535,0.007237518
60500,0.2587308,0.014585743,0.31970087,0.007147842
60750,0.06634501,0.014575553,0.31953177,0.0070735323
61000,0.2246599,0.014504106,0.31951132,0.0070237857
61250,0.007730643,0.0145038655,0.3192478,0.0069062747
61500,0.032517593,0.014473929,0.31912106,0.006827345
61750,0.0361126,0.014450777,0.31894886,0.006754836
62000,0.14874633,0.01438515,0.31880367,0.0067273024
62250,0.027755663,0.014390363,0.3186284,0.0066033266
62500,0.053145718,0.014371706,0.3184905,0.0065577244
62750,0.05903593,0.014345369,0.3183651,0.0064555397
63000,0.1421638,0.014299017,0.31831488,0.006396225
63250,0.078677654,0.014278135,0.3180939,0.0063200607
63500,0.8487549,0.014213418,0.31791347,0.0062552835
63750,0.23810121,0.014224082,0.31777576,0.0061780983
64000,0.21482132,0.014226735,0.3177357,0.006120323
64250,0.0006335315,0.014176317,0.31749737,0.006040719
64500,0.08795177,0.014158639,0.31736374,0.0059807748
64750,0.582242,0.014116368,0.31715158,0.005915912
65000,0.2517693,0.014082908,0.31697753,0.0058529973
65250,0.21216749,0.014060672,0.31693798,0.0057953587
65500,0.028203556,0.01404509,0.31678402,0.0057228566
65750,1.7426792,0.014014149,0.31665283,0.005667744
66000,0.09786819,0.013995383,0.31650102,0.0056025037
66250,0.0029732129,0.013970646,0.31635782,0.005542902
66500,0.03516035,0.013937336,0.31623092,0.0054844595
66750,0.010468471,0.013913364,0.31606835,0.0054260804
67000,0.012903662,0.013889427,0.31594282,0.0053684344
67250,1.2808135,0.013910331,0.31574738,0.0053295745
67500,0.0808786,0.01384635,0.31568438,0.005258807
67750,0.01680458,0.013823692,0.31552312,0.005201296
68000,0.4198689,0.013843122,0.31534332,0.005173868
68250,0.06312604,0.013772271,0.31524265,0.0050982754
68500,0.3212858,0.013730545,0.31509256,0.005043621
68750,0.3832076,0.013732713,0.31499234,0.0049879006
69000,0.26629344,0.013706965,0.3148512,0.0049379156
69250,0.001091994,0.013678529,0.31469426,0.0048813145
69500,0.1876226,0.013652525,0.314589,0.0048324834
69750,0.091523,0.013631489,0.31442168,0.004785703
70000,0.9366866,0.013604071,0.3142985,0.0047368105
70250,0.0028148026,0.013581932,0.31416157,0.004684059
70500,0.07166392,0.013558948,0.31401742,0.004634799
70750,0.06333358,0.013532778,0.31387365,0.0045867707
71000,0.0065733804,0.013514097,0.3137615,0.0045399503
71250,0.6782131,0.013487204,0.313614,0.0044960617
71500,0.048701193,0.013473621,0.31351474,0.004447062
71750,0.05306022,0.013436918,0.31335476,0.0044008777
72000,0.37201682,0.013424954,0.31319964,0.0043662433
72250,0.014831346,0.013406362,0.31309715,0.004313095
72500,0.052358583,0.013399187,0.3129448,0.004308366
72750,0.0065441355,0.013352411,0.3128349,0.00422201
73000,0.007065089,0.013332587,0.31271222,0.0041821413
73250,0.0034144302,0.013309135,0.3125756,0.0041380627
73500,0.06268473,0.013294417,0.31243032,0.004098344
73750,0.012767305,0.013268661,0.31232545,0.0040560537
74000,0.0124809975,0.013248093,0.3121885,0.0040165186
74250,0.2563336,0.013219851,0.31204122,0.0039775404
74500,0.33061284,0.013202741,0.31195492,0.0039374917
74750,0.34050864,0.013179784,0.31178856,0.0038985189
75000,0.00049044675,0.01316073,0.31167498,0.003857377
75250,0.16295524,0.013142597,0.311525,0.0038315202
75500,0.4020283,0.013116902,0.31142986,0.0037843613
75750,0.00047421886,0.013093805,0.3112905,0.0037457414
76000,0.143588,0.013084965,0.31117174,0.0037103577
76250,0.071911484,0.013038481,0.31098813,0.0036731826
76500,0.16054216,0.013040061,0.31093818,0.0036380403
76750,0.14466168,0.01299534,0.31079215,0.0036161742
77000,0.03913046,0.012983382,0.31065348,0.0035654132
77250,0.09864599,0.012972288,0.3105281,0.0035301342
77500,0.4140001,0.012958021,0.3103879,0.0035049834
77750,0.094398744,0.012931867,0.3102867,0.0034648876
78000,0.04769418,0.012911961,0.31015083,0.0034360767
78250,0.005921861,0.012881939,0.31003213,0.0033955483
78500,0.108763844,0.012874284,0.30991518,0.003365629
78750,0.024178235,0.012846809,0.3097751,0.0033316938
79000,0.098623015,0.012820666,0.30966333,0.0033017565
79250,0.13511513,0.012782967,0.3095199,0.0032706554
79500,0.06014747,0.0127842855,0.30942374,0.0032378598
79750,0.39435408,0.01277279,0.3092933,0.003209293
80000,0.32262385,0.012739817,0.30917278,0.0031777252
80250,0.39852253,0.012745023,0.309062,0.0031692286
80500,0.016042965,0.012708667,0.30893242,0.0031182724
80750,0.17107321,0.012686117,0.30887696,0.0030937619
81000,0.123402685,0.012673175,0.3086894,0.0030605434
81250,0.049079727,0.012646366,0.30856618,0.0030309712
81500,0.18023364,0.012625258,0.30842942,0.003005327
81750,0.0018483065,0.012605536,0.30833206,0.0029742047
82000,0.0015561455,0.012591002,0.3082099,0.0029496711
82250,0.011012948,0.0125618735,0.30809987,0.0029220649
82500,0.008420033,0.012550168,0.3079843,0.0028941552
82750,0.00056185754,0.01253449,0.30785874,0.0028664053
83000,0.025256416,0.012511414,0.30774355,0.002841266
83250,0.038412955,0.012486781,0.30764148,0.00282069
83500,0.0872917,0.01247592,0.30750445,0.0027905079
83750,0.10770849,0.01246413,0.30737868,0.0027697196
84000,0.6169868,0.012453575,0.3072225,0.0027626627
84250,0.0020630597,0.012419918,0.30715322,0.0027169427
84500,0.21482132,0.012422314,0.30704528,0.0027018455
84750,0.0085132895,0.012385995,0.30692494,0.0026676278
85000,0.41011423,0.0123633435,0.30682597,0.002647758
85250,0.33370006,0.012394657,0.3067244,0.0026412741
85500,0.03349827,0.0123325465,0.30654442,0.0025998186
85750,0.00883045,0.012308679,0.30646005,0.002574771
86000,0.0018908477,0.012291894,0.30634537,0.0025513773
86250,0.0014226079,0.012272968,0.30623177,0.0025301848
86500,0.023829348,0.012248481,0.30611837,0.0025094422
86750,0.01448128,0.012230132,0.30602005,0.002487133
87000,0.074197814,0.012220046,0.30589607,0.002465317
87250,0.21684103,0.012205235,0.30570966,0.0024478273
87500,0.070186876,0.012204881,0.30565372,0.0024384256
87750,0.002745003,0.01216841,0.30554718,0.0024023
88000,0.020520477,0.012140894,0.30542922,0.0023812498
88250,0.09002434,0.01212906,0.30533183,0.0023596939
88500,0.0004310926,0.012108918,0.30521843,0.0023410306
88750,0.033038225,0.012091338,0.30509716,0.0023217874
89000,0.16823372,0.012068545,0.3049973,0.002303938
89250,0.02001936,0.012072196,0.30487013,0.0022936638
89500,0.081079766,0.0120459795,0.30476955,0.0022639637
89750,0.16039339,0.012016343,0.30466968,0.002245387
90000,0.0047378996,0.011999017,0.30455664,0.0022269115
90250,0.04125116,0.01200013,0.30444202,0.0022085747
90500,0.014749093,0.011978026,0.3043283,0.0021892362
90750,0.22895819,0.011944366,0.3042265,0.0021784876
91000,0.13887613,0.011944001,0.30413762,0.0021616127
91250,0.0031433091,0.011919804,0.3040002,0.0021340013
91500,0.012478538,0.01190751,0.30389482,0.002117857
91750,0.022911873,0.0118802,0.30379063,0.002100214
92000,0.10378617,0.011850705,0.30361938,0.0020848385
92250,0.03876204,0.011845639,0.3035767,0.0020691943
92500,0.0007388937,0.01183412,0.30346403,0.0020482512
92750,0.01506001,0.011823711,0.30334717,0.0020341335
93000,0.10138666,0.011818046,0.30324516,0.0020197728
93250,0.0030023896,0.011793237,0.30314243,0.0020024267
93500,0.019869823,0.011773698,0.3030426,0.0019843318
93750,0.7633874,0.011751737,0.30292058,0.0019831345
94000,0.011459109,0.011733816,0.3028208,0.0019528025
94250,0.14344311,0.011741918,0.30274764,0.0019463341
94500,0.12838699,0.011717672,0.3026082,0.0019259481
94750,0.07705433,0.011696336,0.30248335,0.0019085974
95000,0.05812347,0.011682596,0.30239204,0.0018998695
95250,0.017297352,0.011663569,0.30229247,0.0018766504
95500,0.043618824,0.011638927,0.3021863,0.001859702
95750,0.0016596988,0.011624782,0.30208507,0.001845936
96000,0.018362837,0.011605217,0.30197445,0.0018317626
96250,0.02810659,0.011587957,0.30186385,0.0018173135
96500,0.008333142,0.011573959,0.301762,0.0018037951
96750,0.09504879,0.011557231,0.3016733,0.0017901836
97000,0.067528285,0.011549311,0.30156726,0.0017763247
97250,0.23697546,0.011524558,0.3014725,0.001766241
97500,0.01006474,0.011509398,0.3013638,0.0017489003
97750,0.6072467,0.011491013,0.3012542,0.0017439028
98000,0.003039487,0.011478242,0.30115008,0.0017215874
98250,0.1578209,0.01145949,0.3010505,0.0017120669
98500,0.41778308,0.011439028,0.30096027,0.0017036078
98750,0.21922682,0.0114576,0.30078104,0.0017013318
99000,0.12102936,0.011414995,0.3007556,0.0016725673
99250,0.053020544,0.01140878,0.30062145,0.0016611471
99500,0.0035088025,0.011380269,0.30054688,0.0016476597
99750,0.29009902,0.011364238,0.30042964,0.001634758
100000,0.6905627,0.011370521,0.300361,0.0016369164
