# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.825260184705257416e-02 1.149355918169021606e-01 1.629245430231094360e-01 2.988789463415741920e-03 9.813689440488815308e-02 1.689341478049755096e-02 1.149355918169021606e-01 1.629245430231094360e-01 2.988789463415741920e-03 9.813689440488815308e-02 1.240220665931701660e+00
1.000000000000000000e+03 7.211114745587110519e-03 2.609836310148239136e-02 2.047127671539783478e-02 1.056068344041705132e-03 3.702548146247863770e-02 6.863545626401901245e-03 2.609836310148239136e-02 2.047127671539783478e-02 1.056068344041705132e-03 3.702548146247863770e-02 6.032876968383789062e-01
2.000000000000000000e+03 8.937290986068546772e-04 2.586092799901962280e-02 1.125667616724967957e-02 8.605386829003691673e-04 2.686441875994205475e-02 8.427791763097047806e-04 2.586092799901962280e-02 1.125667616724967957e-02 8.605386829003691673e-04 2.686441875994205475e-02 5.392562150955200195e-01
3.000000000000000000e+03 8.132504299283027649e-04 2.562800608575344086e-02 9.531411342322826385e-03 7.663166616111993790e-04 2.501413598656654358e-02 7.357331924140453339e-04 2.562800608575344086e-02 9.531411342322826385e-03 7.663166616111993790e-04 2.501413598656654358e-02 5.265691876411437988e-01
4.000000000000000000e+03 6.238541682250797749e-04 2.562943845987319946e-02 8.841520175337791443e-03 6.604625377804040909e-04 2.206693962216377258e-02 5.453672492876648903e-04 2.562943845987319946e-02 8.841520175337791443e-03 6.604625377804040909e-04 2.206693962216377258e-02 5.186138749122619629e-01
5.000000000000000000e+03 1.330431899987161160e-03 2.517679706215858459e-02 7.958293892443180084e-03 5.738332401961088181e-04 2.376578189432621002e-02 1.173967262730002403e-03 2.517679706215858459e-02 7.958293892443180084e-03 5.738332401961088181e-04 2.376578189432621002e-02 5.142158269882202148e-01
6.000000000000000000e+03 4.413381684571504593e-04 2.514283917844295502e-02 7.945296354591846466e-03 4.773982509505003691e-04 2.126719616353511810e-02 4.384543281048536301e-04 2.514283917844295502e-02 7.945296354591846466e-03 4.773982509505003691e-04 2.126719616353511810e-02 5.103467702865600586e-01
7.000000000000000000e+03 3.082271665334701538e-03 2.471653744578361511e-02 7.525186520069837570e-03 8.405486587435007095e-04 2.354930154979228973e-02 3.127550007775425911e-03 2.471653744578361511e-02 7.525186520069837570e-03 8.405486587435007095e-04 2.354930154979228973e-02 5.118848681449890137e-01
8.000000000000000000e+03 3.546402149368077517e-04 2.474638074636459351e-02 7.828566245734691620e-03 4.563704133033752441e-04 2.027921006083488464e-02 3.626350080594420433e-04 2.474638074636459351e-02 7.828566245734691620e-03 4.563704133033752441e-04 2.027921006083488464e-02 5.062362551689147949e-01
9.000000000000000000e+03 3.576628514565527439e-04 2.429669536650180817e-02 7.664128672331571579e-03 4.532551101874560118e-04 1.993132941424846649e-02 3.707105934154242277e-04 2.429669536650180817e-02 7.664128672331571579e-03 4.532551101874560118e-04 1.993132941424846649e-02 5.018116235733032227e-01
1.000000000000000000e+04 1.224269866943359375e-01 2.282751537859439850e-02 7.559077348560094833e-03 6.620924919843673706e-03 2.106484398245811462e-02 1.210265532135963440e-01 2.282751537859439850e-02 7.559077348560094833e-03 6.620924919843673706e-03 2.106484398245811462e-02 5.043532252311706543e-01
1.100000000000000000e+04 1.279957708902657032e-03 8.077135309576988220e-03 5.816900637000799179e-03 2.393293689237907529e-04 1.210970338433980942e-02 1.479005673900246620e-03 8.077135309576988220e-03 5.816900637000799179e-03 2.393293689237907529e-04 1.210970338433980942e-02 3.728426098823547363e-01
1.200000000000000000e+04 1.801447942852973938e-02 5.595736671239137650e-03 5.071976222097873688e-03 3.698286134749650955e-03 9.725671261548995972e-03 1.912883855402469635e-02 5.595736671239137650e-03 5.071976222097873688e-03 3.698286134749650955e-03 9.725671261548995972e-03 3.377453088760375977e-01
1.300000000000000000e+04 4.244374867994338274e-04 3.551146714016795158e-03 4.794842097908258438e-03 1.293303212150931358e-04 7.299106102436780930e-03 5.147993797436356544e-04 3.551146714016795158e-03 4.794842097908258438e-03 1.293303212150931358e-04 7.299106102436780930e-03 2.952434718608856201e-01
1.400000000000000000e+04 2.751200227066874504e-03 3.075367538258433342e-03 4.643098916858434677e-03 5.271992995403707027e-04 7.079894188791513443e-03 2.603252418339252472e-03 3.075367538258433342e-03 4.643098916858434677e-03 5.271992995403707027e-04 7.079894188791513443e-03 2.841539382934570312e-01
