x,y,u_pred,q_pred
0.0,0.0,-0.3459984064102173,-0.6835708618164062
0.010101010101010102,0.0,-0.33930253982543945,-0.37773895263671875
0.020202020202020204,0.0,-0.3318619728088379,-0.09584808349609375
0.030303030303030304,0.0,-0.3236684799194336,0.15892982482910156
0.04040404040404041,0.0,-0.3147118091583252,0.3850593566894531
0.05050505050505051,0.0,-0.3049805164337158,0.5821113586425781
0.06060606060606061,0.0,-0.29446375370025635,0.7504844665527344
0.07070707070707072,0.0,-0.28314805030822754,0.8909339904785156
0.08080808080808081,0.0,-0.2710222005844116,1.0041236877441406
0.09090909090909091,0.0,-0.25808048248291016,1.0903091430664062
0.10101010101010102,0.0,-0.24431610107421875,1.1490974426269531
0.11111111111111112,0.0,-0.2297302484512329,1.1792736053466797
0.12121212121212122,0.0,-0.2143312692642212,1.1788043975830078
0.13131313131313133,0.0,-0.19813525676727295,1.144948959350586
0.14141414141414144,0.0,-0.18116414546966553,1.074605941772461
0.15151515151515152,0.0,-0.16344785690307617,0.9647960662841797
0.16161616161616163,0.0,-0.14502084255218506,0.8132915496826172
0.17171717171717174,0.0,-0.12592482566833496,0.6194286346435547
0.18181818181818182,0.0,-0.1062014102935791,0.3849048614501953
0.19191919191919193,0.0,-0.08589386940002441,0.11444854736328125
0.20202020202020204,0.0,-0.06504702568054199,-0.18344879150390625
0.21212121212121213,0.0,-0.04370307922363281,-0.49641990661621094
0.22222222222222224,0.0,-0.02191007137298584,-0.8085479736328125
0.23232323232323235,0.0,0.00028777122497558594,-1.1012954711914062
0.24242424242424243,0.0,0.022838115692138672,-1.3554153442382812
0.25252525252525254,0.0,0.04568338394165039,-1.5529556274414062
0.26262626262626265,0.0,0.06876659393310547,-1.6798114776611328
0.27272727272727276,0.0,0.09202992916107178,-1.7279548645019531
0.2828282828282829,0.0,0.11541879177093506,-1.6972808837890625
0.29292929292929293,0.0,0.1388840675354004,-1.5971660614013672
0.30303030303030304,0.0,0.1623849868774414,-1.4474601745605469
0.31313131313131315,0.0,0.18588590621948242,-1.2786235809326172
0.32323232323232326,0.0,0.20935559272766113,-1.129307746887207
0.33333333333333337,0.0,0.2327641248703003,-1.0401887893676758
0.3434343434343435,0.0,0.25608110427856445,-1.043431282043457
0.3535353535353536,0.0,0.2792607545852661,-1.1507329940795898
0.36363636363636365,0.0,0.3022451400756836,-1.3463678359985352
0.37373737373737376,0.0,0.32497119903564453,-1.5919733047485352
0.38383838383838387,0.0,0.34737539291381836,-1.8442468643188477
0.393939393939394,0.0,0.3694068193435669,-2.076064109802246
0.4040404040404041,0.0,0.3910050392150879,-2.2851057052612305
0.4141414141414142,0.0,0.412106990814209,-2.4817113876342773
0.42424242424242425,0.0,0.43263673782348633,-2.664706230163574
0.43434343434343436,0.0,0.45252716541290283,-2.8050947189331055
0.4444444444444445,0.0,0.4717170000076294,-2.8490419387817383
0.4545454545454546,0.0,0.4901607036590576,-2.738835334777832
0.4646464646464647,0.0,0.5078263282775879,-2.4443750381469727
0.4747474747474748,0.0,0.524694561958313,-1.9939851760864258
0.48484848484848486,0.0,0.5407675504684448,-1.4914770126342773
0.494949494949495,0.0,0.5560657978057861,-1.1008577346801758
0.5050505050505051,0.0,0.5706017017364502,-0.9854669570922852
0.5151515151515152,0.0,0.584352970123291,-1.2175283432006836
0.5252525252525253,0.0,0.5972516536712646,-1.7118959426879883
0.5353535353535354,0.0,0.6092171669006348,-2.2256269454956055
0.5454545454545455,0.0,0.6201672554016113,-2.4012584686279297
0.5555555555555556,0.0,0.6300382614135742,-1.8666629791259766
0.5656565656565657,0.0,0.6388270854949951,-0.4495716094970703
0.5757575757575758,0.0,0.6466147899627686,1.5999088287353516
0.5858585858585859,0.0,0.6535320281982422,3.6273245811462402
0.595959595959596,0.0,0.659665584564209,4.8625922203063965
0.6060606060606061,0.0,0.6650094985961914,4.80485200881958
0.6161616161616162,0.0,0.6694636344909668,3.550265312194824
