epoch,total,pde,ic,bc,loss_u,loss_k
19,0.14044860005378723,0.014500369317829609,0.06971979141235352,0.004119485151022673,0.050712645053863525,0.0013962916564196348
20,0.1288827806711197,0.008386831730604172,0.06771664321422577,0.0036329657305032015,0.04779357090592384,0.0013527777045965195
21,0.16396471858024597,0.042257703840732574,0.06821861118078232,0.018857277929782867,0.0334453210234642,0.001185799017548561
22,0.11579316854476929,0.0031644832342863083,0.0653238594532013,0.005565013736486435,0.04045481234788895,0.0012849911581724882
23,0.10865052044391632,0.004754720255732536,0.06578274071216583,0.002976927673444152,0.033883269876241684,0.001252862042747438
24,0.10292371362447739,0.005040121264755726,0.06444236636161804,0.0011921183904632926,0.031030187383294106,0.0012189240660518408
25,0.09705334156751633,0.007109412457793951,0.06035406142473221,0.0027602280024439096,0.025678303092718124,0.0011513285571709275
26,0.09079641848802567,0.008391001261770725,0.05574774369597435,0.0011297694873064756,0.024421002715826035,0.001106893178075552
27,0.0834072083234787,0.008522875607013702,0.04644764959812164,0.004586345981806517,0.02291090041399002,0.0009394345106557012
28,0.09400033950805664,0.007450130768120289,0.05591830238699913,0.004419657401740551,0.02530369907617569,0.0009085541823878884
29,0.08148228377103806,0.007865861058235168,0.0475262850522995,0.003112966427579522,0.022050822153687477,0.0009263471583835781
30,0.0798814594745636,0.007167247589677572,0.04780806973576546,0.003910432569682598,0.020076217129826546,0.0009194894810207188
31,0.07694517076015472,0.0065036495216190815,0.04581577330827713,0.004088142886757851,0.01966984011232853,0.0008677665027789772
32,0.07644156366586685,0.006030966993421316,0.045254334807395935,0.004744064062833786,0.019574875012040138,0.0008373226155526936
33,0.07523896545171738,0.004734924994409084,0.044365204870700836,0.005850587505847216,0.019505707547068596,0.0007825392531231046
34,0.07354248315095901,0.0031552580185234547,0.04366996884346008,0.006324694026261568,0.01967308297753334,0.0007194773643277586
35,0.07132507115602493,0.0029752803966403008,0.04295516014099121,0.005309040658175945,0.01939995028078556,0.0006856415420770645
36,0.06952052563428879,0.0033522278536111116,0.04188258945941925,0.004381849896162748,0.019246475771069527,0.0006573831778950989
37,0.06836184859275818,0.0030985698103904724,0.04151828587055206,0.003732105251401663,0.01937294565141201,0.0006399417179636657
38,0.06568499654531479,0.0029635215178132057,0.039511729031801224,0.003723327536135912,0.018907709047198296,0.0005787075497210026
39,0.06375426799058914,0.0037106643430888653,0.03691977635025978,0.004231124650686979,0.018396565690636635,0.0004961343947798014
40,0.06081137806177139,0.006203272845596075,0.03340998291969299,0.004324524663388729,0.016488218680024147,0.00038538279477506876
41,0.06207246705889702,0.010770762339234352,0.031941961497068405,0.0027415191289037466,0.01637028157711029,0.0002479387621860951
42,0.05862041562795639,0.007615725509822369,0.032023366540670395,0.0028125327080488205,0.015855053439736366,0.0003137360909022391
43,0.05603501573204994,0.009441051632165909,0.030326809734106064,0.002034091157838702,0.013943242840468884,0.00028982170624658465
44,0.05458514764904976,0.012496741488575935,0.025705570355057716,0.004096932243555784,0.012038269080221653,0.000247633463004604
45,0.05459897592663765,0.012141253799200058,0.02697620913386345,0.0032544361893087626,0.011995377950370312,0.00023169827181845903
46,0.05300657078623772,0.012263852171599865,0.026032637804746628,0.0026981348637491465,0.011772586964070797,0.00023935716308187693
47,0.051603756844997406,0.01027898583561182,0.02658781036734581,0.0026488781441003084,0.011849681846797466,0.0002383990358794108
48,0.04639170318841934,0.007395402994006872,0.026365108788013458,0.0013983804965391755,0.011057424359023571,0.0001753859396558255
49,0.04189712181687355,0.005235049873590469,0.023596107959747314,0.0020900785457342863,0.01087888516485691,9.700261580292135e-05
50,0.03800033777952194,0.006600230000913143,0.021382946521043777,0.0005152318044565618,0.009428545832633972,7.337905117310584e-05
51,0.04732067510485649,0.009338447824120522,0.018988855183124542,0.010416839271783829,0.008498233743011951,7.82992210588418e-05
52,0.035429783165454865,0.006692169234156609,0.019122449681162834,0.001405808376148343,0.00813464354723692,7.47094236430712e-05
53,0.033181268721818924,0.005538946017622948,0.017218373715877533,0.0020623879972845316,0.008294353261590004,6.720829696860164e-05
54,0.031990066170692444,0.006568817421793938,0.015817515552043915,0.0020208903588354588,0.007521326653659344,6.151641719043255e-05
55,0.030227426439523697,0.007132229395210743,0.014171603135764599,0.0017793853767216206,0.007084785029292107,5.942396819591522e-05
56,0.03712166100740433,0.010556845925748348,0.012328434735536575,0.00512109836563468,0.009043838828802109,7.144252595026046e-05
57,0.027819551527500153,0.008074173703789711,0.011867260560393333,0.0012040497967973351,0.006612670142203569,6.139874312793836e-05
58,0.026469530537724495,0.01034252718091011,0.008767945691943169,0.0015604074578732252,0.00573059543967247,6.805603334214538e-05
59,0.024500012397766113,0.009301530197262764,0.008564080111682415,0.001603247132152319,0.0049652718007564545,6.588290125364438e-05
60,0.023695260286331177,0.007679387461394072,0.009539715014398098,0.0007285539177246392,0.005675531458109617,7.20737298252061e-05
61,0.021845487877726555,0.007770088966935873,0.00798842590302229,0.001068074838258326,0.004946164786815643,7.273511437233537e-05
62,0.021113738417625427,0.008146984502673149,0.007321581244468689,0.001048089237883687,0.0045227548107504845,7.43272466934286e-05
63,0.020617760717868805,0.00761902192607522,0.007021842524409294,0.0012391391210258007,0.0046611749567091465,7.658263348275796e-05
64,0.020308474078774452,0.007121807895600796,0.007349265739321709,0.0010924359085038304,0.004667674191296101,7.729098433628678e-05
65,0.019997473806142807,0.006764885038137436,0.0073618656024336815,0.0011263121850788593,0.004665848799049854,7.856355659896508e-05
66,0.019098829478025436,0.005742436740547419,0.0075448667630553246,0.0010373806580901146,0.004695396404713392,7.874931179685518e-05
67,0.01777416653931141,0.004555187188088894,0.007519407197833061,0.0007870408007875085,0.0048340302892029285,7.850203837733716e-05
68,0.01664062589406967,0.003931744489818811,0.007310383953154087,0.0006231192382983863,0.004697725176811218,7.765287591610104e-05
69,0.015305353328585625,0.003260122612118721,0.006841056514531374,0.000323125917930156,0.0048015727661550045,7.947537960717455e-05
70,0.013566934503614902,0.0031582640949636698,0.005410950630903244,0.0005359288770705462,0.004379728343337774,8.206313941627741e-05
71,0.012512831017374992,0.0027115154080092907,0.004704252816736698,0.0003819720586761832,0.004627781920135021,8.73084063641727e-05
72,0.011836608871817589,0.002288272138684988,0.003447864670306444,0.0008990986389108002,0.005108037497848272,9.333549678558484e-05
73,0.01137037668377161,0.0019923155196011066,0.0034566407557576895,0.0005367346457205713,0.005288129206746817,9.655676694819704e-05
74,0.011058074422180653,0.0018069373909384012,0.0035163061693310738,0.0005624532932415605,0.0050757103599607944,9.66678126133047e-05
75,0.01054165419191122,0.0015684462850913405,0.0036466210149228573,0.0005235855933278799,0.0047034346498548985,9.956658323062584e-05
76,0.01038216520100832,0.0016338462010025978,0.003534554038196802,0.000421997596276924,0.0046908254735171795,0.00010094155732076615
77,0.010158046148717403,0.001871367683634162,0.0031141454819589853,0.00033480089041404426,0.004734010901302099,0.00010372149699833244
78,0.009855941869318485,0.0019698922988027334,0.0028678143862634897,0.00020188440976198763,0.004712032154202461,0.0001043182346620597
79,0.009569525718688965,0.0019683586433529854,0.002677670679986477,0.00017939061217475682,0.004640515428036451,0.00010359135922044516
80,0.00919699389487505,0.0017721776384860277,0.002259599743410945,0.0001705152099020779,0.004892746917903423,0.00010195439972449094
81,0.00862230733036995,0.001460541388951242,0.001952018472366035,5.873517511645332e-05,0.005050980020314455,0.00010003211355069652
82,0.008204340003430843,0.0012331627076491714,0.0016252767527475953,1.8221053323941305e-05,0.005227101035416126,0.00010057846520794556
83,0.00800710916519165,0.0011646519415080547,0.0016247864114120603,1.5889723727013916e-05,0.005100918933749199,0.00010086256952490658
84,0.007917124778032303,0.0010887186508625746,0.0016336779808625579,2.081865386571735e-05,0.005072619300335646,0.00010129065049113706
85,0.007862105965614319,0.001029709237627685,0.0017210176447406411,2.1538324290304445e-05,0.0049894112162292,0.00010042999201687053
86,0.007821469567716122,0.0009837299585342407,0.0016865667421370745,1.851767228799872e-05,0.005032356828451157,0.00010029794066213071
87,0.007766784634441137,0.0009466638439334929,0.0016005141660571098,1.5454970707651228e-05,0.005104338750243187,9.98131072265096e-05
88,0.007725720293819904,0.0008621197775937617,0.001587719307281077,1.810453068173956e-05,0.005159011576324701,9.876479452941567e-05
89,0.0076493918895721436,0.0008120033307932317,0.001570782158523798,1.3834275705448817e-05,0.005155132617801428,9.763940033735707e-05
90,0.007473751436918974,0.0006637086044065654,0.0015918385470286012,1.3258741091703996e-05,0.005110096652060747,9.48490051086992e-05
91,0.007286402862519026,0.0005348310805857182,0.001863621175289154,1.7522341295261867e-05,0.004779134877026081,9.129323007073253e-05
92,0.00722994189709425,0.0005507735768333077,0.0018278694478794932,8.293975406559184e-05,0.00467927660793066,8.908225572668016e-05
93,0.0073140156455338,0.00041228567715734243,0.0022344475146383047,0.00012823514407500625,0.004451860208064318,8.71870361152105e-05
94,0.007204452529549599,0.0004922503139823675,0.0019440947799012065,8.25009701657109e-05,0.00459717120975256,8.843550313031301e-05
95,0.007177159655839205,0.0005781969521194696,0.0021161725744605064,6.628259870922193e-05,0.004327281843870878,8.922559936763719e-05
96,0.007125593721866608,0.0005435810890048742,0.002067908877506852,6.808193575125188e-05,0.0043573989532887936,8.862266258802265e-05
97,0.007073455024510622,0.0005446241702884436,0.0020433333702385426,7.234536315081641e-05,0.004325271584093571,8.788063860265538e-05
98,0.007013336289674044,0.0005829522269777954,0.0020155797246843576,6.803874566685408e-05,0.004259484354406595,8.728112152311951e-05
99,0.006965579465031624,0.0006155185401439667,0.0019920826889574528,6.24354652245529e-05,0.004208488389849663,8.705464279046282e-05
100,0.006792140658944845,0.0006325010326690972,0.0018596876179799438,6.0634149122051895e-05,0.004153156187385321,8.616183913545683e-05
101,0.006309585180133581,0.0007586916326545179,0.0016007095109671354,3.481796375126578e-05,0.003832023125141859,8.334276208188385e-05
102,0.00617235666140914,0.0008199831936508417,0.0012891035294160247,4.507714766077697e-05,0.0039358618669211864,8.233123662648723e-05
103,0.006036846432834864,0.0008875195635482669,0.0014435547636821866,9.492106619291008e-05,0.0035303758922964334,8.047510345932096e-05
104,0.006017028819769621,0.0009702772949822247,0.0015841431450098753,2.0814710296690464e-05,0.003360892878845334,8.090061601251364e-05
105,0.005887134000658989,0.000987824285402894,0.0014858468202874064,4.5279917685547844e-05,0.0032885149121284485,7.966835255501792e-05
106,0.0058528645895421505,0.0010916086612269282,0.001395653234794736,7.599293167004362e-05,0.003210819326341152,7.87905155448243e-05
107,0.005829600617289543,0.0011522502172738314,0.0013679689727723598,7.114313484635204e-05,0.003159584477543831,7.865393126849085e-05
108,0.005806871224194765,0.0012822563294321299,0.0013128051068633795,6.739918899256736e-05,0.0030661143828183413,7.829628884792328e-05
109,0.00579071557149291,0.0013630681205540895,0.0012775136856362224,6.730361928930506e-05,0.00300468597561121,7.814419222995639e-05
110,0.005752678029239178,0.0015026205219328403,0.0012086278293281794,5.7382370869163424e-05,0.0029063988476991653,7.764851761749014e-05
111,0.005692656151950359,0.001575381145812571,0.0011577436234802008,4.951917435391806e-05,0.002832594560459256,7.741751323919743e-05
112,0.005603811703622341,0.0014706682413816452,0.0011574780801311135,3.139155523967929e-05,0.0028667666483670473,7.75076259742491e-05
113,0.005538064055144787,0.0013753643725067377,0.0011540742125362158,3.7472891563083977e-05,0.0028935985174030066,7.755393744446337e-05
114,0.005461649037897587,0.001193625619634986,0.001101368572562933,4.278233245713636e-05,0.0030459335539489985,7.793880649842322e-05
115,0.005328394006937742,0.0011503332061693072,0.0010173036716878414,5.4716663726139814e-05,0.003027666360139847,7.837387965992093e-05
116,0.0052413311786949635,0.001145979855209589,0.0008672960102558136,0.00011738754983525723,0.00303155230358243,7.911534339655191e-05
117,0.005154818296432495,0.0010656043887138367,0.0009035500115714967,0.00013137163477949798,0.002975394716486335,7.889742846600711e-05
118,0.005097690504044294,0.0010376155842095613,0.0010225001024082303,6.404992018360645e-05,0.0028944965451955795,7.902833021944389e-05
119,0.005038384348154068,0.001002126606181264,0.0009664727258495986,8.510665793437511e-05,0.002905492438003421,7.918571645859629e-05
120,0.004967237822711468,0.001039148773998022,0.0008842742536216974,9.346959996037185e-05,0.002870954340323806,7.939078204799443e-05
121,0.0049233101308345795,0.0010428971145302057,0.0008279107278212905,6.93544716341421e-05,0.002903881249949336,7.926655962364748e-05
122,0.004898830782622099,0.001049538841471076,0.0007983818650245667,5.277664968161844e-05,0.002919077640399337,7.905599341029301e-05
123,0.0048842038959264755,0.0010350134689360857,0.0007856437587179244,4.288360651116818e-05,0.0029417003970593214,7.896265742601827e-05
124,0.004856558982282877,0.0010311305522918701,0.0007977523491717875,3.620757343014702e-05,0.002912737661972642,7.87306998972781e-05
125,0.004811001010239124,0.0010115834884345531,0.0008291176054626703,4.0413047827314585e-05,0.002851140918210149,7.874628499848768e-05
126,0.004757511429488659,0.000997250317595899,0.0008738639880903065,4.2490693886065856e-05,0.0027653584256768227,7.85476149758324e-05
127,0.004635391291230917,0.0009598934557288885,0.0008975282544270158,4.7055866161827e-05,0.0026521768886595964,7.873676076997072e-05
128,0.004417246673256159,0.0009089304367080331,0.0008563199662603438,1.652465834922623e-05,0.0025563258677721024,7.914582965895534e-05
129,0.004213865380734205,0.0008945012232288718,0.0006679161451756954,2.2591148081119172e-05,0.0025489625986665487,7.989432197064161e-05
130,0.004199191927909851,0.0008256506407633424,0.0005018198862671852,4.267142139724456e-05,0.0027498251292854548,7.922468648757786e-05
131,0.0041254665702581406,0.0008212615502998233,0.0005687449593096972,2.6840451027965173e-05,0.0026291394606232643,7.948013808345422e-05
132,0.004246255848556757,0.0009314164635725319,0.0004241079150233418,0.00011322976934025064,0.0026984792202711105,7.902227662270889e-05
133,0.004087416455149651,0.0008316795574501157,0.0005092606879770756,3.5059343645116314e-05,0.0026320868637412786,7.932996231829748e-05
134,0.004041751846671104,0.0009236843325197697,0.0003562486090231687,3.7477995647350326e-05,0.0026435742620378733,8.07667602202855e-05
135,0.004002509173005819,0.0008951124036684632,0.0003628040140029043,2.6937392249237746e-05,0.002637416822835803,8.02385839051567e-05
136,0.003985912073403597,0.0008763259975239635,0.00036975936382077634,3.4293541830265895e-05,0.002625307533890009,8.02253489382565e-05
137,0.003960106056183577,0.0008574927924200892,0.00035501766251400113,3.2515974453417584e-05,0.0026342764031141996,8.080324187176302e-05
138,0.003928620833903551,0.0008571919752284884,0.00036943034501746297,2.8169182769488543e-05,0.0025923338253051043,8.149519271682948e-05
139,0.003891879925504327,0.0008254166459664702,0.00040570765850134194,3.5471588489599526e-05,0.002542927162721753,8.235679706558585e-05
140,0.0038664655294269323,0.0008058312814682722,0.00044442780199460685,3.560947880032472e-05,0.0024980069138109684,8.25900278869085e-05
141,0.003878543386235833,0.00078184949234128,0.00046405239845626056,7.440298213623464e-05,0.0024748672731220722,8.337124745594338e-05
142,0.0038491482846438885,0.0007868829416111112,0.00045249215327203274,4.35543515777681e-05,0.002483279909938574,8.293882274301723e-05
143,0.003802887862548232,0.0007270032074302435,0.0004875115992035717,4.751081723952666e-05,0.0024577064905315638,8.315567538375035e-05
144,0.003759288229048252,0.000744384597055614,0.0004913746379315853,3.542245758580975e-05,0.0024055452086031437,8.256138971773908e-05
145,0.00370790041051805,0.0007486602989956737,0.00048140957369469106,2.9325186915230006e-05,0.0023657307028770447,8.277480083052069e-05
146,0.003663238836452365,0.0007099362555891275,0.0004203889111522585,7.10877648089081e-05,0.0023793173022568226,8.250857354141772e-05
147,0.0036057638935744762,0.000679045682772994,0.00041875799070112407,5.280198092805222e-05,0.0023722720798105,8.288609387818724e-05
148,0.003588201245293021,0.000650467467494309,0.00043275271309539676,4.7420744522241876e-05,0.0023744283244013786,8.313203579746187e-05
149,0.003537700278684497,0.0006480038864538074,0.00044463950325734913,5.225251879892312e-05,0.002309356117621064,8.344818343175575e-05
150,0.003516597906127572,0.0006636800244450569,0.0004950480652041733,3.4241602406837046e-05,0.0022390875965356827,8.454063208773732e-05
151,0.0034934489522129297,0.0006410697242245078,0.0004764306067954749,2.969826164189726e-05,0.0022615056950598955,8.47445335239172e-05
152,0.0034692338667809963,0.0006155663868412375,0.000464928598375991,4.4372285628924146e-05,0.0022596733178943396,8.469322347082198e-05
153,0.0034559904597699642,0.0006308648735284805,0.00045538030099123716,3.5309309168951586e-05,0.0022495747543871403,8.486114529659972e-05
154,0.003431843826547265,0.0006428437773138285,0.00042641747859306633,2.5087416361202486e-05,0.0022525640670210123,8.493122732033953e-05
155,0.003405903931707144,0.0006639652419835329,0.000406065140850842,2.274114012834616e-05,0.002228231867775321,8.490052277920768e-05
156,0.003354378044605255,0.0006242076633498073,0.0003633906599134207,2.2358350179274566e-05,0.002260533394291997,8.388786227442324e-05
157,0.0033028542529791594,0.0006521340692415833,0.00043577098404057324,1.8523085600463673e-05,0.002112553920596838,8.387227717321366e-05
158,0.0032181283459067345,0.0004582198744174093,0.0004126139683648944,3.0136936402413994e-05,0.0022348356433212757,8.232197433244437e-05
159,0.003195806872099638,0.0004732963570859283,0.0003970708348788321,1.1047572115785442e-05,0.0022322034928947687,8.218883158406243e-05
160,0.0031827192287892103,0.00045870483154430985,0.0004153166082687676,1.2885420801467262e-05,0.002213386120274663,8.242624608101323e-05
161,0.003176715224981308,0.0004703223239630461,0.0004070641007274389,1.3582453902927227e-05,0.002203217940405011,8.25283641461283e-05
162,0.0031647745054215193,0.00048777073970995843,0.0003838691918645054,1.2094562407582998e-05,0.0021984439808875322,8.259591413661838e-05
163,0.0031388611532747746,0.0004797538567800075,0.0003621831419877708,1.1114163498859853e-05,0.002203189069405198,8.262081973953173e-05
164,0.003084432566538453,0.0004698521224781871,0.00031745628803037107,3.8088919609435834e-06,0.0022105947136878967,8.272060949821025e-05
165,0.0030373879708349705,0.0004224791773594916,0.0003029111830983311,3.5849670894094743e-06,0.0022260285913944244,8.238402369897813e-05
166,0.0029919014777988195,0.0003643292002379894,0.00030375004280358553,7.261933660629438e-06,0.002234175568446517,8.238478767452762e-05
167,0.0029625066090375185,0.0002670505491551012,0.00034066473017446697,1.287003033212386e-05,0.002260274952277541,8.16465326352045e-05
168,0.002923977328464389,0.00027521481388248503,0.00035109627060592175,6.279074568737997e-06,0.002209276892244816,8.211024396587163e-05
169,0.0028886478394269943,0.00029803908546455204,0.0003352066269144416,2.8987335554120364e-06,0.002169904764741659,8.259851892944425e-05
170,0.0028678555972874165,0.00030613422859460115,0.00032209858181886375,2.893399823733489e-06,0.0021538573782891035,8.287186938105151e-05
171,0.002840077504515648,0.00036395457573235035,0.0003001280128955841,5.36281959284679e-06,0.0020860701333731413,8.456192881567404e-05
172,0.002827465534210205,0.0003692852333188057,0.0002930806076619774,4.073749096278334e-06,0.002076079836115241,8.49461430334486e-05
173,0.0028151790611445904,0.00035915806074626744,0.00029542905394919217,3.938082500098972e-06,0.0020717072766274214,8.494671783410013e-05
174,0.0027890612836927176,0.0003597081813495606,0.00029927343712188303,3.5897976431442657e-06,0.0020411978475749493,8.529222395736724e-05
175,0.002755571622401476,0.0003609062696341425,0.0002926941670011729,4.6233371904236265e-06,0.0020117987878620625,8.554901432944462e-05
176,0.0027184884529560804,0.0003718545485753566,0.00026977554080076516,6.617650342377601e-06,0.0019841985777020454,8.604201866546646e-05
177,0.002717110561206937,0.00036594102857634425,0.00023865728871896863,1.3953458619653247e-05,0.0020119566470384598,8.660203457111493e-05
178,0.002704456215724349,0.000361242622602731,0.0002536921529099345,9.48923025134718e-06,0.0019937295001000166,8.630259981146082e-05
179,0.0026907911524176598,0.00038325347122736275,0.0002340904320590198,9.073965884454083e-06,0.0019777046982198954,8.666846406413242e-05
180,0.0026837224140763283,0.0003782614949159324,0.0002244018396595493,7.775008270982653e-06,0.0019868554081767797,8.642858301755041e-05
181,0.0026723851915448904,0.00037142186192795634,0.00022394850384443998,5.9403978411864955e-06,0.001984991831704974,8.608265488874167e-05
182,0.002661911305040121,0.00037167768459767103,0.00022182418615557253,7.462691883119987e-06,0.001974801765754819,8.614498074166477e-05
183,0.0026527780573815107,0.0003677241038531065,0.00022194931807462126,8.17528234620113e-06,0.0019685723818838596,8.635702397441491e-05
184,0.0026392934378236532,0.00035691933589987457,0.00022358898422680795,8.366034307982773e-06,0.0019635881762951612,8.683097985340282e-05
185,0.0026274491101503372,0.00034591235453262925,0.00022442126646637917,8.54110658110585e-06,0.0019610568415373564,8.75174519023858e-05
186,0.002617710502818227,0.0003362680145073682,0.00022825825726613402,7.588115295220632e-06,0.001957501284778118,8.809478458715603e-05
187,0.0026050780434161425,0.00031809438951313496,0.000222798393224366,7.346499387494987e-06,0.0019681528210639954,8.868583245202899e-05
188,0.002590857446193695,0.00030838482780382037,0.0002184203767683357,6.5451527007098775e-06,0.001968465279787779,8.90418014023453e-05
189,0.0025699131656438112,0.00029232382075861096,0.00020539123215712607,6.0285951803962234e-06,0.001976769184693694,8.940011321101338e-05
190,0.0025540210772305727,0.0002851134049706161,0.00019335396063979715,5.982329184917035e-06,0.001979921944439411,8.964940934674814e-05
191,0.0025337485130876303,0.00027395313372835517,0.0001798029406927526,6.354116976581281e-06,0.0019835648126900196,9.007346670841798e-05
192,0.0025091669522225857,0.0002754490415100008,0.00016509523265995085,7.321990779018961e-06,0.0019707365427166224,9.056423732545227e-05
193,0.0024905011523514986,0.0002670587273314595,0.0001588115410413593,1.0144538464373909e-05,0.0019635313656181097,9.09549489733763e-05
194,0.0025085085071623325,0.0002512357896193862,0.000154268040205352,9.234124263457488e-06,0.0020020180381834507,9.175261948257685e-05
195,0.002474831882864237,0.0002525215386413038,0.00015152638661675155,9.633430636313278e-06,0.001969872508198023,9.12780305952765e-05
196,0.002461658325046301,0.0002522759314160794,0.0001501219521742314,1.1422159332141746e-05,0.0019566703122109175,9.116798173636198e-05
197,0.0024538624566048384,0.0002702344791032374,0.00014872949395794421,7.98262408352457e-06,0.001934923930093646,9.199194755638018e-05
198,0.002446309896185994,0.00025632718461565673,0.00014723862113896757,1.1376973816368263e-05,0.00193965551443398,9.171162673737854e-05
199,0.0024439755361527205,0.0002532960497774184,0.00015169550897553563,9.316580872109625e-06,0.0019394371192902327,9.023016900755465e-05
200,0.002438291907310486,0.0002507300232537091,0.00014305333024822176,9.33127557800617e-06,0.0019444666104391217,9.071049134945497e-05
201,0.0024350241292268038,0.00025290538906119764,0.00014248318620957434,7.811711839167401e-06,0.0019407966174185276,9.10272283363156e-05
202,0.002430626656860113,0.00025062565691769123,0.00013825127098243684,8.10900928627234e-06,0.0019428227096796036,9.081799362320453e-05
203,0.0024219106417149305,0.00024789886083453894,0.00012816855451092124,9.25926178751979e-06,0.0019461949123069644,9.038908319780603e-05
204,0.0024187457747757435,0.00024600562755949795,0.00012764162966050208,8.105270353553351e-06,0.001946964650414884,9.002858132589608e-05
205,0.0024147466756403446,0.00025266248849220574,0.00011623962927842513,1.3093558663967997e-05,0.0019422348123043776,9.051611414179206e-05
206,0.002415448660030961,0.0002570057986304164,0.00011787794210249558,9.849634807324037e-06,0.001940608024597168,9.010735084302723e-05
207,0.0024119687732309103,0.0002528727927710861,0.0001163964334409684,1.1343220648996066e-05,0.0019410336390137672,9.032272646436468e-05
208,0.0024089727085083723,0.0002503537107259035,0.00011600749712670222,1.084194900613511e-05,0.0019417691510170698,9.000050340546295e-05
209,0.002405275357887149,0.0002468347956892103,0.00011534560326253995,1.262698060600087e-05,0.0019408888183534145,8.957899990491569e-05
210,0.002398306503891945,0.00023789878468960524,0.00010683547588996589,1.3775922525383066e-05,0.0019503689836710691,8.942735439632088e-05
211,0.002387687563896179,0.0002341786166653037,9.71652552834712e-05,1.5252900993800722e-05,0.001951824058778584,8.926683949539438e-05
212,0.002387820975854993,0.0002336789621040225,8.857409557094797e-05,2.0925730495946482e-05,0.001955697312951088,8.894484199117869e-05
213,0.002381674014031887,0.00022964124218560755,9.241067164111882e-05,1.7777549146558158e-05,0.0019527499098330736,8.909456664696336e-05
214,0.002378343604505062,0.00022333319066092372,9.172141290036961e-05,1.7207354176207446e-05,0.0019572298042476177,8.885200077202171e-05
215,0.0023704140912741423,0.0002341886138310656,9.647523984313011e-05,1.5456087567145005e-05,0.0019361210288479924,8.817328489385545e-05
216,0.0023705014027655125,0.00024510707589797676,7.803715561749414e-05,1.6796968338894658e-05,0.001942126895301044,8.843321847962216e-05
217,0.0023651830852031708,0.00023687235079705715,8.61186781548895e-05,1.6021649571484886e-05,0.0019378698198124766,8.830054139252752e-05
218,0.002362198196351528,0.0002138291602022946,8.57393242768012e-05,1.4542226381308865e-05,0.0019595318008214235,8.855573832988739e-05
219,0.002356872893869877,0.0002176553098252043,7.50714389141649e-05,1.3500352906703483e-05,0.001962385606020689,8.826022531138733e-05
220,0.0023513580672442913,0.00022588716819882393,7.531033043051139e-05,1.2447442713892087e-05,0.0019495162414386868,8.819700451567769e-05
221,0.002348192036151886,0.00023333575518336147,6.65032712277025e-05,9.30845271795988e-06,0.001950786798261106,8.825762779451907e-05
222,0.0023432374000549316,0.00022778581478632987,6.705526902806014e-05,8.961967978393659e-06,0.0019508929690346122,8.854128100210801e-05
223,0.0023386478424072266,0.00021949967776890844,6.630396819673479e-05,8.793784218141809e-06,0.0019553143065422773,8.873629121808335e-05
224,0.00233351974748075,0.00021157598530407995,6.70858717057854e-05,6.816039785917383e-06,0.0019589154981076717,8.912642078939825e-05
225,0.002329499227926135,0.00020841028890572488,6.882435991428792e-05,6.150037734187208e-06,0.001956996275112033,8.911819168133661e-05
226,0.0023227843921631575,0.0002044378052232787,7.413703860947862e-05,5.447416242532199e-06,0.0019493864383548498,8.937566599342972e-05
227,0.002317829756066203,0.00020516305812634528,7.918153278296813e-05,5.394986146711744e-06,0.0019384629558771849,8.962713036453351e-05
