x,t,u_pred,k_pred
0.50753766,0.28643215,0.7405884,0.015023316
0.5125628,0.28643215,0.7388184,0.015023248
0.51758796,0.28643215,0.7361352,0.015023141
0.52261305,0.28643215,0.7325507,0.015022981
0.5276382,0.28643215,0.72808015,0.015022786
0.53266335,0.28643215,0.72274476,0.015022531
0.53768843,0.28643215,0.71656865,0.015022215
0.5427136,0.28643215,0.70957935,0.015021825
0.5477387,0.28643215,0.70180815,0.015021349
0.5527638,0.28643215,0.69329137,0.015020772
0.55778897,0.28643215,0.6840673,0.015020064
0.56281406,0.28643215,0.6741756,0.01501921
0.5678392,0.28643215,0.66365767,0.015018173
0.5728643,0.28643215,0.6525637,0.015016906
0.57788944,0.28643215,0.64093876,0.015015368
0.5829146,0.28643215,0.62882966,0.015013485
0.5879397,0.28643215,0.61629033,0.015011183
0.5929648,0.28643215,0.603369,0.01500835
0.59799,0.28643215,0.5901186,0.0150048435
0.60301507,0.28643215,0.57658696,0.01500049
0.6080402,0.28643215,0.56282705,0.014995049
0.6130653,0.28643215,0.5488877,0.014988213
0.61809045,0.28643215,0.5348135,0.014979536
0.6231156,0.28643215,0.5206501,0.014968461
0.6281407,0.28643215,0.506444,0.014954197
0.63316584,0.28643215,0.49223214,0.014935667
0.6381909,0.28643215,0.47805125,0.014911373
0.6432161,0.28643215,0.46393335,0.014879236
0.6482412,0.28643215,0.44990522,0.014836371
0.6532663,0.28643215,0.43598998,0.014778763
0.65829146,0.28643215,0.4222027,0.014700874
0.6633166,0.28643215,0.4085552,0.01459513
0.6683417,0.28643215,0.39504755,0.014451295
0.67336684,0.28643215,0.38166553,0.014255724
0.67839193,0.28643215,0.36838734,0.013990809
0.6834171,0.28643215,0.35516763,0.013634323
0.68844223,0.28643215,0.34193617,0.013159307
0.6934673,0.28643215,0.32858646,0.012534672
0.69849247,0.28643215,0.31495875,0.01172703
0.7035176,0.28643215,0.30081767,0.010705084
0.7085427,0.28643215,0.28581333,0.009448438
0.71356785,0.28643215,0.26940316,0.007962535
0.71859294,0.28643215,0.2507279,0.006303361
0.7236181,0.28643215,0.22840565,0.004606286
0.72864324,0.28643215,0.20048684,0.0030965533
0.7336683,0.28643215,0.16574454,0.0020095462
0.7386935,0.28643215,0.12747884,0.0014010732
0.74371856,0.28643215,0.093780756,0.0011173297
0.7487437,0.28643215,0.06961286,0.0009902158
0.75376886,0.28643215,0.05390048,0.0009291187
0.75879395,0.28643215,0.043513894,0.0008956683
0.7638191,0.28643215,0.036211252,0.0008748937
0.76884425,0.28643215,0.03072393,0.0008605975
0.77386934,0.28643215,0.026280284,0.0008497764
0.7788945,0.28643215,0.022465587,0.0008409885
0.7839196,0.28643215,0.019119859,0.0008336399
0.7889447,0.28643215,0.016205192,0.0008274976
0.79396987,0.28643215,0.013708353,0.0008224204
0.79899496,0.28643215,0.011608839,0.0008182779
0.8040201,0.28643215,0.009866238,0.0008149245
0.80904526,0.28643215,0.008427858,0.0008122136
0.81407034,0.28643215,0.0072402954,0.0008100131
0.8190955,0.28643215,0.0062503815,0.00080820447
0.8241206,0.28643215,0.00541687,0.00080669933
0.8291457,0.28643215,0.0047038794,0.00080542464
0.8341709,0.28643215,0.0040848255,0.00080432725
0.83919597,0.28643215,0.003540635,0.00080336974
0.8442211,0.28643215,0.003056407,0.00080252404
0.8492462,0.28643215,0.0026233196,0.00080177124
0.85427135,0.28643215,0.0022342205,0.00080109824
0.8592965,0.28643215,0.0018838644,0.0008004956
0.8643216,0.28643215,0.0015683174,0.00079995516
0.86934674,0.28643215,0.0012868643,0.0007994754
0.8743719,0.28643215,0.0010356903,0.0007990482
0.879397,0.28643215,0.0008145571,0.0007986729
0.8844221,0.28643215,0.0006197691,0.0007983441
0.8894472,0.28643215,0.0004518032,0.0007980604
0.89447236,0.28643215,0.00030827522,0.0007978184
0.8994975,0.28643215,0.00018644333,0.00079761393
0.9045226,0.28643215,8.738041e-05,0.00079744786
0.90954775,0.28643215,6.914139e-06,0.0007973129
0.91457283,0.28643215,-5.4121017e-05,0.0007972104
0.919598,0.28643215,-9.942055e-05,0.00079713436
0.92462313,0.28643215,-0.0001282692,0.00079708657
0.9296482,0.28643215,-0.00014317036,0.00079706137
0.93467337,0.28643215,-0.00014531612,0.000797058
0.9396985,0.28643215,-0.00013589859,0.0007970735
0.9447236,0.28643215,-0.00011539459,0.00079710776
0.94974875,0.28643215,-8.583069e-05,0.00079715735
0.95477384,0.28643215,-4.863739e-05,0.0007972194
0.959799,0.28643215,-3.695488e-06,0.0007972951
0.96482414,0.28643215,4.7564507e-05,0.0007973808
0.9698492,0.28643215,0.00010418892,0.00079747586
0.9748744,0.28643215,0.00016510487,0.00079757796
0.9798995,0.28643215,0.00023078918,0.00079768867
0.9849246,0.28643215,0.00029945374,0.00079780415
0.98994976,0.28643215,0.00037050247,0.00079792377
0.99497485,0.28643215,0.00044441223,0.0007980479
1.0,0.28643215,0.0005195141,0.0007981741
0.0,0.2914573,-0.0001924038,0.00079697924
0.0050251256,0.2914573,-0.00014221668,0.0007970628
0.010050251,0.2914573,-9.274483e-05,0.0007971461
0.015075377,0.2914573,-4.339218e-05,0.0007972284
0.020100502,0.2914573,4.7683716e-06,0.00079730916
0.025125628,0.2914573,5.2452087e-05,0.0007973891
0.030150754,0.2914573,9.930134e-05,0.0007974676
0.03517588,0.2914573,0.00014603138,0.00079754594
0.040201005,0.2914573,0.000192523,0.0007976236
0.04522613,0.2914573,0.00023889542,0.0007977022
0.050251257,0.2914573,0.0002861023,0.00079778157
0.055276383,0.2914573,0.00033307076,0.00079786044
0.06030151,0.2914573,0.00038146973,0.00079794176
0.06532663,0.2914573,0.00043189526,0.00079802674
0.07035176,0.2914573,0.00048398972,0.0007981144
0.07537688,0.2914573,0.0005401373,0.0007982097
0.08040201,0.2914573,0.0005995035,0.00079830963
0.085427135,0.2914573,0.0006637573,0.0007984179
0.09045226,0.2914573,0.0007350445,0.0007985385
0.09547739,0.2914573,0.00081431866,0.00079867255
0.10050251,0.2914573,0.00090265274,0.0007988221
0.10552764,0.2914573,0.0010031462,0.00079899264
0.110552765,0.2914573,0.0011181831,0.0007991879
0.11557789,0.2914573,0.0012485981,0.0007994097
0.12060302,0.2914573,0.0013990402,0.00079966633
0.12562814,0.2914573,0.0015735626,0.00079996494
0.13065326,0.2914573,0.0017756224,0.0008003101
0.1356784,0.2914573,0.0020109415,0.0008007142
0.14070351,0.2914573,0.0022844076,0.0008011847
0.14572865,0.2914573,0.0026046038,0.0008017385
0.15075377,0.2914573,0.002978325,0.0008023873
0.1557789,0.2914573,0.003417015,0.00080315274
0.16080402,0.2914573,0.003930688,0.0008040552
0.16582915,0.2914573,0.0045341253,0.0008051227
0.17085427,0.2914573,0.0052415133,0.00080638466
0.1758794,0.2914573,0.0060731173,0.0008078827
0.18090452,0.2914573,0.0070455074,0.00080965523
0.18592964,0.2914573,0.008181453,0.0008117542
0.19095477,0.2914573,0.00950253,0.0008142344
0.1959799,0.2914573,0.011031508,0.00081715867
0.20100503,0.2914573,0.012791753,0.00082059763
0.20603015,0.2914573,0.014812827,0.0008246459
0.21105528,0.2914573,0.017133474,0.00082942826
0.2160804,0.2914573,0.0198102,0.00083512935
0.22110553,0.2914573,0.022928596,0.0008420311
0.22613065,0.2914573,0.026621103,0.0008505834
0.23115578,0.2914573,0.031086445,0.0008615097
0.2361809,0.2914573,0.036668062,0.0008761319
0.24120604,0.2914573,0.04403341,0.0008972282
0.24623115,0.2914573,0.0545671,0.00093143823
0.2512563,0.2914573,0.07079983,0.0009954298
0.2562814,0.2914573,0.09594381,0.0011312108
0.26130652,0.2914573,0.13073528,0.0014380923
0.26633167,0.2914573,0.16932297,0.0020916525
0.2713568,0.2914573,0.20349109,0.0032274078
0.2763819,0.2914573,0.23068833,0.004760423
0.28140703,0.2914573,0.252519,0.0064557404
0.28643215,0.2914573,0.2708876,0.008098325
0.2914573,0.2914573,0.28708267,0.009560005
0.2964824,0.2914573,0.3019247,0.010791414
0.30150753,0.2914573,0.31594157,0.01179121
0.30653265,0.2914573,0.3294747,0.01258121
0.3115578,0.2914573,0.3427441,0.013192183
0.31658292,0.2914573,0.35589743,0.013656842
0.32160804,0.2914573,0.36903095,0.014005606
0.32663316,0.2914573,0.38221073,0.014264956
0.3316583,0.2914573,0.39547896,0.014456633
0.33668342,0.2914573,0.40886307,0.014597907
0.34170854,0.2914573,0.4223733,0.014701994
0.34673366,0.2914573,0.4360118,0.01477887
0.3517588,0.2914573,0.44977164,0.014835897
0.35678393,0.2914573,0.4636364,0.014878455
0.36180905,0.2914573,0.47758508,0.014910451
0.36683416,0.2914573,0.49158883,0.014934704
0.37185928,0.2914573,0.50561595,0.01495325
0.37688443,0.2914573,0.51963115,0.014967553
0.38190955,0.2914573,0.53359485,0.014978686
0.38693467,0.2914573,0.5474658,0.014987423
0.3919598,0.2914573,0.56120133,0.01499433
0.39698493,0.2914573,0.57475495,0.014999834
0.40201005,0.2914573,0.5880804,0.0150042465
0.40703517,0.2914573,0.6011331,0.015007803
0.4120603,0.2914573,0.6138625,0.0150106875
0.41708544,0.2914573,0.6262208,0.015013039
0.42211056,0.2914573,0.6381614,0.015014966
0.42713568,0.2914573,0.64963555,0.015016543
0.4321608,0.2914573,0.66059816,0.015017842
0.43718594,0.2914573,0.6710005,0.015018909
0.44221106,0.2914573,0.68080115,0.015019792
0.44723618,0.2914573,0.6899564,0.015020526
0.4522613,0.2914573,0.69842684,0.015021125
0.45728642,0.2914573,0.70617425,0.015021624
0.46231157,0.2914573,0.713164,0.015022029
0.46733668,0.2914573,0.7193636,0.015022362
0.4723618,0.2914573,0.72474563,0.01502263
0.47738692,0.2914573,0.7292819,0.015022839
0.48241207,0.2914573,0.73295283,0.015023
0.4874372,0.2914573,0.7357428,0.015023124
0.4924623,0.2914573,0.7376361,0.015023196
0.49748743,0.2914573,0.73862135,0.015023242
0.5025126,0.2914573,0.73869884,0.015023239
0.50753766,0.2914573,0.73786354,0.015023209
0.5125628,0.2914573,0.73611856,0.015023142
0.51758796,0.2914573,0.7334726,0.015023028
0.52261305,0.2914573,0.7299365,0.015022869
0.5276382,0.2914573,0.7255292,0.01502267
0.53266335,0.2914573,0.7202657,0.015022407
0.53768843,0.2914573,0.7141739,0.015022087
0.5427136,0.2914573,0.70727813,0.015021688
0.5477387,0.2914573,0.69961095,0.015021207
0.5527638,0.2914573,0.69120544,0.015020618
0.55778897,0.2914573,0.682101,0.015019906
0.56281406,0.2914573,0.67233527,0.015019037
0.5678392,0.2914573,0.66195357,0.015017989
0.5728643,0.2914573,0.6509962,0.015016714
0.57788944,0.2914573,0.6395128,0.0150151625
0.5829146,0.2914573,0.62754846,0.015013267
0.5879397,0.2914573,0.6151553,0.015010952
0.5929648,0.2914573,0.60238194,0.015008109
0.59799,0.2914573,0.5892786,0.0150046
0.60301507,0.2914573,0.5758942,0.015000241
0.6080402,0.2914573,0.56227803,0.014994805
0.6130653,0.2914573,0.5484797,0.014987983
0.61809045,0.2914573,0.53454375,0.014979349
0.6231156,0.2914573,0.5205161,0.014968343
0.6281407,0.2914573,0.5064382,0.014954189
0.63316584,0.2914573,0.49234995,0.014935844
0.6381909,0.2914573,0.47828662,0.0149118295
0.6432161,0.2914573,0.4642809,0.014880146
0.6482412,0.2914573,0.45035845,0.014837967
0.6532663,0.2914573,0.43654066,0.0147814
0.65829146,0.2914573,0.42284882,0.014705098
0.6633166,0.2914573,0.40928817,0.01460171
0.6683417,0.2914573,0.39586234,0.014461334
0.67336684,0.2914573,0.38255888,0.0142707825
0.67839193,0.2914573,0.36935657,0.01401301
0.6834171,0.2914573,0.35621208,0.013666441
0.68844223,0.2914573,0.34306163,0.013204957
0.6934673,0.2914573,0.32980114,0.012598126
0.69849247,0.2914573,0.31627923,0.011813051
0.7035176,0.2914573,0.30227107,0.010818217
0.7085427,0.2914573,0.28744656,0.009591842
0.71356785,0.2914573,0.27129418,0.008135527
0.71859294,0.2914573,0.25300384,0.0064973175
0.7236181,0.2914573,0.23126882,0.0048003695
0.72864324,0.2914573,0.2041933,0.0032590104
0.7336683,0.2914573,0.17027962,0.0021145586
0.7386935,0.2914573,0.13201594,0.0014532405
0.74371856,0.2914573,0.09722495,0.0011396596
0.7487437,0.2914573,0.0717051,0.0009994679
0.75376886,0.2914573,0.055032015,0.0009330694
0.75879395,0.2914573,0.044110894,0.0008974614
0.7638191,0.2914573,0.036524773,0.00087574276
0.76884425,0.2914573,0.030899882,0.00086103985
0.77386934,0.2914573,0.026401997,0.0008500639
0.7788945,0.2914573,0.022569776,0.00084122195
0.7839196,0.2914573,0.019214988,0.00083384383
0.7889447,0.2914573,0.016287684,0.0008276682
0.79396987,0.2914573,0.013775468,0.00082255475
0.79899496,0.2914573,0.011659861,0.00081837736
0.8040201,0.2914573,0.009901404,0.0008149915
0.80904526,0.2914573,0.008451819,0.0008122585
0.81407034,0.2914573,0.007254243,0.0008100383
0.8190955,0.2914573,0.0062607527,0.00080822315
0.8241206,0.2914573,0.005424261,0.0008067127
0.8291457,0.2914573,0.0047107935,0.0008054368
0.8341709,0.2914573,0.0040923357,0.0008043406
0.83919597,0.2914573,0.0035493374,0.0008033852
0.8442211,0.2914573,0.0030670166,0.00080254173
0.8492462,0.2914573,0.0026347637,0.00080179045
0.85427135,0.2914573,0.002246976,0.00080112024
0.8592965,0.2914573,0.0018972158,0.0008005191
0.8643216,0.2914573,0.0015825033,0.00079998
0.86934674,0.2914573,0.0013012886,0.0007994996
0.8743719,0.2914573,0.0010499954,0.000799072
0.879397,0.2914573,0.0008279085,0.000798696
0.8844221,0.2914573,0.0006327629,0.0007983655
0.8894472,0.2914573,0.00046432018,0.0007980812
0.89447236,0.2914573,0.00031888485,0.0007978366
0.8994975,0.2914573,0.00019681454,0.0007976318
0.9045226,0.2914573,9.596348e-05,0.0007974622
0.90954775,0.2914573,1.4781952e-05,0.0007973262
0.91457283,0.2914573,-4.7445297e-05,0.0007972216
0.919598,0.2914573,-9.2983246e-05,0.00079714553
0.92462313,0.2914573,-0.00012254715,0.0007970961
0.9296482,0.2914573,-0.00013875961,0.0007970693
0.93467337,0.2914573,-0.00014126301,0.0007970648
0.9396985,0.2914573,-0.0001320839,0.00079708017
0.9447236,0.2914573,-0.000113129616,0.00079711183
0.94974875,0.2914573,-8.368492e-05,0.0007971613
0.95477384,0.2914573,-4.6491623e-05,0.0007972235
0.959799,0.2914573,-1.7881393e-06,0.0007972981
0.96482414,0.2914573,4.9114227e-05,0.0007973839
0.9698492,0.2914573,0.00010585785,0.0007974785
0.9748744,0.2914573,0.00016760826,0.0007975826
0.9798995,0.2914573,0.00023245811,0.0007976913
0.9849246,0.2914573,0.00030207634,0.0007978083
0.98994976,0.2914573,0.0003736019,0.0007979287
0.99497485,0.2914573,0.00044727325,0.00079805247
1.0,0.2914573,0.00052273273,0.00079818006
0.0,0.2964824,-0.00018417835,0.0007969932
0.0050251256,0.2964824,-0.0001347065,0.0007970757
0.010050251,0.2964824,-8.535385e-05,0.0007971582
0.015075377,0.2964824,-3.71933e-05,0.0007972393
0.020100502,0.2964824,1.001358e-05,0.0007973181
0.025125628,0.2964824,5.733967e-05,0.0007973974
0.030150754,0.2964824,0.00010371208,0.00079747516
0.03517588,0.2964824,0.00014984608,0.00079755293
0.040201005,0.2964824,0.00019574165,0.00079762976
0.04522613,0.2964824,0.00024151802,0.0007977068
0.050251257,0.2964824,0.00028777122,0.0007977841
0.055276383,0.2964824,0.00033462048,0.00079786294
0.06030151,0.2964824,0.0003823042,0.0007979437
0.06532663,0.2964824,0.00043213367,0.00079802674
0.07035176,0.2964824,0.00048470497,0.000798116
0.07537688,0.2964824,0.00053977966,0.0007982088
0.08040201,0.2964824,0.00059890747,0.00079830847
0.085427135,0.2964824,0.00066423416,0.00079841877
0.09045226,0.2964824,0.0007351637,0.0007985385
0.09547739,0.2964824,0.0008147955,0.00079867337
0.10050251,0.2964824,0.0009036064,0.0007988238
0.10552764,0.2964824,0.001004219,0.0007989945
0.110552765,0.2964824,0.0011194944,0.00079919037
0.11557789,0.2964824,0.0012515783,0.0007994149
0.12060302,0.2964824,0.0014022589,0.0007996716
0.12562814,0.2964824,0.0015779734,0.00079997175
0.13065326,0.2964824,0.0017813444,0.00080031995
0.1356784,0.2964824,0.0020176172,0.00080072554
0.14070351,0.2964824,0.0022929907,0.0008011999
0.14572865,0.2964824,0.002614379,0.00080175523
0.15075377,0.2964824,0.0029900074,0.000802407
0.1557789,0.2964824,0.0034304857,0.0008031767
0.16080402,0.2964824,0.0039463043,0.00080408296
0.16582915,0.2964824,0.004553199,0.0008051565
0.17085427,0.2964824,0.0052648783,0.00080642645
0.1758794,0.2964824,0.0061000586,0.0008079313
0.18090452,0.2964824,0.007077813,0.0008097143
0.18592964,0.2964824,0.00821805,0.0008118218
0.19095477,0.2964824,0.009543538,0.00081431225
0.1959799,0.2964824,0.011076093,0.00081724516
0.20100503,0.2964824,0.012838602,0.0008206905
0.20603015,0.2964824,0.01486218,0.00082474615
0.21105528,0.2964824,0.017187119,0.0008295405
0.2160804,0.2964824,0.019873857,0.0008352673
0.22110553,0.2964824,0.023014903,0.00084222615
0.22613065,0.2964824,0.026747823,0.00085088465
0.23115578,0.2964824,0.0312922,0.0008620291
0.2361809,0.2964824,0.03701961,0.0008770915
0.24120604,0.2964824,0.04467678,0.000899175
0.24623115,0.2964824,0.055785656,0.0009357362
0.2512563,0.2964824,0.07304084,0.0010055272
0.2562814,0.2964824,0.09957194,0.0011555967
0.26130652,0.2964824,0.13537967,0.0014946995
0.26633167,0.2964824,0.17380023,0.002202506
0.2713568,0.2964824,0.20707023,0.0033926137
0.2763819,0.2964824,0.23344755,0.004952997
0.28140703,0.2964824,0.25472224,0.0066457437
0.28643215,0.2964824,0.27272558,0.008266518
0.2914573,0.2964824,0.28867483,0.009698802
0.2964824,0.2964824,0.3033452,0.010900695
0.30150753,0.2964824,0.31723475,0.011874261
0.30653265,0.2964824,0.33066726,0.012642539
0.3115578,0.2964824,0.34385204,0.013236408
0.31658292,0.2964824,0.35692787,0.013688031
0.32160804,0.2964824,0.36998725,0.014027192
0.32663316,0.2964824,0.38309216,0.014279621
0.3316583,0.2964824,0.39628386,0.014466445
0.33668342,0.2964824,0.4095857,0.014604342
0.34170854,0.2964824,0.42301106,0.014706149
0.34673366,0.2964824,0.43655825,0.014781484
0.3517588,0.2964824,0.45022058,0.014837478
0.35678393,0.2964824,0.46398163,0.014879368
0.36180905,0.2964824,0.47781968,0.014910916
0.36683416,0.2964824,0.4917071,0.0149348825
0.37185928,0.2964824,0.5056119,0.014953241
0.37688443,0.2964824,0.5194998,0.014967433
0.38190955,0.2964824,0.5333307,0.014978497
0.38693467,0.2964824,0.54706573,0.01498719
0.3919598,0.2964824,0.5606613,0.01499408
0.39698493,0.2964824,0.5740726,0.014999578
0.40201005,0.2964824,0.5872539,0.015003994
0.40703517,0.2964824,0.60016024,0.015007563
0.4120603,0.2964824,0.61274457,0.015010456
0.41708544,0.2964824,0.624959,0.015012818
0.42211056,0.2964824,0.6367557,0.015014747
0.42713568,0.2964824,0.64809036,0.015016344
0.4321608,0.2964824,0.65891683,0.01501765
0.43718594,0.2964824,0.66919065,0.015018733
0.44221106,0.2964824,0.67886555,0.015019627
0.44723618,0.2964824,0.68790495,0.0150203705
0.4522613,0.2964824,0.69626296,0.015020979
0.45728642,0.2964824,0.70390916,0.015021485
0.46231157,0.2964824,0.71080744,0.015021901
0.46733668,0.2964824,0.7169223,0.015022233
0.4723618,0.2964824,0.72223175,0.015022509
0.47738692,0.2964824,0.726707,0.015022722
0.48241207,0.2964824,0.73033,0.015022889
0.4874372,0.2964824,0.7330811,0.015023005
0.4924623,0.2964824,0.734949,0.015023089
0.49748743,0.2964824,0.73592293,0.015023129
0.5025126,0.2964824,0.7359984,0.015023129
0.50753766,0.2964824,0.73517466,0.015023093
0.5125628,0.2964824,0.7334546,0.015023023
0.51758796,0.2964824,0.73084486,0.015022914
0.52261305,0.2964824,0.727358,0.015022755
0.5276382,0.2964824,0.72301,0.015022551
0.53266335,0.2964824,0.71781826,0.015022284
0.53768843,0.2964824,0.71180904,0.0150219565
0.5427136,0.2964824,0.7050046,0.0150215505
0.5477387,0.2964824,0.6974398,0.015021058
0.5527638,0.2964824,0.6891446,0.015020462
