x,t,u_pred
-1.0,0.0,0.001558528984851603
-0.98994976,0.0,0.012390230553550662
-0.9798995,0.0,0.02424752861436714
-0.9698492,0.0,0.03506968630440395
-0.959799,0.0,0.04233803843075008
-0.94974875,0.0,0.044092723496181555
-0.9396985,0.0,0.040166989773587194
-0.9296482,0.0,0.03223210537287981
-0.919598,0.0,0.02162781702766493
-0.90954775,0.0,0.008348278910026163
-0.8994975,0.0,-0.00769297890498848
-0.8894472,0.0,-0.026647265266286458
-0.879397,0.0,-0.0494977854557017
-0.86934674,0.0,-0.07626541935384255
-0.8592965,0.0,-0.10609933045262264
-0.8492462,0.0,-0.1383045365632612
-0.83919597,0.0,-0.1715803096075505
-0.8291457,0.0,-0.20469916808881333
-0.8190955,0.0,-0.2377094348182554
-0.80904526,0.0,-0.26965439822819837
-0.79899496,0.0,-0.29773065691482203
-0.7889447,0.0,-0.3204450090239896
-0.7788945,0.0,-0.3382601191217419
-0.76884425,0.0,-0.35118437210122605
-0.75879395,0.0,-0.3574943217041471
-0.7487437,0.0,-0.35344568177969615
-0.7386935,0.0,-0.3368115522632953
-0.72864324,0.0,-0.30998010013810245
-0.71859294,0.0,-0.2755395774056259
-0.7085427,0.0,-0.2330580929163692
-0.69849247,0.0,-0.18333378075603934
-0.68844223,0.0,-0.12837772158177801
-0.67839193,0.0,-0.06825808512304953
-0.6683417,0.0,-0.0038772342241555798
-0.65829146,0.0,0.064641210619387
-0.6482412,0.0,0.13833359485281033
-0.6381909,0.0,0.21558905320085847
-0.6281407,0.0,0.2945037395162185
-0.61809045,0.0,0.3749112296064539
-0.6080402,0.0,0.45798017428952553
-0.59799,0.0,0.5427234110413548
-0.5879397,0.0,0.6250811882116473
-0.57788944,0.0,0.7023077030915674
-0.5678392,0.0,0.7730940439000571
-0.55778897,0.0,0.8361529331732966
-0.5477387,0.0,0.8897156492339989
-0.53768843,0.0,0.9326733124110078
-0.5276382,0.0,0.9651802468145954
-0.51758796,0.0,0.9874483808238018
-0.50753766,0.0,0.9983918098173893
-0.49748743,0.0,0.9970866174890544
-0.4874372,0.0,0.9844347633127961
-0.47738692,0.0,0.9621723961634542
-0.46733668,0.0,0.9311365343252793
-0.45728642,0.0,0.891304714753853
-0.44723618,0.0,0.8448152876822355
-0.43718594,0.0,0.7927214794699056
-0.42713568,0.0,0.734665119025416
-0.41708544,0.0,0.6712719511170298
-0.40703517,0.0,0.6013325176928914
-0.39698493,0.0,0.5225695761380013
-0.38693467,0.0,0.43524055336118006
-0.37688443,0.0,0.34417305167847934
-0.36683416,0.0,0.2554562391133009
-0.35678393,0.0,0.17135292183605527
-0.34673366,0.0,0.0910453754956397
-0.33668342,0.0,0.01613110034259242
-0.32663316,0.0,-0.05032209830218297
-0.31658292,0.0,-0.10859729856743654
-0.30653265,0.0,-0.15981320608278493
-0.2964824,0.0,-0.2038263271488836
-0.28643215,0.0,-0.24319583047503945
-0.2763819,0.0,-0.27999032866528945
-0.26633167,0.0,-0.3113926761714983
-0.2562814,0.0,-0.331481194324047
-0.24623115,0.0,-0.3391792055188094
-0.2361809,0.0,-0.33897249691536924
-0.22613065,0.0,-0.332991447696938
-0.2160804,0.0,-0.32084549253094513
-0.20603015,0.0,-0.30288468927398043
-0.1959799,0.0,-0.2801427357571445
-0.18592964,0.0,-0.254393572286604
-0.1758794,0.0,-0.22650193139905803
-0.16582915,0.0,-0.1961109073142471
-0.1557789,0.0,-0.16417320820334655
-0.14572865,0.0,-0.13304920838078454
-0.1356784,0.0,-0.10444157849640363
-0.12562814,0.0,-0.07782754327613887
-0.11557789,0.0,-0.05194450434646185
-0.10552764,0.0,-0.027278646038135863
-0.09547739,0.0,-0.005130981995143353
-0.085427135,0.0,0.013258248055423843
-0.07537688,0.0,0.027013924720667253
-0.06532663,0.0,0.03622240132030115
-0.055276383,0.0,0.041580935968548685
-0.04522613,0.0,0.043861330111713406
-0.03517588,0.0,0.043705524392759335
-0.025125628,0.0,0.040532202265879405
-0.015075377,0.0,0.0327541028172509
-0.0050251256,0.0,0.01916355149580502
0.0050251256,0.0,-0.00047718050153077243
0.015075377,0.0,-0.0257691395206766
0.025125628,0.0,-0.05514840982329387
0.03517588,0.0,-0.08502533940117878
0.04522613,0.0,-0.11245943504214832
0.055276383,0.0,-0.13618255924592504
0.06532663,0.0,-0.15541408897627362
0.07537688,0.0,-0.17095588325524266
0.085427135,0.0,-0.18402659188938195
0.09547739,0.0,-0.19453940086031762
0.10552764,0.0,-0.20173240161193015
0.11557789,0.0,-0.20493153966768415
0.12562814,0.0,-0.2048419084295113
0.1356784,0.0,-0.20250496277840424
0.14572865,0.0,-0.1977309032214189
0.1557789,0.0,-0.19055114203067938
0.16582915,0.0,-0.1810501355437958
0.1758794,0.0,-0.16921229877820815
0.18592964,0.0,-0.15579385047076158
0.1959799,0.0,-0.141509091049925
0.20603015,0.0,-0.12634650947183002
0.2160804,0.0,-0.11016749078782
0.22613065,0.0,-0.09395312541086716
0.2361809,0.0,-0.07867733343840468
0.24623115,0.0,-0.06435025038555069
0.2562814,0.0,-0.05093242385064757
0.26633167,0.0,-0.03915611853132567
0.2763819,0.0,-0.02986693399756209
0.28643215,0.0,-0.02327146445839737
0.2964824,0.0,-0.01833127804602937
0.30653265,0.0,-0.013470351987650318
0.31658292,0.0,-0.009841500307916851
0.32663316,0.0,-0.011368782555025877
0.33668342,0.0,-0.018850422856167687
0.34673366,0.0,-0.029722729290508138
0.35678393,0.0,-0.04254674180477462
0.36683416,0.0,-0.05657937987383342
0.37688443,0.0,-0.07061224939099946
0.38693467,0.0,-0.08370779998297505
0.39698493,0.0,-0.0958165422842152
0.40703517,0.0,-0.10785777804007222
0.41708544,0.0,-0.1203532045446818
0.42713568,0.0,-0.1323479413627763
0.43718594,0.0,-0.14231445135190862
0.44723618,0.0,-0.14965589604732618
0.45728642,0.0,-0.15519990883714196
0.46733668,0.0,-0.15923765271639617
0.47738692,0.0,-0.16134031771860274
0.4874372,0.0,-0.16304541897428168
0.49748743,0.0,-0.16654031562698976
0.50753766,0.0,-0.17069350416796586
0.51758796,0.0,-0.1728024783074204
0.5276382,0.0,-0.1720805055742859
0.53768843,0.0,-0.16853738001701468
0.5477387,0.0,-0.1617877462865983
0.55778897,0.0,-0.15225950848788705
0.5678392,0.0,-0.14112669753421997
0.57788944,0.0,-0.12862407590984296
0.5879397,0.0,-0.11402881791584
0.59799,0.0,-0.09686840076162824
0.6080402,0.0,-0.07794247319126091
0.61809045,0.0,-0.05890143713085279
0.6281407,0.0,-0.041344914422227416
0.6381909,0.0,-0.028158945370498515
0.6482412,0.0,-0.021944657823538185
0.65829146,0.0,-0.021586022261591193
0.6683417,0.0,-0.023300198184084898
0.67839193,0.0,-0.024200159442999792
0.68844223,0.0,-0.02355601293196571
0.69849247,0.0,-0.022740264963995175
0.7085427,0.0,-0.02484809210114901
0.71859294,0.0,-0.03219423735388659
0.72864324,0.0,-0.04443879503538199
0.7386935,0.0,-0.05968335003811302
0.7487437,0.0,-0.07672754175943017
0.75879395,0.0,-0.09499791137880641
0.76884425,0.0,-0.11374847409974854
0.7788945,0.0,-0.13195913495420208
0.7889447,0.0,-0.14829238910488696
0.79899496,0.0,-0.1617497324876364
0.80904526,0.0,-0.1723657212228013
0.8190955,0.0,-0.18113840134041467
0.8291457,0.0,-0.18904603668876854
0.83919597,0.0,-0.1971356924903226
0.8492462,0.0,-0.2045933780591054
0.8592965,0.0,-0.20735861356437504
0.86934674,0.0,-0.20224501225907687
0.879397,0.0,-0.1910670265644706
0.8894472,0.0,-0.17803146152911345
0.8994975,0.0,-0.16386262034223847
0.90954775,0.0,-0.1485328346750986
0.919598,0.0,-0.13414606681278807
0.9296482,0.0,-0.1214044329290248
0.9396985,0.0,-0.10967241687763706
0.94974875,0.0,-0.0991521037156874
0.959799,0.0,-0.09035534931808649
0.9698492,0.0,-0.07950757747348487
0.9798995,0.0,-0.058768605530771525
0.98994976,0.0,-0.027297653471463196
1.0,0.0,0.003187276060277088
-1.0,0.0050251256,0.0010994007243863672
-0.98994976,0.0050251256,0.011748964259855454
-0.9798995,0.0050251256,0.02343366645202789
-0.9698492,0.0050251256,0.03410613077731035
-0.959799,0.0050251256,0.041320114979167946
-0.94974875,0.0050251256,0.04311746573099297
-0.9396985,0.0050251256,0.03936375651418646
-0.9296482,0.0050251256,0.03160897327712421
-0.919598,0.0050251256,0.021029357355986555
-0.90954775,0.0050251256,0.007788461011372438
-0.8994975,0.0050251256,-0.008112112880191636
-0.8894472,0.0050251256,-0.027060210248491912
-0.879397,0.0050251256,-0.04997874122025085
-0.86934674,0.0050251256,-0.07667506897553371
-0.8592965,0.0050251256,-0.10636634270295035
-0.8492462,0.0050251256,-0.13842487343789245
-0.83919597,0.0050251256,-0.17148473048299417
-0.8291457,0.0050251256,-0.20432862571944255
-0.8190955,0.0050251256,-0.23711238324039702
-0.80904526,0.0050251256,-0.26896051396417836
-0.79899496,0.0050251256,-0.2970671798839281
-0.7889447,0.0050251256,-0.31982637859833535
-0.7788945,0.0050251256,-0.3375617890011254
-0.76884425,0.0050251256,-0.3503070756432332
-0.75879395,0.0050251256,-0.3564753905618654
-0.7487437,0.0050251256,-0.35230946118968093
-0.7386935,0.0050251256,-0.3356463648410503
-0.72864324,0.0050251256,-0.30901708506194414
-0.71859294,0.0050251256,-0.27481672840186017
-0.7085427,0.0050251256,-0.2324077562084767
-0.69849247,0.0050251256,-0.1827718638685638
-0.68844223,0.0050251256,-0.12790509745565531
-0.67839193,0.0050251256,-0.0677627847867323
-0.6683417,0.0050251256,-0.0033896041010163976
-0.65829146,0.0050251256,0.06519137779379487
-0.6482412,0.0050251256,0.1389024837575989
-0.6381909,0.0050251256,0.21599872747692922
-0.6281407,0.0050251256,0.2947199345265126
-0.61809045,0.0050251256,0.3749205172684263
-0.6080402,0.0050251256,0.45776572572347357
-0.59799,0.0050251256,0.5423169444399738
-0.5879397,0.0050251256,0.62452770540584
-0.57788944,0.0050251256,0.701596705048352
-0.5678392,0.0050251256,0.772173415299225
-0.55778897,0.0050251256,0.8349037745676988
-0.5477387,0.0050251256,0.8880401622085174
-0.53768843,0.0050251256,0.9306889771305256
-0.5276382,0.0050251256,0.9630474019045437
-0.51758796,0.0050251256,0.9853288249753466
-0.50753766,0.0050251256,0.9964896592789217
-0.49748743,0.0050251256,0.9954777954044108
-0.4874372,0.0050251256,0.9830143270732399
-0.47738692,0.0050251256,0.9608700200762784
-0.46733668,0.0050251256,0.9300808504175518
-0.45728642,0.0050251256,0.890396554747965
-0.44723618,0.0050251256,0.8437179582967705
-0.43718594,0.0050251256,0.7914961732624683
-0.42713568,0.0050251256,0.7334606208307597
-0.41708544,0.0050251256,0.6700483248294635
-0.40703517,0.0050251256,0.6001663565185222
-0.39698493,0.0050251256,0.5216954347555858
-0.38693467,0.0050251256,0.43468765122079833
-0.37688443,0.0050251256,0.34386668318594427
-0.36683416,0.0050251256,0.25537431818469875
-0.35678393,0.0050251256,0.1715198069583525
-0.34673366,0.0050251256,0.09157541710260499
-0.33668342,0.0050251256,0.016951309463966568
-0.32663316,0.0050251256,-0.04948176134798059
-0.31658292,0.0050251256,-0.10777448571611918
-0.30653265,0.0050251256,-0.15902055021702088
-0.2964824,0.0050251256,-0.20328520108973724
-0.28643215,0.0050251256,-0.2428474515979197
-0.2763819,0.0050251256,-0.27948960831301556
-0.26633167,0.0050251256,-0.3106053952725802
-0.2562814,0.0050251256,-0.3305230510988887
-0.24623115,0.0050251256,-0.3381547235694882
-0.2361809,0.0050251256,-0.33797653090119517
-0.22613065,0.0050251256,-0.33218090657862137
-0.2160804,0.0050251256,-0.3202855031294043
-0.20603015,0.0050251256,-0.3024902805805658
-0.1959799,0.0050251256,-0.2798153249986422
-0.18592964,0.0050251256,-0.2541264578825649
-0.1758794,0.0050251256,-0.22628361810696737
-0.16582915,0.0050251256,-0.19592346955808562
-0.1557789,0.0050251256,-0.16405011452726592
-0.14572865,0.0050251256,-0.13296672023360492
-0.1356784,0.0050251256,-0.10434502147672049
-0.12562814,0.0050251256,-0.07776073837194113
-0.11557789,0.0050251256,-0.05200206445788143
-0.10552764,0.0050251256,-0.02748857427460637
-0.09547739,0.0050251256,-0.0055264295881965915
-0.085427135,0.0050251256,0.012692109216167629
-0.07537688,0.0050251256,0.02645203819982715
-0.06532663,0.0050251256,0.0357857163707196
-0.055276383,0.0050251256,0.0412044910708584
-0.04522613,0.0050251256,0.04345238232853994
-0.03517588,0.0050251256,0.043228766870659976
-0.025125628,0.0050251256,0.039970796384943566
-0.015075377,0.0050251256,0.032062926377428316
-0.0050251256,0.0050251256,0.0183845734165315
0.0050251256,0.0050251256,-0.0011888921696301853
0.015075377,0.0050251256,-0.02633921258680576
0.025125628,0.0050251256,-0.055574785839028015
0.03517588,0.0050251256,-0.08519342162522862
0.04522613,0.0050251256,-0.11236769921042654
0.055276383,0.0050251256,-0.13602105194740327
0.06532663,0.0050251256,-0.15520736095519444
0.07537688,0.0050251256,-0.17056956707164442
0.085427135,0.0050251256,-0.18350082224222328
0.09547739,0.0050251256,-0.19400263338306667
0.10552764,0.0050251256,-0.2011885736154123
0.11557789,0.0050251256,-0.2043471116565995
0.12562814,0.0050251256,-0.20426370353390405
0.1356784,0.0050251256,-0.20201554561905102
0.14572865,0.0050251256,-0.1973031074451842
0.1557789,0.0050251256,-0.1900868058454443
0.16582915,0.0050251256,-0.18057579817317856
0.1758794,0.0050251256,-0.16886819075654252
0.18592964,0.0050251256,-0.15552210728994245
0.1959799,0.0050251256,-0.14120245168906795
0.20603015,0.0050251256,-0.1261126360148464
0.2160804,0.0050251256,-0.11012206945307733
0.22613065,0.0050251256,-0.09404231740649265
0.2361809,0.0050251256,-0.07879340635176695
0.24623115,0.0050251256,-0.06451550508367439
0.2562814,0.0050251256,-0.051229392730227544
0.26633167,0.0050251256,-0.039532003196238244
0.2763819,0.0050251256,-0.03018966984721218
0.28643215,0.0050251256,-0.023501576061469815
0.2964824,0.0050251256,-0.018569718946653265
0.30653265,0.0050251256,-0.013805022427855824
0.31658292,0.0050251256,-0.010224014869949592
0.32663316,0.0050251256,-0.011716469658495213
0.33668342,0.0050251256,-0.01913800910957431
0.34673366,0.0050251256,-0.029957249485108656
0.35678393,0.0050251256,-0.04268206793674241
0.36683416,0.0050251256,-0.0565974306462463
0.37688443,0.0050251256,-0.070567128773541
0.38693467,0.0050251256,-0.08369149540995717
0.39698493,0.0050251256,-0.09588546980220668
0.40703517,0.0050251256,-0.10797278276766457
0.41708544,0.0050251256,-0.12045543579725847
0.42713568,0.0050251256,-0.13242353887393868
0.43718594,0.0050251256,-0.14231774010431403
0.44723618,0.0050251256,-0.14952794536568867
0.45728642,0.0050251256,-0.1549659178188822
0.46733668,0.0050251256,-0.15896365877298863
0.47738692,0.0050251256,-0.1610734669955204
0.4874372,0.0050251256,-0.16279486800281906
0.49748743,0.0050251256,-0.16624390750948168
0.50753766,0.0050251256,-0.1703296396546472
0.51758796,0.0050251256,-0.17243044055298698
0.5276382,0.0050251256,-0.17170673798114322
0.53768843,0.0050251256,-0.16812242051778833
0.5477387,0.0050251256,-0.16134946173778741
0.55778897,0.0050251256,-0.15182731255219428
0.5678392,0.0050251256,-0.14070192557787858
0.57788944,0.0050251256,-0.12821638656493642
0.5879397,0.0050251256,-0.11361458036081289
0.59799,0.0050251256,-0.09653760731540371
0.6080402,0.0050251256,-0.07777749573143816
0.61809045,0.0050251256,-0.05876678557859452
0.6281407,0.0050251256,-0.041146024226028366
0.6381909,0.0050251256,-0.028007188575564838
0.6482412,0.0050251256,-0.02185931488491318
0.65829146,0.0050251256,-0.02132493110254712
0.6683417,0.0050251256,-0.02268866077134739
0.67839193,0.0050251256,-0.02336849167011346
0.68844223,0.0050251256,-0.02271969290342359
0.69849247,0.0050251256,-0.021930462244919974
0.7085427,0.0050251256,-0.024025362333885154
0.71859294,0.0050251256,-0.03138586754725975
0.72864324,0.0050251256,-0.04365726169008377
0.7386935,0.0050251256,-0.05883793602886715
0.7487437,0.0050251256,-0.07570645629043664
0.75879395,0.0050251256,-0.09384035445910287
0.76884425,0.0050251256,-0.11260815118296262
