# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.181000976562500000e+03 6.821342557668685913e-02 2.647099196910858154e-01 2.978993356227874756e-01 1.464346051216125488e-01 6.148987792968750000e+03 6.821342557668685913e-02 2.647099196910858154e-01 2.978993356227874756e-01 1.464346051216125488e-01 1.483320236206054688e+00
1.000000000000000000e+03 3.001268208026885986e-01 4.297368973493576050e-02 8.862373232841491699e-02 1.893039909191429615e-03 8.890332281589508057e-02 3.394472599029541016e-01 4.297368973493576050e-02 8.862373232841491699e-02 1.893039909191429615e-03 8.890332281589508057e-02 9.458462595939636230e-01
2.000000000000000000e+03 8.381315320730209351e-02 4.253526777029037476e-02 8.623626828193664551e-02 1.056973240338265896e-03 8.554598689079284668e-02 9.668037295341491699e-02 4.253526777029037476e-02 8.623626828193664551e-02 1.056973240338265896e-03 8.554598689079284668e-02 9.288366436958312988e-01
3.000000000000000000e+03 3.593283519148826599e-02 4.065029323101043701e-02 8.409311622381210327e-02 8.250387036241590977e-04 8.266764879226684570e-02 4.248800128698348999e-02 4.065029323101043701e-02 8.409311622381210327e-02 8.250387036241590977e-04 8.266764879226684570e-02 9.145551919937133789e-01
4.000000000000000000e+03 1.862985454499721527e-02 3.809715807437896729e-02 8.089293539524078369e-02 5.897784139961004257e-04 7.932331413030624390e-02 2.265813760459423065e-02 3.809715807437896729e-02 8.089293539524078369e-02 5.897784139961004257e-04 7.932331413030624390e-02 9.026940464973449707e-01
5.000000000000000000e+03 1.068214979022741318e-02 3.546922281384468079e-02 7.773163914680480957e-02 3.784642321988940239e-04 7.686771452426910400e-02 1.352327503263950348e-02 3.546922281384468079e-02 7.773163914680480957e-02 3.784642321988940239e-04 7.686771452426910400e-02 9.033473730087280273e-01
6.000000000000000000e+03 2.644380927085876465e-02 3.247771784663200378e-02 7.217428088188171387e-02 2.501007693354040384e-04 7.341805100440979004e-02 2.598961815237998962e-02 3.247771784663200378e-02 7.217428088188171387e-02 2.501007693354040384e-04 7.341805100440979004e-02 8.872440457344055176e-01
7.000000000000000000e+03 4.272725898772478104e-03 2.819506637752056122e-02 6.659473478794097900e-02 2.241828624391928315e-04 7.001466304063796997e-02 5.925787612795829773e-03 2.819506637752056122e-02 6.659473478794097900e-02 2.241828624391928315e-04 7.001466304063796997e-02 8.799316883087158203e-01
8.000000000000000000e+03 1.200026925653219223e-02 2.507435157895088196e-02 6.479350477457046509e-02 2.459636016283184290e-04 6.869366765022277832e-02 1.368326973170042038e-02 2.507435157895088196e-02 6.479350477457046509e-02 2.459636016283184290e-04 6.869366765022277832e-02 8.844106793403625488e-01
9.000000000000000000e+03 2.625379944220185280e-03 2.277942746877670288e-02 6.382461637258529663e-02 2.967264445032924414e-04 6.732258945703506470e-02 3.365392098203301430e-03 2.277942746877670288e-02 6.382461637258529663e-02 2.967264445032924414e-04 6.732258945703506470e-02 8.830623030662536621e-01
1.000000000000000000e+04 1.568318810313940048e-03 2.041437849402427673e-02 6.298149377107620239e-02 3.880648291669785976e-04 6.534279137849807739e-02 2.205903176218271255e-03 2.041437849402427673e-02 6.298149377107620239e-02 3.880648291669785976e-04 6.534279137849807739e-02 8.760871887207031250e-01
